country,original_title,year,genre,avg_vote,votes,worlwide_gross_income
Hungary,Bizalom,1980,Drama,7.6,607,1.0
USA,The Heiress,1949,Drama,8.1,13301,16.0
Argentina,Camino a La Paz,2015,Drama,7.0,625,17.0
UK,Zombie Undead,2010,Horror,2.3,436,17.0
China,Wo he ba ba,2003,Drama,6.8,157,20.0
Germany,Eagle Hunter's Son,2009,Drama,6.4,129,23.0
Germany,Inbred,2011,Comedy,5.2,4536,24.0
Hong Kong,Shao Lin jiang shi,2004,Action,4.2,328,25.0
USA,Zyzzyx Rd,2006,Crime,4.1,983,30.0
USA,Older Than America,2008,Drama,5.3,857,32.0
Taiwan,Hei an zhi guang,1999,Drama,7.2,217,37.0
UK,The Marker,2017,Crime,5.4,279,37.0
Sweden,ABBA: The Movie,1977,Comedy,6.5,2963,38.0
China,Wo ai ni,2002,Drama,6.8,208,39.0
Canada,Allure,2017,Drama,4.9,1399,39.0
India,Urvi,2017,Crime,7.0,210,42.0
Brazil,El bosque negro,2018,Horror,5.7,167,43.0
UK,Dangerous Game,2017,Action,4.5,528,50.0
UK,My Days of Mercy,2017,Drama,6.4,2754,51.0
UK,7 Lives,2011,Fantasy,3.5,416,51.0
USA,A Walk in the Spring Rain,1970,Drama,6.1,647,52.0
China,Kong que,2005,Drama,7.6,955,55.0
Japan,Yaku san-jû no uso,2004,Comedy,5.7,131,55.0
Japan,Ningen no shômei,1977,Crime,6.7,284,57.0
Finland,Små mirakel och stora,2006,Drama,5.8,185,57.0
USA,400 Days,2015,Mystery,4.4,10018,58.0
Canada,Capture Kill Release,2016,Drama,5.2,640,72.0
France,Dans ton sommeil,2010,Horror,5.6,1375,73.0
Mexico,Atroz (Atrocious),2015,Horror,5.3,435,74.0
India,Malaal,2019,Action,5.9,718,76.0
Spain,Història de la meva mort,2013,Drama,6.5,657,77.0
Spain,Chicas paranoicas,2015,Comedy,7.2,146,78.0
China,Yi ge mo sheng nu ren de lai xin,2004,Drama,6.8,663,78.0
Colombia,Perro come perro,2008,Thriller,6.7,1601,80.0
Hungary,Egyetleneim,2006,Comedy,5.8,218,88.0
Lithuania,Aurora,2012,Romance,6.0,2502,91.0
Finland,Stiilipidu,2005,Comedy,6.1,244,95.0
USA,The Objective,2008,Horror,5.5,7744,95.0
UK,The Comedian's Guide to Survival,2016,Comedy,4.7,292,95.0
France,L'étoile du soldat,2006,Drama,6.7,122,98.0
Argentina,"El patrón, radiografía de un crimen",2014,Crime,7.4,1233,102.0
Turkey,Genç pehlivanlar,2016,Family,6.6,144,105.0
USA,Some Guy Who Kills People,2011,Comedy,6.4,5607,113.0
Argentina,El futuro perfecto,2016,Drama,6.7,325,115.0
Singapore,Robotropolis,2011,Action,2.9,1178,118.0
Spain,Dixie y la rebelión zombi,2014,Animation,4.6,185,120.0
Brazil,Tinta Bruta,2018,Drama,6.8,817,122.0
UK,Reverb,2008,Horror,3.9,744,124.0
Sweden,Miss Kicki,2009,Drama,6.6,645,129.0
Germany,Molly's Way,2005,Drama,6.4,100,130.0
Philippines,Kid Kulafu,2015,Biography,6.8,265,131.0
UK,Darling,1965,Drama,7.1,5876,137.0
UK,Deviation,2012,Thriller,3.9,523,140.0
West Germany,Die Patriotin,1979,Drama,6.8,154,144.0
France,Rendez-vous à Kiruna,2012,Drama,6.4,114,148.0
Switzerland,Le milieu de l'horizon,2019,Drama,6.8,119,152.0
France,Pauline à la plage,1983,Comedy,7.4,6644,159.0
Turkey,Sükut Evi,2018,Drama,6.8,469,159.0
USA,All That Heaven Allows,1955,Drama,7.6,12957,170.0
South Africa,Boy Called Twist,2004,Drama,6.6,147,177.0
UK,Red White & Blue,2010,Drama,6.4,5444,177.0
Netherlands,Crepuscule,2009,Drama,5.7,122,178.0
UK,Outcast,2010,Horror,5.3,2314,179.0
Turkey,Laz Kit,2020,Comedy,1.1,521,180.0
UK,Songbird,2018,Drama,4.2,441,184.0
Argentina,La película infinita,2018,Fantasy,6.2,143,190.0
USA,The Color of Time,2012,Biography,4.3,1286,199.0
USA,Everything Is Wonderful,2018,Comedy,3.5,122,202.0
UK,Strawberry Fields,2012,Drama,4.6,289,203.0
USA,Dr. Ehrlich's Magic Bullet,1940,Biography,7.4,1445,205.0
UK,The Angelic Conversation,1985,Drama,6.2,708,205.0
UK,Jeremiah Terminator LeRoy,2018,Biography,5.3,1621,205.0
Italy,Leoni,2015,Comedy,5.2,111,206.0
Federal Republic of Yugoslavia,Lepa sela lepo gore,1996,Comedy,8.7,14304,211.0
India,Rajaratha,2018,Action,5.2,166,214.0
Japan,Ranpo jigoku,2005,Fantasy,6.3,1020,217.0
India,Sardaar Gabbar Singh,2016,Action,4.8,2195,218.0
UK,Pandorica,2016,Sci-Fi,3.6,470,228.0
India,Sarrainodu,2016,Action,6.4,4022,239.0
West Germany,Der Angriff der Gegenwart auf die übrige Zeit,1985,Comedy,6.8,130,242.0
UK,Native,2016,Drama,4.2,361,243.0
Tajikistan,Bihisht faqat baroi murdagon,2006,Crime,6.5,246,246.0
Turkey,Arada,2018,Drama,5.4,408,254.0
Italy,Luce dei miei occhi,2001,Drama,7.0,824,257.0
Japan,Koibito-tachi wa nureta,1973,Drama,6.1,142,259.0
India,Aaha Kalyanam,2014,Comedy,6.0,328,260.0
Japan,Kaze ni nureta onna,2016,Drama,5.9,842,268.0
Greece,A Blast,2014,Drama,5.7,769,270.0
Norway,Dirk Ohm - Illusjonisten som forsvant,2015,Drama,5.5,189,273.0
USA,Creature from the Black Lagoon,1954,Horror,7.0,25643,275.0
Canada,The Hexecutioners,2015,Horror,4.0,514,276.0
India,Rekka,2016,Action,4.9,662,282.0
Bangladesh,Bengali Beauty,2018,Comedy,7.0,121,284.0
Japan,Anchiporuno,2016,Drama,6.5,2598,294.0
USA,Blood Car,2007,Comedy,5.3,2384,297.0
Japan,Gunjô: Ai ga shizunda umi no iro,2009,Drama,5.7,116,301.0
India,Naina,2005,Drama,4.3,744,304.0
UK,Dummy,2008,Drama,6.9,255,307.0
USA,Trojan War,1997,Comedy,5.7,5636,309.0
UK,100 Streets,2016,Drama,5.7,3645,309.0
Japan,Howaito rirî,2016,Drama,4.5,320,319.0
Austria,Die Geträumten,2016,Drama,6.6,202,327.0
France,The Lost Door,2008,Drama,4.4,173,328.0
UK,Turnout,2011,Drama,5.4,271,333.0
Indonesia,Babi Buta yang Ingin Terbang,2008,Drama,6.1,215,344.0
Bulgaria,Pazachyt na myrtvite,2006,Drama,6.9,181,348.0
India,Marubhoomiyile Aana,2016,Comedy,5.0,317,348.0
USA,All God's Children Can Dance,2008,Drama,5.2,250,355.0
UK,A Night in the Woods,2011,Horror,3.7,820,357.0
Portugal,Mal,1999,Drama,6.1,111,359.0
UK,Travellers,2011,Action,4.3,512,360.0
USA,Dark Night,2016,Drama,4.4,840,363.0
UK,The Reverend,2011,Horror,4.0,375,366.0
Canada,2 secondes,1998,Comedy,6.5,511,369.0
Argentina,Tiempo muerto,2016,Drama,6.1,172,369.0
UK,Saturday Night and Sunday Morning,1960,Drama,7.6,7520,370.0
India,Gethu,2016,Action,3.6,373,373.0
France,La mort en ce jardin,1956,Adventure,6.8,1850,384.0
UK,Viking Siege,2017,Action,3.1,127,393.0
UK,Chitty Chitty Bang Bang,1968,Adventure,6.9,40116,398.0
Spain,La distancia,2006,Thriller,5.9,307,398.0
Canada,Cinemanovels,2013,Comedy,5.1,202,398.0
Finland,Kyrsyä - Tuftland,2017,Drama,5.2,308,399.0
Spain,Con el viento,2018,Drama,6.7,229,403.0
Canada,La vallée des larmes,2012,Drama,7.4,566,404.0
France,Hôtel des Amériques,1981,Drama,6.5,823,406.0
Japan,Tenshi no harawata: Akai inga,1981,Drama,5.6,208,407.0
Spain,Asmodexia,2014,Horror,4.6,1127,418.0
USA,The Wolf Man,1941,Horror,7.3,23071,420.0
USA,State Park,1988,Comedy,4.7,294,421.0
Canada,The Dark Hours,2005,Horror,6.0,5212,423.0
Croatia,Ta divna Splitska noc,2004,Crime,7.4,1427,427.0
Albania,Daybreak,2017,Drama,6.7,136,432.0
Russia,Geroy,2016,Action,4.6,385,434.0
UK,My Name Is Lenny,2017,Biography,6.2,2467,435.0
Brazil,Mar Negro,2013,Horror,5.6,238,435.0
USA,The Quarry,2020,Crime,5.2,1446,439.0
USA,Serum,2006,Horror,3.0,382,440.0
West Germany,Abschied von gestern - (Anita G.),1966,Drama,7.0,855,446.0
China,Yi shi er niao,2005,Action,3.5,140,449.0
USA,Green is Gold,2016,Crime,6.0,902,455.0
Austria,Angelo,2018,Drama,5.9,294,464.0
UK,Piggy,2012,Horror,5.6,1427,467.0
USA,Rome & Jewel,2008,Drama,4.2,129,470.0
France,Le dernier des fous,2006,Drama,6.5,277,481.0
Italy,L'oro di Napoli,1954,Comedy,7.3,1474,483.0
Netherlands,Winterstilte,2008,Drama,6.2,122,486.0
Canada,Chloe & Theo,2015,Comedy,5.8,1485,490.0
China,Qin Mi Di Ren,2011,Comedy,4.6,143,491.0
India,Pushpaka Vimana,2017,Comedy,7.5,257,499.0
Chile,Princesita,2017,Drama,6.0,128,499.0
Japan,Kanaria,2004,Drama,6.9,301,504.0
France,Indigène d'Eurasie,2010,Drama,6.4,358,504.0
Brazil,Em Teu Nome,2009,Drama,6.2,148,504.0
India,Devi(L),2016,Comedy,6.2,893,508.0
France,La nuit américaine,1973,Comedy,8.0,19790,509.0
France,Baisers volés,1968,Comedy,7.7,11806,509.0
France,Domicile conjugal,1970,Comedy,7.5,8003,509.0
France,Les deux Anglaises et le continent,1971,Romance,7.4,4721,509.0
France,La femme d'à côté,1981,Drama,7.3,6993,509.0
France,Vivement dimanche!,1983,Comedy,7.3,5613,509.0
UK,Fahrenheit 451,1966,Drama,7.2,40524,509.0
France,L'amour en fuite,1979,Comedy,7.1,5927,509.0
France,La chambre verte,1978,Drama,7.0,2615,509.0
USA,Looking for Jimmy,2002,Drama,5.6,159,510.0
Germany,I Am Here,2014,Drama,5.0,1610,510.0
India,Iruttu Araiyil Murattu Kuthu,2018,Horror,4.2,714,512.0
Japan,Enjo-kôsai monogatari: shitagaru onna-tachi,2005,Drama,5.3,107,513.0
Argentina,Jess & James,2015,Drama,5.3,487,514.0
USA,68 Kill,2017,Comedy,6.0,4694,522.0
Portugal,Inner Ghosts,2018,Horror,3.8,243,522.0
Switzerland,Aloys,2016,Drama,6.3,1803,523.0
USA,Meeting Evil,2012,Crime,5.3,11599,525.0
USA,Higher Power,2018,Action,4.8,2138,528.0
Norway,Brev til Kongen,2014,Drama,6.9,229,529.0
Turkey,Murtaza,2017,Drama,6.0,112,532.0
Romania,Occident,2002,Comedy,7.6,2072,533.0
India,Brahmotsavam,2016,Action,4.3,2820,541.0
Japan,Funshutsu kigan - 15-sai no baishunfu,1971,Drama,5.6,169,544.0
Turkey,Beginner,2017,Drama,6.3,221,551.0
Brazil,António Um Dois Três,2017,Comedy,6.6,109,552.0
Iran,"Chaharshanbeh, 19 Ordibehesht",2015,Drama,6.6,591,557.0
Canada,The Pit,1981,Horror,5.8,2231,560.0
UK,Best Laid Plans,2012,Drama,6.3,1491,573.0
USA,12 Angry Men,1957,Crime,8.9,668473,576.0
UK,The Last Thakur,2008,Action,6.3,174,578.0
Japan,Tenshi no kôkotsu,1972,Action,6.7,888,585.0
India,Mayurakshi,2017,Drama,7.1,328,590.0
Canada,Shake Hands with the Devil,2007,Drama,7.6,3202,594.0
Bulgaria,Damascena,2017,Drama,6.0,143,594.0
USA,In Memory of My Father,2005,Comedy,6.0,609,603.0
USA,Atletu,2009,Biography,6.7,224,611.0
India,Enakkul Oruvan,2015,Thriller,7.8,1472,621.0
Colombia,Pariente,2016,Drama,6.6,213,622.0
Belgium,Steve + Sky,2004,Romance,6.9,1264,624.0
India,Oozham,2016,Action,6.0,1113,624.0
Canada,Edwin Boyd,2011,Crime,6.2,4124,625.0
Soviet Union,Devyat dney odnogo goda,1962,Drama,7.6,958,630.0
UK,The Last of England,1987,Drama,6.7,1150,630.0
India,Natsamrat,2016,Drama,9.1,4880,633.0
Serbia,"Beli, beli svet",2010,Drama,6.8,499,633.0
Bulgaria,The Prosecutor the Defender the Father and His Son,2015,Drama,6.7,171,635.0
Turkey,Kizim Gibi Kokuyorsun,2019,Drama,6.0,113,635.0
Turkey,Kumun Tadi,2014,Drama,4.4,180,640.0
India,Kavi Uddheshichathu..?,2016,Comedy,5.5,275,646.0
USA,Nature Calls,2012,Comedy,4.0,2197,646.0
USA,Gentlemen Prefer Blondes,1953,Comedy,7.2,30759,648.0
USA,King Kong,1933,Adventure,7.9,77507,651.0
France,Le petit prince a dit,1992,Drama,7.1,399,655.0
Japan,Yuke yuke nidome no shojo,1969,Drama,7.5,2309,659.0
Japan,Appurushido: Ekusu makina,2007,Animation,7.1,9283,662.0
Chile,El Príncipe,2019,Drama,6.4,507,663.0
USA,Syrup,2013,Comedy,5.7,10565,663.0
Japan,Mizu no nai puuru,1982,Crime,7.0,473,668.0
Luxembourg,Hot Hot Hot,2011,Comedy,4.8,128,669.0
USA,Family Games,2018,Comedy,4.1,129,671.0
Serbia,Daca bobul nu moare,2010,Comedy,6.5,171,681.0
West Germany,Die Artisten in der Zirkuskuppel: Ratlos,1968,Drama,6.7,355,684.0
USA,Bitch,2017,Comedy,5.1,1715,688.0
India,I Am Kalam,2010,Comedy,8.0,3511,691.0
USA,2 Minutes Later,2007,Adventure,4.2,404,693.0
Germany,Blindgänger,2004,Family,6.6,119,702.0
Costa Rica,Viaje,2015,Romance,6.4,226,712.0
Japan,"Funuke domo, kanashimi no ai wo misero",2007,Drama,7.2,686,713.0
USA,A Girl Like Grace,2015,Drama,5.9,494,713.0
UK,Breakdown,2016,Action,5.2,734,713.0
UK,The Point Men,2001,Action,4.4,1043,714.0
UK,Aux,2018,Action,4.3,291,725.0
UK,A New Day in Old Sana'a,2005,Drama,6.2,160,737.0
Mexico,Abrakadabra,2018,Horror,5.6,232,737.0
UK,The Haunting,1963,Horror,7.5,33652,742.0
USA,Wings,1927,Drama,7.5,11139,746.0
Kazakhstan,Ozen,2018,Drama,6.4,138,748.0
Canada,The Steam Engines of Oz,2018,Animation,7.1,592,751.0
Japan,Majokko shimai no Yoyo to Nene,2013,Animation,6.8,154,751.0
UK,Big Fat Gypsy Gangster,2011,Action,3.5,807,753.0
Singapore,Mei man ren sheng,2006,Drama,6.9,303,756.0
Argentina,El auge del humano,2016,Drama,5.8,282,758.0
Japan,Scrap Heaven,2005,Drama,6.9,429,760.0
Italy,Uncut,2003,Comedy,4.7,145,762.0
Japan,Hatsukoi: Jigoku-hen,1968,Drama,7.4,716,769.0
Egypt,Microphone,2010,Comedy,7.2,1497,772.0
USA,Flakes,2007,Comedy,6.0,3331,778.0
Slovakia,Vsetko co mam rad,1993,Drama,6.8,167,779.0
USA,Issues,2005,Comedy,5.6,103,783.0
Spain,El callejón,2011,Horror,4.4,806,786.0
USA,The Untold Story,2019,Comedy,5.4,275,790.0
Japan,Kannô byôtô: nureta akai kuchibiru,2005,Drama,4.8,112,790.0
UK,K-Shop,2016,Crime,5.9,1218,793.0
Sweden,"Gud, lukt och henne",2008,Drama,6.3,113,794.0
UK,This Sporting Life,1963,Drama,7.7,5752,813.0
UK,The Tempest,1979,Drama,6.4,955,813.0
India,Shikkari Shambhu,2018,Comedy,5.7,429,816.0
Brazil,Vermelho Russo,2016,Drama,6.3,147,817.0
Netherlands,R U There,2010,Drama,5.5,303,821.0
Belgium,Puppylove,2013,Romance,5.7,566,824.0
USA,Disfigured,2008,Drama,6.5,310,829.0
Australia,Doing Time for Patsy Cline,1997,Comedy,6.2,297,831.0
UK,Taking Stock,2015,Comedy,3.8,188,837.0
France,"Ensemble, nous allons vivre une très, très grande histoire d'amour...",2010,Comedy,4.7,163,848.0
Hong Kong,PTU,2003,Crime,6.9,3924,849.0
USA,Officer Downe,2016,Action,4.2,1834,850.0
USA,Letter from an Unknown Woman,1948,Drama,8.0,10756,852.0
France,La ronde,1950,Drama,7.6,4733,852.0
Germany,Liebelei,1933,Drama,7.5,1281,852.0
USA,The Underground Comedy Movie,1999,Comedy,2.2,2424,856.0
UK,Trick or Treat,2019,Thriller,5.7,379,859.0
Australia,Acolytes,2008,Crime,5.5,2207,860.0
Germany,Die Frau meiner Träume,1944,Comedy,6.7,189,864.0
UK,The Tapes,2011,Horror,3.2,481,880.0
Canada,Big Muddy,2014,Crime,4.9,145,881.0
Germany,In Her Line of Fire,2006,Action,3.8,927,884.0
Germany,Julie Walking Home,2002,Drama,6.3,932,892.0
South Africa,Beat the Drum,2003,Drama,7.1,662,895.0
USA,How to Be a Serial Killer,2008,Comedy,5.5,1978,899.0
USA,High Strung,1992,Comedy,6.8,1922,904.0
USA,The Girl from Monday,2005,Action,5.2,983,921.0
UK,Jubilee,1978,Comedy,6.1,2821,923.0
Denmark,Fuglene over sundet,2016,Drama,6.2,621,926.0
Japan,Hana to hebi 2: Pari/Shizuko,2005,Drama,5.6,410,927.0
UK,City Rats,2009,Action,4.9,1202,932.0
Singapore,4:30,2005,Drama,6.7,494,935.0
Netherlands,The Bird Can't Fly,2007,Drama,6.5,188,938.0
Denmark,Epidemic,1987,Drama,6.2,4798,938.0
Germany,Shanghai Baby,2007,Drama,4.4,167,954.0
India,Pranchiyettan and the Saint,2010,Comedy,8.3,4584,957.0
South Korea,Hwaseongeuro gan sanai,2003,Drama,6.0,150,959.0
UK,The Disappeared,2008,Drama,5.9,1764,966.0
UK,The Trouble with Men and Women,2005,Drama,4.7,107,967.0
India,Kuldip Patwal: I Didn't Do It!,2017,Crime,6.8,567,968.0
France,Oublier Cheyenne,2005,Drama,6.3,321,973.0
USA,Midnight Son,2011,Horror,5.9,1695,973.0
Japan,Shen you qing ren,2006,Action,3.0,444,979.0
Italy,Giù la testa,1971,Drama,7.6,29314,980.0
Ireland,Dating Amber,2020,Comedy,7.0,1954,986.0
Bosnia and Herzegovina,Zaba,2017,Drama,7.4,280,991.0
France,Mange tes morts - Tu ne diras point,2014,Drama,6.4,428,992.0
USA,The Houseboy,2007,Drama,5.6,679,997.0
USA,The Jimmy Show,2001,Comedy,5.2,525,1000.0
India,Nannaku Prematho,2016,Action,7.6,8672,1003.0
Denmark,Forbrydelsens element,1984,Crime,6.8,9066,1003.0
USA,Madam Satan,1930,Comedy,6.5,838,1005.0
USA,How to Rob a Bank (and 10 Tips to Actually Get Away with It),2007,Comedy,6.1,5874,1006.0
Denmark,En frygtelig kvinde,2017,Drama,6.6,1614,1008.0
India,Isi Life Mein...!,2010,Comedy,5.6,367,1010.0
India,Vettah,2016,Crime,6.8,1032,1012.0
Belgium,Le festin de la mante,2004,Romance,4.5,125,1018.0
USA,Remnants,2013,Action,3.9,230,1022.0
Japan,Hito ga hito o ai suru koto no dôshiyô mo nasa,2007,Drama,5.6,124,1026.0
Germany,Stadt Land Fluss,2011,Drama,6.5,1924,1027.0
France,Merveilles à Montfermeil,2019,Comedy,3.6,101,1029.0
USA,Absence,2013,Horror,4.1,768,1031.0
Netherlands,Het leven volgens Nino,2014,Family,6.6,143,1033.0
Argentina,Somos tr3s,2018,Drama,5.9,170,1033.0
Lebanon,Tramontane,2016,Drama,6.6,270,1035.0
Peru,Winaypacha,2017,Drama,7.8,331,1036.0
UK,The Manson Family Massacre,2019,Crime,3.2,245,1047.0
France,Le lièvre de Vatanen,2006,Comedy,5.3,229,1049.0
Japan,Gin-iro no kami no Agito,2006,Animation,6.5,4424,1052.0
Indonesia,Naga Bonar Jadi 2,2007,Comedy,7.1,397,1053.0
India,Allah Ke Banday,2010,Action,6.2,293,1063.0
France,Le secret de la chambre noire,2016,Drama,5.8,790,1066.0
UK,Strictly Sinatra,2001,Drama,5.7,490,1066.0
Japan,Jûbê ninpûchô,1993,Animation,7.9,33843,1073.0
Belgium,Little Glory,2011,Drama,6.1,139,1073.0
Italy,Banat - Il viaggio,2015,Drama,5.8,126,1074.0
USA,The Transcendents,2018,Music,9.2,1450,1090.0
France,Le salaire de la peur,1953,Adventure,8.1,52952,1098.0
Denmark,Daisy Diamond,2007,Drama,6.0,1161,1107.0
Germany,Roads,2019,Adventure,6.3,550,1108.0
Netherlands,Nena,2014,Biography,6.8,497,1112.0
Hungary,Csak szex és más semmi,2005,Comedy,6.3,2938,1112.0
Russia,"Khrustalyov, mashinu!",1998,Comedy,7.4,1504,1113.0
Japan,Bara no sôretsu,1969,Drama,7.9,4430,1114.0
UK,Urban Hymn,2015,Crime,6.5,363,1115.0
Turkey,BABA 'Bu Alem Bi Alem',2019,Comedy,4.5,410,1121.0
United Arab Emirates,Aerials,2016,Drama,1.6,221,1124.0
Nepal,Jatra,2016,Action,8.1,210,1126.0
Canada,Yellowknife,2002,Drama,6.6,180,1128.0
India,Babu Bangaram,2016,Action,5.3,319,1132.0
India,Half Ticket,2016,Drama,7.8,185,1135.0
USA,Seconds Apart,2011,Horror,5.7,5986,1137.0
Colombia,La Playa D.C.,2012,Drama,6.1,337,1138.0
UK,Comes a Bright Day,2012,Drama,6.1,1470,1142.0
USA,Jack & Diane,2012,Drama,4.4,2661,1142.0
UK,Snuff-Movie,2005,Horror,3.9,672,1142.0
Argentina,Hombres de piel dura,2019,Drama,5.5,217,1143.0
India,Rann,2010,Drama,6.9,2341,1146.0
South Africa,Moffie,2019,Drama,6.9,936,1149.0
France,Les enfants d'Isadora,2019,Drama,6.0,116,1160.0
Turkey,Canavarlar Sofrasi,2011,Comedy,5.8,169,1174.0
India,Bhangra Paa Le,2020,Comedy,6.1,221,1177.0
Turkey,Vicdan Agaci,2016,Drama,5.4,310,1179.0
UK,I Love My Mum,2018,Comedy,4.6,286,1182.0
Taiwan,Kong bu fen zi,1986,Crime,7.8,2589,1185.0
UK,The Naked Edge,1961,Crime,6.7,984,1185.0
India,Kadavul Irukaan Kumaru,2016,Comedy,2.8,249,1186.0
USA,Thriller,2018,Crime,3.7,886,1188.0
Switzerland,Pinprick,2009,Drama,5.1,299,1198.0
UK,Four,2011,Thriller,4.2,637,1198.0
Switzerland,Cure: The Life of Another,2014,Drama,5.5,253,1203.0
USA,The Fare,2018,Mystery,6.1,997,1209.0
South Korea,Geunyeoreul moreumyeon gancheob,2004,Action,5.9,520,1210.0
Japan,Zenzen daijobu,2008,Comedy,7.0,552,1217.0
Brazil,Sinfonia da Necrópole,2014,Comedy,6.9,253,1228.0
Poland,Fuga,2018,Drama,6.4,733,1232.0
Turkey,Dead Horse Nebula,2018,Drama,5.6,252,1233.0
USA,A Fish in the Bathtub,1998,Comedy,5.8,281,1237.0
Kyrgyzstan,Sutak,2015,Drama,6.7,100,1240.0
Australia,Footrot Flats: The Dog's Tale,1986,Animation,7.1,834,1243.0
USA,The Maltese Falcon,1941,Film-Noir,8.0,146815,1255.0
UK,The Wolf Hour,2019,Drama,4.9,1526,1255.0
USA,Altered Perception,2017,Fantasy,2.8,169,1259.0
USA,The Hours and Times,1991,Drama,6.2,641,1273.0
Guatemala,Nuestras madres,2019,Drama,6.7,403,1274.0
Republic of North Macedonia,Lazar,2015,Crime,5.8,157,1276.0
UK,I Against I,2012,Crime,5.1,557,1280.0
Denmark,Du forsvinder,2017,Drama,5.9,880,1285.0
Argentina,Kékszakállú,2016,Drama,5.6,312,1289.0
USA,3 Nights in the Desert,2014,Drama,5.1,1361,1297.0
USA,Exorcism,2003,Horror,1.8,237,1303.0
India,Hind Ka Napak Ko Jawab,2017,Action,6.7,3977,1314.0
UK,The Chamber,2016,Horror,4.4,1066,1319.0
India,Kittu Unnadu Jagratha,2017,Comedy,5.8,115,1330.0
Chile,El Leyton,2002,Drama,4.2,161,1332.0
Turkey,Halef,2018,Drama,5.6,134,1335.0
USA,The Dog Problem,2006,Comedy,6.3,3213,1344.0
UK,Access All Areas,2017,Comedy,4.5,191,1347.0
Canada,Suspicious River,2000,Drama,5.7,762,1350.0
France,Tout est pardonné,2007,Drama,6.6,496,1356.0
France,Ça brûle,2006,Drama,6.1,111,1366.0
Argentina,Breve historia del planeta verde,2019,Adventure,5.7,177,1368.0
USA,Beauty & the Beholder,2018,Comedy,4.4,167,1368.0
Canada,Ice Blues,2008,Crime,6.4,560,1377.0
China,Yin shi nan nü - Hao yuan you hao jin,2012,Comedy,4.5,116,1377.0
Spain,La mujer más fea del mundo,1999,Comedy,5.0,549,1381.0
Portugal,Recordações da Casa Amarela,1989,Comedy,7.5,1156,1382.0
Australia,The Last Wave,1977,Drama,7.0,8419,1382.0
Republic of North Macedonia,Do balcak,2014,Action,7.4,605,1398.0
UK,"Love, Honour and Obey",2000,Comedy,6.5,5029,1400.0
USA,Drool,2009,Comedy,5.7,745,1403.0
Serbia,Zona Zamfirova-drugi deo,2017,Drama,4.6,340,1404.0
Germany,Der Wald vor lauter Bäumen,2003,Drama,7.2,1590,1410.0
India,Shwaas,2004,Drama,8.3,1399,1416.0
UK,Habit,2017,Horror,5.2,852,1426.0
India,Kalyug,2005,Action,6.5,2402,1435.0
Germany,The Sunlit Night,2019,Drama,5.9,440,1437.0
India,Milan Talkies,2019,Drama,5.0,265,1437.0
Argentina,Los decentes,2016,Drama,5.9,387,1441.0
USA,The Woman,2011,Drama,6.0,21521,1449.0
Soviet Union,Iyulskiy dozhd,1967,Drama,7.6,766,1461.0
Mexico,The Young One,1960,Drama,7.4,2439,1463.0
Canada,Henchmen,2018,Animation,5.1,452,1469.0
USA,The Package,2013,Action,5.0,3841,1469.0
UK,Demon Eye,2019,Horror,3.3,428,1473.0
USA,The Blood Bond,2010,Action,3.2,227,1483.0
USA,Divine Intervention,2007,Comedy,3.9,136,1485.0
Japan,In za pûru,2005,Comedy,6.8,172,1497.0
UK,Cul-de-sac,1966,Comedy,7.1,11520,1500.0
Canada,Blackwoods,2001,Drama,2.8,2091,1500.0
USA,The Fly,1958,Drama,7.1,20329,1501.0
Portugal,A Floresta das Almas Perdidas,2017,Drama,5.2,492,1502.0
India,Aschhe Abar Shabor,2018,Crime,6.3,531,1503.0
Belgium,Au nom du fils,2012,Drama,6.3,357,1508.0
UK,Bad Day for the Cut,2017,Action,6.5,5480,1510.0
India,Okka Kshanam,2017,Action,7.0,646,1514.0
South Korea,Baramui paiteo,2004,Action,7.0,3724,1518.0
Japan,46-okunen no koi,2006,Drama,6.7,1889,1520.0
Tanzania,White Shadow,2013,Drama,6.4,352,1522.0
Canada,Unless,2016,Drama,5.3,209,1527.0
Canada,Rhymes for Young Ghouls,2013,Crime,6.5,1097,1529.0
Australia,The Tunnel,2011,Horror,5.9,19103,1532.0
Serbia,Srpski film,2010,Horror,5.1,55866,1541.0
Greece,Apnoia,2010,Drama,5.6,236,1547.0
South Africa,The Groomsmen,2003,Comedy,5.0,537,1554.0
USA,Easier with Practice,2009,Drama,6.4,970,1558.0
UK,Once Upon a Time in London,2019,Crime,5.9,4587,1567.0
India,Kisaan,2009,Action,5.4,271,1569.0
Belgium,The Hessen Affair,2009,Crime,5.3,592,1569.0
Israel,Next to Her,2014,Drama,7.1,511,1575.0
Germany,Downhill City,1999,Drama,6.1,169,1581.0
Belgium,Violet,2014,Action,5.9,393,1586.0
Netherlands,Links,2008,Drama,6.1,119,1588.0
USA,Pups,1999,Action,6.3,1614,1590.0
USA,Above the Shadows,2019,Drama,5.9,1618,1594.0
France,La Pointe-Courte,1955,Drama,7.1,2598,1596.0
Hungary,Dolina,2007,Drama,5.5,100,1597.0
USA,Miss India America,2015,Comedy,5.4,544,1598.0
USA,Forever,2015,Drama,5.3,528,1598.0
USA,David and Goliath,2016,Action,3.0,432,1598.0
USA,42nd Street,1933,Comedy,7.4,10490,1600.0
France,La vie et rien d'autre,1989,Drama,7.4,1517,1600.0
Denmark,Pusher,1996,Crime,7.4,33653,1605.0
Denmark,Pusher III,2005,Crime,7.3,13364,1605.0
