country,original_title,year,genre,avg_vote,votes,worlwide_gross_income
USA,Spaceballs,1987,Adventure,7.1,168749,38119483.0
USA,The Doctor,1991,Drama,7.0,5018,38120905.0
USA,The Running Man,1987,Action,6.7,138785,38122105.0
Denmark,Camping,2009,Comedy,5.1,286,38122543.0
USA,Jumping the Broom,2011,Comedy,5.7,9839,38158601.0
USA,Just My Luck,2006,Comedy,5.4,52962,38159905.0
Australia,The Water Diviner,2014,Drama,7.0,70359,38176317.0
Japan,20-seiki shônen: Honkaku kagaku bôken eiga,2008,Adventure,6.7,2380,38231562.0
USA,Don't Be Afraid of the Dark,2010,Fantasy,5.6,46319,38269529.0
Germany,National Lampoon's Van Wilder,2002,Comedy,6.4,102150,38275483.0
USA,Annie Hall,1977,Comedy,8.0,248254,38287178.0
USA,Higher Learning,1995,Crime,6.5,17798,38290723.0
India,Ghajini,2008,Action,7.3,55359,38316584.0
UK,The Soloist,2009,Biography,6.7,50879,38332994.0
USA,City Heat,1984,Action,5.5,8905,38348988.0
USA,The Lazarus Effect,2015,Horror,5.2,40360,38356892.0
Japan,Boruto: Naruto the Movie,2015,Animation,7.9,8038,38362448.0
USA,The Missing,2003,Adventure,6.5,32694,38364277.0
USA,Red Dawn,1984,Action,6.4,50449,38376497.0
USA,Chernobyl Diaries,2012,Horror,5.0,63224,38390020.0
USA,Employee of the Month,2006,Comedy,5.5,44008,38395414.0
USA,Bachelor Party,1984,Comedy,6.3,34916,38435947.0
USA,What's the Worst That Could Happen?,2001,Comedy,5.5,14842,38464131.0
USA,Million Dollar Arm,2014,Biography,7.0,42861,38483455.0
USA,Running Scared,1986,Action,6.6,11144,38500726.0
USA,Urban Legends: Final Cut,2000,Horror,4.3,15794,38574362.0
USA,On Deadly Ground,1994,Action,4.6,21845,38590458.0
France,Taxi 5,2018,Action,4.7,7857,38598227.0
USA,The Best of Me,2014,Drama,6.7,64623,38609668.0
Germany,The Ghost and the Darkness,1996,Adventure,6.8,55403,38619405.0
USA,Head of State,2003,Comedy,5.5,17935,38620484.0
USA,Accepted,2006,Comedy,6.4,121619,38623262.0
USA,The Great Mouse Detective,1986,Animation,7.2,43815,38625550.0
UK,Basic Instinct 2,2006,Drama,4.3,36831,38629478.0
China,"Crouching Tiger, Hidden Dragon: Sword of Destiny",2016,Action,6.1,17307,38659039.0
USA,On the Basis of Sex,2018,Biography,7.0,22249,38673750.0
Japan,Always san-chôme no yûhi,2005,Drama,7.7,2104,38675638.0
South Korea,Jeon Woochi,2009,Action,6.6,2897,38682281.0
USA,Breakin',1984,Comedy,5.8,5721,38682707.0
USA,Someone Like You...,2001,Comedy,6.1,23187,38689940.0
USA,About Last Night...,1986,Comedy,6.3,14089,38702310.0
USA,Dreamer: Inspired by a True Story,2005,Drama,6.8,11944,38741732.0
Germany,Heidi,2015,Drama,7.5,4534,38755161.0
USA,Clockstoppers,2002,Action,5.2,13261,38793283.0
USA,Criminal,2016,Action,6.3,57738,38803993.0
USA,The Wicker Man,2006,Horror,3.7,63349,38805380.0
USA,First Sunday,2008,Comedy,4.5,9651,38810311.0
South Korea,Gongjak,2018,Drama,7.2,3182,38844509.0
Russia,Viy,2014,Adventure,5.2,4904,38885962.0
USA,The Fly II,1989,Drama,5.1,20933,38903179.0
USA,Weird Science,1985,Comedy,6.6,78335,38934048.0
USA,The Life of David Gale,2003,Crime,7.6,107612,38955598.0
USA,The Karate Kid Part III,1989,Action,5.2,47952,38956288.0
USA,Little Shop of Horrors,1986,Comedy,7.0,63797,38982260.0
USA,Funny Lady,1975,Biography,6.3,4885,39000000.0
Sweden,Kronjuvelerna,2011,Drama,5.9,2432,39000000.0
USA,The Exorcist III,1990,Drama,6.4,24772,39024251.0
South Korea,Dokjeon,2018,Action,6.5,1592,39047153.0
USA,Postcards from the Edge,1990,Comedy,6.7,15091,39071603.0
USA,What's Love Got to Do with It,1993,Biography,7.3,16616,39100956.0
USA,The Sword and the Sorcerer,1982,Action,5.6,5511,39103425.0
China,Qian ren 2: Bei tai fan ji zhan,2015,Comedy,4.5,126,39108291.0
Russia,Admiral,2008,Biography,6.8,7604,39143985.0
China,Sa jiao nu ren zui hao ming,2014,Comedy,5.9,755,39156132.0
UK,Show Dogs,2018,Adventure,3.7,4047,39156854.0
USA,The Spirit,2008,Action,4.8,59015,39164441.0
France,Samba,2014,Comedy,6.7,14532,39178695.0
Belgium,Le grand bain,2018,Comedy,7.0,8089,39193850.0
Brazil,Minha Mãe é uma Peça 2: O Filme,2016,Comedy,6.6,2144,39195565.0
South Korea,Tajja,2006,Comedy,7.2,1945,39212715.0
UK,Absolutely Fabulous: The Movie,2016,Comedy,5.4,11629,39219109.0
UK,Scoop,2006,Comedy,6.7,79554,39220946.0
USA,Mars Needs Moms,2011,Animation,5.4,20780,39233678.0
USA,¡Three Amigos!,1986,Comedy,6.5,66674,39246734.0
USA,Dumb and Dumberer: When Harry Met Lloyd,2003,Comedy,3.4,36849,39267515.0
USA,How Stella Got Her Groove Back,1998,Comedy,5.7,6743,39278722.0
USA,The Gambler,2014,Crime,6.0,64673,39280992.0
Japan,Otoko-tachi no Yamato,2005,Drama,6.5,1990,39287114.0
USA,Cirque du Freak: The Vampire's Assistant,2009,Action,5.8,42713,39291383.0
USA,Thank You for Smoking,2005,Comedy,7.6,211158,39323027.0
USA,Blind Date,1987,Comedy,6.0,20427,39337581.0
India,Uri: The Surgical Strike,2019,Action,8.3,41318,39346577.0
UK,Dead Man Walking,1995,Crime,7.5,87076,39363635.0
USA,Joe Versus the Volcano,1990,Comedy,5.8,33953,39404261.0
USA,Sin City: A Dame to Kill For,2014,Action,6.5,150021,39407616.0
France,I Love You Phillip Morris,2009,Biography,6.6,90564,39408227.0
USA,Halloween II,2009,Horror,4.9,47460,39421467.0
Australia,Crocodile Dundee in Los Angeles,2001,Action,4.8,23190,39438674.0
USA,Don Jon,2013,Comedy,6.5,225914,39439355.0
USA,Fletch Lives,1989,Comedy,6.1,19281,39450960.0
Spain,Agora,2009,Adventure,7.2,65025,39457342.0
USA,The Legend of Bagger Vance,2000,Drama,6.7,52789,39459427.0
USA,Down with Love,2003,Comedy,6.3,38891,39468111.0
Turkey,Recep Ivedik 4,2014,Comedy,3.7,14882,39477906.0
USA,Nobody's Fool,1994,Comedy,7.4,18119,39491975.0
USA,Hocus Pocus,1993,Comedy,6.9,90838,39514713.0
USA,Benji,1974,Adventure,6.2,4312,39552000.0
India,Thugs of Hindostan,2018,Action,4.0,17132,39570044.0
South Korea,Wanbyeokhan tain,2018,Comedy,6.7,1083,39576060.0
USA,Pete's Dragon,1977,Animation,6.4,21937,39588000.0
USA,The November Man,2014,Action,6.3,62277,39661919.0
Japan,Meitantei Conan: Shikkoku no chaser,2009,Animation,7.2,1497,39664359.0
USA,Out for Justice,1991,Action,6.1,21019,39673161.0
USA,Jackie Brown,1997,Crime,7.5,309422,39673162.0
USA,The Forest,2016,Horror,4.8,39323,39712000.0
South Korea,Cheong-nyeon-gyeong-chal,2017,Action,7.2,4461,39730433.0
USA,Friday the 13th,1980,Horror,6.5,115515,39754601.0
USA,Magnum Force,1973,Action,7.2,54841,39768000.0
Hungary,Monte Carlo,2011,Adventure,5.8,40555,39782683.0
USA,Caddyshack,1980,Comedy,7.3,102977,39846344.0
Japan,Astro Boy,2009,Animation,6.3,32542,39886986.0
USA,The Secret Life of Bees,2008,Drama,7.3,23935,39952437.0
China,Xiu chun dao II: xiu luo zhan chang,2017,Action,6.7,1513,39966092.0
China,Wei wei yi xiao hen qing cheng,2016,Drama,6.5,740,39969537.0
USA,Memento,2000,Mystery,8.4,1098879,39970386.0
USA,Black Knight,2001,Adventure,4.9,37508,39976235.0
USA,Dream House,2011,Drama,6.0,62632,39984400.0
India,Om Shanti Om,2007,Action,6.7,37994,39997038.0
USA,I Still Know What You Did Last Summer,1998,Horror,4.7,67442,40002112.0
Denmark,Dancer in the Dark,2000,Crime,8.0,100095,40031879.0
South Korea,Yeonpyeong haejeon,2015,Drama,6.6,963,40034677.0
USA,Roxanne,1987,Comedy,6.6,40058,40050884.0
USA,Man of the House,1995,Comedy,5.2,8565,40070995.0
Belgium,Robinson Crusoe,2016,Animation,5.4,5549,40075446.0
USA,Hannah and Her Sisters,1986,Comedy,7.9,65794,40084041.0
USA,All About Steve,2009,Comedy,4.8,39256,40105542.0
USA,Diary of a Wimpy Kid: The Long Haul,2017,Comedy,4.3,6799,40140972.0
USA,Big Business,1988,Comedy,6.5,11879,40150487.0
France,Les rivières pourpres 2 - Les anges de l'apocalypse,2004,Action,6.0,19385,40152148.0
USA,The Invasion,2007,Sci-Fi,5.9,73771,40170558.0
New Zealand,The Piano,1993,Drama,7.6,77465,40185556.0
USA,Manhattan,1979,Comedy,7.9,129186,40194067.0
UK,Yentl,1983,Drama,6.6,12279,40218899.0
USA,Mo' Money,1992,Action,5.6,6949,40227006.0
USA,Blast from the Past,1999,Comedy,6.6,58563,40263020.0
Russia,Yolki 3,2013,Comedy,5.4,1342,40267368.0
UK,Carol,2015,Drama,7.2,111852,40272135.0
USA,The Faculty,1998,Horror,6.5,108775,40283321.0
USA,Swiss Family Robinson,1960,Adventure,7.2,13786,40356000.0
USA,Reds,1981,Biography,7.3,20383,40382659.0
Japan,Masukarêdo hoteru,2019,Crime,6.3,852,40396244.0
USA,The Art of War,2000,Action,5.7,28367,40400425.0
USA,2010: The Year We Make Contact,1984,Adventure,6.8,48850,40400657.0
UK,The Boy in the Striped Pyjamas,2008,Drama,7.8,185838,40416563.0
Spain,La mala educación,2004,Crime,7.4,54642,40423279.0
Canada,The VVitch: A New-England Folktale,2015,Drama,6.9,189052,40423945.0
USA,The Ringer,2005,Comedy,5.8,34831,40442443.0
USA,Bless the Child,2000,Crime,5.1,13737,40443010.0
USA,Serenity,2005,Action,7.8,279887,40445129.0
USA,Holmes & Watson,2018,Comedy,3.8,28587,40466970.0
USA,Pretty in Pink,1986,Comedy,6.8,72868,40471663.0
USA,War,2007,Action,6.2,84142,40481352.0
USA,Jagged Edge,1985,Drama,6.5,12894,40491165.0
USA,The Roommate,2011,Drama,4.8,36091,40492652.0
USA,Bill & Ted's Excellent Adventure,1989,Adventure,7.0,111475,40507436.0
China,"Boonie Bears, to the Rescue!",2014,Animation,4.8,130,40521387.0
USA,Three Fugitives,1989,Action,6.2,10498,40586886.0
Spain,Ocho apellidos catalanes,2015,Comedy,5.4,6427,40591862.0
United Arab Emirates,The Circle,2017,Drama,5.3,81826,40656399.0
USA,30 Minutes or Less,2011,Action,6.1,92398,40662632.0
USA,Cop & ½,1993,Comedy,4.1,8119,40689691.0
USA,Encino Man,1992,Comedy,5.8,36720,40693477.0
USA,Short Circuit,1986,Comedy,6.7,55783,40697761.0
USA,Absence of Malice,1981,Drama,6.9,11650,40716963.0
USA,An American Tail: Fievel Goes West,1991,Animation,6.5,23104,40766041.0
UK,Fighting with My Family,2019,Biography,7.1,62599,40811919.0
USA,Gamer,2009,Action,5.8,128732,40828540.0
USA,Where the Heart Is,2000,Comedy,6.8,31320,40863718.0
USA,Revenge of the Nerds,1984,Comedy,6.6,47947,40874452.0
UK,The Love Guru,2008,Comedy,3.8,49864,40877556.0
USA,Underwater,2020,Action,5.8,48505,40882928.0
France,Falling Down,1993,Crime,7.6,166651,40903593.0
USA,Drive Angry,2011,Action,5.4,93316,40909909.0
Japan,Always san-chôme no yûhi '64,2012,Drama,7.2,526,40923305.0
France,La vérité si je mens! 3,2012,Comedy,5.2,1632,40928635.0
USA,Pee-wee's Big Adventure,1985,Adventure,7.0,48597,40940662.0
USA,Breach,2007,Biography,7.0,57067,40953935.0
Germany,Twisted,2004,Crime,5.3,20124,40954603.0
USA,Grand Canyon,1991,Crime,6.9,14525,40991329.0
USA,Poltergeist II: The Other Side,1986,Horror,5.7,24282,40996665.0
USA,Fright Night,2011,Comedy,6.3,98172,41002607.0
UK,Dredd,2012,Action,7.1,246284,41037742.0
China,Zhao dao ni,2018,Drama,6.6,254,41043552.0
New Zealand,Whale Rider,2002,Drama,7.5,38893,41062976.0
USA,Arlington Road,1999,Crime,7.2,80028,41067311.0
USA,The Mirror Has Two Faces,1996,Comedy,6.6,15084,41083864.0
USA,Fist Fight,2017,Comedy,5.6,38840,41087017.0
UK,Clash of the Titans,1981,Action,6.9,40160,41092328.0
USA,50/50,2011,Comedy,7.6,311992,41097853.0
USA,The Darkest Minds,2018,Action,5.7,27181,41142379.0
France,Le concert,2009,Comedy,7.6,17186,41146351.0
Japan,Evangerion shin gekijôban: Ha,2009,Animation,8.0,15171,41177742.0
USA,How to Make an American Quilt,1995,Comedy,6.3,10525,41200020.0
USA,Happy Gilmore,1996,Comedy,7.0,192461,41205099.0
USA,Private Parts,1997,Biography,6.9,33448,41230799.0
USA,Tequila Sunrise,1988,Crime,6.1,28237,41292551.0
USA,This Is Where I Leave You,2014,Comedy,6.6,71411,41296320.0
USA,Leatherheads,2008,Comedy,6.0,30766,41319039.0
USA,Quarantine,2008,Action,5.9,69311,41319906.0
USA,Ricki and the Flash,2015,Comedy,5.9,22087,41325328.0
USA,Shark Night 3D,2011,Horror,4.0,24398,41363927.0
UK,The Lady in the Van,2015,Biography,6.7,25513,41387687.0
Japan,Rupan Sansei vs Meitantei Conan: The Movie,2013,Animation,6.5,706,41397727.0
USA,Pale Rider,1985,Drama,7.3,51377,41410568.0
USA,Gridiron Gang,2006,Biography,6.9,54361,41480851.0
USA,Gremlins 2: The New Batch,1990,Comedy,6.4,90688,41482207.0
USA,Peggy Sue Got Married,1986,Comedy,6.3,32089,41488348.0
USA,Blade Runner,1982,Action,8.1,677998,41492614.0
South Korea,Ansisung,2018,Action,7.0,3613,41509280.0
USA,Safe,2012,Action,6.5,101557,41564670.0
USA,Set It Off,1996,Action,6.9,13686,41590886.0
USA,Undercover Brother,2002,Action,5.8,33080,41604473.0
UK,Ronin,1998,Action,7.3,169230,41616262.0
USA,My Best Friend's Girl,2008,Comedy,5.9,42133,41624687.0
USA,Never Back Down,2008,Action,6.6,94632,41627431.0
USA,The Dark Crystal,1982,Adventure,7.2,60913,41630431.0
USA,The Uninvited,2009,Drama,6.4,75032,41633384.0
USA,Overlord,2018,Action,6.6,80870,41657844.0
USA,Cheech and Chong's Next Movie,1980,Comedy,6.1,11676,41675194.0
UK,T2 Trainspotting,2017,Drama,7.2,109887,41681746.0
UK,Wimbledon,2004,Comedy,6.3,59049,41682237.0
USA,"Oh, God!",1977,Comedy,6.6,8536,41687243.0
USA,Balls of Fury,2007,Comedy,5.3,40264,41739766.0
South Korea,Kwa-sok-seu-kaen-deul,2008,Comedy,7.2,3670,41745790.0
USA,The Informant!,2009,Biography,6.4,62333,41771168.0
China,Wu ren qu,2013,Adventure,7.3,1991,41807712.0
USA,Homeward Bound: The Incredible Journey,1993,Adventure,6.9,41219,41833324.0
UK,The Return of the Pink Panther,1975,Comedy,7.1,24589,41833347.0
USA,The Guilt Trip,2012,Comedy,5.7,35011,41863726.0
Italy,Call Me by Your Name,2017,Drama,7.9,199385,41887595.0
USA,The Fisher King,1991,Comedy,7.5,77764,41895491.0
USA,"As Above, So Below",2014,Horror,6.2,73993,41898409.0
Japan,Rurôni Kenshin: Densetsu no saigo-hen,2014,Action,7.6,8363,41900000.0
USA,Meet the Browns,2008,Comedy,4.4,6463,41975388.0
Japan,Meari to majo no hana,2017,Animation,6.8,11459,41978431.0
USA,Around the World in 80 Days,1956,Adventure,6.8,24020,42000000.0
USA,The Sisterhood of the Traveling Pants,2005,Comedy,6.5,53201,42013878.0
Japan,Meitantei Conan: Ijigen no sunaipâ,2014,Animation,6.8,986,42028116.0
USA,Dirty Rotten Scoundrels,1988,Comedy,7.4,63295,42039085.0
India,Bang Bang,2014,Action,5.5,21418,42045981.0
USA,Going the Distance,2010,Comedy,6.3,56184,42059111.0
USA,Jobs,2013,Biography,5.9,92655,42128352.0
China,Diqiu zuihou de yewan,2018,Drama,7.2,5773,42140994.0
USA,White Nights,1985,Drama,6.7,6575,42160849.0
South Korea,Sado,2015,Drama,7.0,1919,42165755.0
Poland,Loving Vincent,2017,Animation,7.8,48412,42187665.0
USA,A Good Year,2006,Comedy,7.0,86962,42269923.0
USA,Teenage Mutant Ninja Turtles III,1993,Action,4.8,30445,42273609.0
Japan,Always zoku san-chôme no yûhi,2007,Drama,7.4,855,42308657.0
USA,Blue Thunder,1983,Action,6.4,16857,42313354.0
India,My Name Is Khan,2010,Drama,8.0,96685,42345360.0
UK,Time Bandits,1981,Adventure,7.0,57106,42368025.0
France,8 femmes,2002,Comedy,7.1,28617,42426583.0
USA,Love the Coopers,2015,Comedy,5.8,19747,42426912.0
USA,Man of the Year,2006,Comedy,6.2,31529,42472472.0
Japan,Terumae romae II,2014,Comedy,6.1,573,42473163.0
USA,Bangkok Dangerous,2008,Action,5.4,54536,42487390.0
Japan,Gekijô ban poketto monsutâ: Daiamondo pâru - Diaruga vs Parukia vs Dâkurai,2007,Animation,6.4,2802,42496749.0
France,Oliver Twist,2005,Crime,6.8,30619,42580321.0
USA,Almost Christmas,2016,Comedy,6.1,5724,42580920.0
USA,House on Haunted Hill,1999,Crime,5.7,52561,42593455.0
Argentina,El secreto de sus ojos,2009,Drama,8.2,187887,42629597.0
USA,Mannequin,1987,Comedy,5.9,28546,42721196.0
USA,Heartbreak Ridge,1986,Drama,6.9,38809,42724017.0
Japan,Eiga Doraemon: Nobita to himitsu dougu myûjiamu,2013,Animation,6.8,464,42770271.0
Hong Kong,Siu Lam juk kau,2001,Action,7.3,73136,42776760.0
USA,Zack and Miri Make a Porno,2008,Comedy,6.5,170770,42784344.0
Germany,Basic,2003,Action,6.5,58487,42792561.0
USA,The Main Event,1979,Comedy,5.6,2605,42800000.0
Japan,Meitantei Conan: Chinmoku no kuôtâ,2011,Animation,6.7,1254,42808575.0
France,Astérix: Le domaine des dieux,2014,Animation,6.9,11771,42830578.0
Hong Kong,Tau ming chong,2007,Action,7.0,25535,42883181.0
USA,A Lot Like Love,2005,Comedy,6.6,66632,42886719.0
Russia,Dnevnoy dozor,2006,Action,6.5,33035,42918532.0
USA,Crank,2006,Action,6.9,231202,42931041.0
USA,Glory Road,2006,Biography,7.2,42333,42938449.0
UK,A Shaun the Sheep Movie: Farmageddon,2019,Animation,6.9,7848,42946901.0
USA,The Gallows,2015,Horror,4.2,18980,42964410.0
China,Chu zi Xi zi Pi zi,2013,Action,5.6,597,42970000.0
UK,Legend,2015,Biography,6.9,153742,42972994.0
Hong Kong,Xin Shao Lin si,2011,Action,6.9,18403,42982973.0
USA,Regarding Henry,1991,Drama,6.7,28936,43001500.0
USA,Escape from Alcatraz,1979,Action,7.6,116958,43004381.0
USA,The Longest Yard,1974,Comedy,7.1,16607,43008075.0
USA,The Possession of Hannah Grace,2018,Horror,5.2,17040,43016528.0
Canada,Meatballs,1979,Comedy,6.2,18710,43046003.0
USA,When in Rome,2010,Comedy,5.6,59471,43053376.0
USA,See Spot Run,2001,Action,5.4,8619,43057552.0
USA,Gifted,2017,Drama,7.6,95816,43069254.0
UK,Annihilation,2018,Adventure,6.8,271345,43070915.0
UK,You Only Live Twice,1967,Action,6.9,95485,43084787.0
Germany,Freedom Writers,2007,Biography,7.5,67569,43095175.0
USA,Boogie Nights,1997,Drama,7.9,233772,43101594.0
UK,The Snowman,2017,Crime,5.1,56719,43155261.0
USA,Beastly,2011,Drama,5.6,74806,43202283.0
USA,The Jungle Book,1994,Adventure,6.0,16093,43229904.0
USA,The Edge,1997,Action,6.9,66684,43312294.0
USA,Orange County,2002,Comedy,6.2,46547,43325009.0
Japan,Gekijô ban poketto monsutâ: Daiyamondo & Pâru - Giratina to sora no hanataba Sheimi,2008,Animation,6.1,1945,43338599.0
UK,The Duchess,2008,Biography,6.9,77106,43343384.0
China,Harriet,2019,Action,6.5,16802,43347017.0
USA,The Master of Disguise,2002,Adventure,3.4,21991,43411001.0
USA,A River Runs Through It,1992,Drama,7.2,52491,43440294.0
USA,Last Holiday,2006,Comedy,6.5,27913,43446924.0
South Korea,Eun-mil-ha-gae eui-dae-ha-gae,2013,Action,6.9,3485,43447199.0
USA,The Great Outdoors,1988,Comedy,6.7,38513,43455230.0
USA,Brothers,2009,Action,7.1,109275,43474578.0
USA,Harold & Kumar Escape from Guantanamo Bay,2008,Adventure,6.6,129251,43495888.0
Hong Kong,Feng shen chuan qi,2016,Action,4.5,2187,43498766.0
USA,We Are Marshall,2006,Drama,7.1,56474,43545364.0
New Zealand,Boy,2010,Comedy,7.5,21037,43551154.0
Canada,Police Academy 3: Back in Training,1986,Comedy,5.4,41751,43579163.0
USA,City Slickers II: The Legend of Curly's Gold,1994,Comedy,5.6,17886,43622150.0
USA,"Welcome Home, Roscoe Jenkins",2008,Comedy,5.5,13315,43655418.0
UK,Judy,2019,Biography,6.8,34502,43660268.0
USA,Soul Food,1997,Comedy,7.1,6839,43700855.0
USA,The Duff,2015,Comedy,6.5,81305,43709744.0
Spain,Mar adentro,2004,Biography,8.0,76333,43731621.0
USA,Richard Jewell,2019,Biography,7.5,48632,43745542.0
USA,Café Society,2016,Comedy,6.6,69058,43763247.0
France,Des hommes et des dieux,2010,Drama,7.2,14596,43803417.0
UK,Diamonds Are Forever,1971,Action,6.6,93366,43819547.0
USA,Shining Through,1992,Drama,6.5,8967,43838238.0
USA,Wall Street,1987,Crime,7.4,140858,43848069.0
USA,Jungle Fever,1991,Drama,6.5,16709,43882682.0
USA,Love at First Bite,1979,Comedy,6.2,5203,43885000.0
China,Ji yi da shi,2017,Fantasy,6.5,864,43892362.0
France,The Transporter,2002,Action,6.8,281093,43928932.0
USA,Timeline,2003,Action,5.7,59602,43935763.0
USA,Max,2015,Adventure,6.7,25357,43967255.0
UK,Wind River,2017,Crime,7.7,195535,43980821.0
UK,The Last Emperor,1987,Biography,7.7,91839,43993508.0
USA,Seems Like Old Times,1980,Comedy,6.7,8495,43995918.0
USA,A Man Called Horse,1970,Adventure,6.9,7955,44000000.0
USA,Semi-Pro,2008,Comedy,5.8,77449,44004502.0
Australia,Winchester,2018,Biography,5.4,29208,44019588.0
Japan,Gekijoban Pocket Monster Best Wishes! Kyurem vs Seikenshi Keldeo,2012,Animation,5.5,1172,44057737.0
USA,West Side Story,1961,Crime,7.5,94819,44061777.0
USA,Passenger 57,1992,Action,5.9,44198,44065653.0
China,Cui mian da shi,2014,Drama,7.0,2324,44077818.0
Germany,Tarzan,2013,Animation,4.8,12043,44095996.0
Germany,Hard Ball,2001,Drama,6.4,27785,44102389.0
USA,Young Guns II,1990,Action,6.5,30458,44143410.0
USA,Child's Play,1988,Fantasy,6.6,85277,44196684.0
USA,Amistad,1997,Biography,7.3,69827,44229441.0
South Korea,Joheunnom nabbeunnom isanghannom,2008,Action,7.3,32839,44261209.0
Sweden,Luftslottet som sprängdes,2009,Crime,7.3,66839,44276335.0
Canada,House at the End of the Street,2012,Drama,5.6,70657,44287131.0
Italy,Pinocchio,2002,Comedy,4.4,7646,44310395.0
USA,Picture Perfect,1997,Comedy,5.5,18595,44332015.0
USA,A Man Apart,2003,Action,6.1,44353,44350926.0
USA,The Sisterhood of the Traveling Pants 2,2008,Comedy,6.2,26655,44352417.0
USA,Up in Smoke,1978,Comedy,7.0,35523,44364244.0
Japan,Meitantei Conan: Juichi-ninme no Striker,2012,Animation,6.5,1209,44369456.0
USA,Notorious,2009,Biography,6.7,40309,44420167.0
USA,Oculus,2013,Horror,6.5,114486,44459951.0
USA,Recess: School's Out,2001,Animation,6.6,9253,44460850.0
USA,Nothing to Lose,1997,Action,6.7,43202,44480039.0
USA,Mother!,2017,Drama,6.6,184669,44516999.0
USA,The Odd Couple,1968,Comedy,7.7,30880,44527234.0
Russia,Kholop,2019,Comedy,6.7,2630,44542660.0
Germany,The Negotiator,1998,Action,7.3,128210,44547681.0
China,Luo Xiao Hei zhan ji,2019,Animation,7.0,501,44553752.0
Thailand,Chalard games goeng,2017,Comedy,7.6,16805,44560421.0
USA,The Gift,2000,Drama,6.6,62370,44567606.0
USA,Uptown Girls,2003,Comedy,6.2,34641,44617342.0
USA,Lakeview Terrace,2008,Crime,6.1,48133,44655002.0
USA,Hellboy,2019,Action,5.2,74561,44665289.0
China,So duk,2013,Action,6.6,2193,44670277.0
South Korea,Ajeossi,2010,Action,7.8,60958,44723232.0
USA,The Wrestler,2008,Drama,7.9,286256,44734660.0
USA,In the Bedroom,2001,Crime,7.4,36911,44763181.0
USA,Still Alice,2014,Drama,7.5,124366,44779195.0
USA,A Nightmare on Elm Street 3: Dream Warriors,1987,Fantasy,6.6,68794,44793222.0
USA,Midnight Cowboy,1969,Drama,7.8,98735,44801177.0
USA,Cop Land,1997,Crime,6.9,84547,44862187.0
Canada,Child's Play,2019,Horror,5.8,41215,44902237.0
USA,Grudge Match,2013,Comedy,6.4,56932,44907260.0
USA,The End,1978,Comedy,6.2,3510,44917151.0
USA,Pacific Heights,1990,Thriller,6.4,17539,44926706.0
USA,Foul Play,1978,Comedy,6.8,13398,44999621.0
USA,The Way We Were,1973,Drama,7.1,21805,45000000.0
USA,Monster's Ball,2001,Drama,7.0,81502,45011434.0
USA,Deuce Bigalow: European Gigolo,2005,Comedy,4.7,47896,45109561.0
China,Xiong chu mo zhi xiong xin gui lai,2016,Animation,5.0,120,45150390.0
USA,Flatliners,2017,Drama,5.2,40290,45158254.0
Canada,Blair Witch,2016,Horror,5.0,40222,45173154.0
Japan,Kokuhaku,2010,Drama,7.8,34860,45203103.0
India,Tanhaji: The Unsung Warrior,2020,Action,7.6,19532,45221814.0
China,Wei ai zhi jian ru jia jing,2014,Comedy,3.9,152,45386560.0
USA,Thelma & Louise,1991,Adventure,7.5,132924,45434805.0
USA,Queen of the Damned,2002,Drama,5.3,51708,45479110.0
USA,Good Boy!,2003,Comedy,5.1,4014,45490616.0
USA,Machete,2010,Action,6.6,188404,45491656.0
USA,Medicine Man,1992,Adventure,6.0,20824,45500797.0
China,Fei cheng wu rao,2008,Comedy,6.8,3067,45521453.0
India,Hero,2015,Action,3.5,2219,45565534.0
USA,D2: The Mighty Ducks,1994,Comedy,6.1,35629,45610410.0
USA,The Debt,2010,Drama,6.8,63298,45636368.0
USA,That Awkward Moment,2014,Comedy,6.1,96462,45640143.0
USA,Young Guns,1988,Action,6.9,53474,45661556.0
USA,Earth to Echo,2014,Adventure,5.8,18148,45681062.0
USA,RoboCop 2,1990,Action,5.8,79909,45681173.0
China,Xin li zui,2017,Action,4.7,118,45698503.0
USA,"McFarland, USA",2015,Biography,7.4,34643,45710059.0
UK,Lawrence of Arabia,1962,Adventure,8.3,261504,45710874.0
USA,Brooklyn's Finest,2009,Action,6.7,60245,45719985.0
China,Chui lung II,2019,Action,5.8,424,45733356.0
China,You yi ge di fang zhi you wo men zhi dao,2015,Drama,5.3,673,45737711.0
Japan,Gintama,2017,Action,6.2,1937,45746967.0
USA,Brewster's Millions,1985,Comedy,6.5,34864,45833132.0
USA,One Missed Call,2008,Horror,4.0,30544,45847751.0
UK,"Greystoke: The Legend of Tarzan, Lord of the Apes",1984,Adventure,6.4,17424,45858563.0
USA,Eight Legged Freaks,2002,Action,5.4,51992,45867333.0
Italy,Benvenuti al sud,2010,Comedy,6.5,8020,45896492.0
USA,The Rainmaker,1997,Crime,7.2,62217,45916769.0
China,Zan men jie hun ba,2015,Comedy,5.6,161,45972724.0
USA,The Last House on the Left,2009,Horror,6.5,84103,45995223.0
USA,The Hunted,2003,Action,6.1,43063,46061847.0
UK,The World's End,2013,Comedy,7.0,254015,46089287.0
USA,For Love of the Game,1999,Drama,6.6,31284,46112640.0
USA,Into the Blue,2005,Action,5.9,72713,46117696.0
USA,Napoleon Dynamite,2004,Comedy,6.9,194951,46138887.0
UK,Eddie the Eagle,2015,Biography,7.4,82857,46152800.0
