country,original_title,year,genre,avg_vote,worlwide_gross_income
Hong Kong,Yi lu xiang xi,2012,Comedy,5.3,1514472
Australia,100% Wolf,2020,Animation,5.7,1514379
France,Vénus noire,2010,Drama,6.8,1514245
USA,Leaving Normal,1992,Comedy,6.5,1514114
France,Les yeux de sa mère,2011,Drama,6,1513304
Netherlands,Body Language,2011,Drama,4.2,1512427
Russia,Ischeznuvshaya imperiya,2008,Drama,6.8,1511572
Venezuela,"Piedra, Papel o Tijera",2012,Drama,7.1,1511190
France,Trois souvenirs de ma jeunesse,2015,Drama,6.8,1511141
France,Au cul du loup,2011,Drama,6.1,1510719
Turkey,Siccîn,2014,Horror,6.3,1510589
Netherlands,Hartenstrijd,2016,Comedy,5.6,1510128
USA,Streets,1990,Action,5.8,1510053
France,Ma mère,2004,Drama,5.1,1510052
India,Kaala,2018,Action,6.7,1509872
India,Dum Maaro Dum,2011,Action,6.2,1508912
India,Money Hai Toh Honey Hai,2008,Comedy,2.8,1508351
USA,The Echo,2008,Drama,5.6,1508127
Russia,Pervyy posle Boga,2005,Action,5.5,1508040
Japan,Shinya shokudô,2014,Comedy,7.5,1507352
France,Au bonheur des ogres,2013,Comedy,6.4,1507325
Germany,Tattoo,2002,Crime,6.4,1507221
France,L'autre Dumas,2010,Comedy,6.3,1507205
UK,The Deaths of Ian Stone,2007,Horror,5.6,1506562
Australia,The Daughter,2015,Drama,6.6,1505434
Japan,Saidoweizu,2009,Drama,5.9,1505324
USA,Norm of the North: King Sized Adventure,2019,Animation,3.2,1505059
USA,Down by Law,1986,Comedy,7.8,1504286
France,"Au secours, j'ai 30 ans!",2004,Comedy,4.5,1502592
Japan,Sumagurâ: Omae no mirai o hakobe,2011,Drama,6.4,1502434
USA,Company Business,1991,Action,5.7,1501785
China,Xin zhong you gui,2007,Drama,5.4,1501707
USA,The Kings of Summer,2013,Adventure,7.1,1501595
France,Toutes les filles sont folles,2003,Comedy,5.1,1501063
Taiwan,Shuang tong,2002,Fantasy,6.4,1501021
France,Une nuit,2012,Crime,6.6,1500409
France,24 heures de la vie d'une femme,2002,Drama,5.9,1500180
Russia,Tiski,2007,Action,6.3,1500171
USA,At Long Last Love,1975,Comedy,5,1500000
UK,Salvador,1986,Drama,7.4,1500000
Canada,The Right Way,2004,Comedy,3.9,1500000
UK,The Whistle Blower,1986,Thriller,6.2,1500000
Hong Kong,Sai yau gei: Yut gwong bou haap,1995,Action,7.7,1499696
USA,Priceless,2016,Crime,6.1,1499605
Spain,Guadalupe,2006,Drama,5.2,1499149
USA,M. Butterfly,1993,Drama,6.8,1498795
USA,Gallows Hill,2013,Horror,5.2,1498262
USA,A Dangerous Woman,1993,Drama,5.8,1497222
Netherlands,Van God los,2003,Crime,7.2,1496704
Japan,Persona 3 the Movie: #2 Midsummer Knight's Dream,2014,Animation,7,1496692
Ukraine,The Rising Hawk,2019,Action,5.9,1496396
France,Les aiguilles rouges,2006,Drama,5.7,1495314
Italy,La giusta distanza,2007,Drama,7,1495120
USA,A Cry in the Wild,1990,Action,5.6,1494969
Spain,Nos miran,2002,Drama,5.8,1494927
Spain,Bajo las estrellas,2007,Comedy,6.6,1494730
Ireland,The Field,1990,Drama,7.4,1494399
France,Violette,2013,Biography,7,1493822
USA,Garbo Talks,1984,Comedy,6.4,1493782
Spain,La herencia Valdemar,2010,Horror,5.6,1493227
Switzerland,Moka,2016,Drama,6.2,1493067
Russia,Khottabych,2006,Adventure,6.2,1493021
Spain,El artista y la modelo,2012,Drama,6.6,1492780
South Korea,Yeonaeui mat,2015,Comedy,6.1,1492463
Italy,Il seme della discordia,2008,Comedy,5.5,1492100
Sweden,En enkel till Antibes,2011,Drama,6,1491653
UK,Country of My Skull,2004,Drama,6,1491434
Czech Republic,Kráska v nesnázích,2006,Comedy,6.8,1491168
India,Ishq Vishk,2003,Comedy,6,1490772
Spain,Summer Camp,2015,Horror,5,1490748
Denmark,Den sorte Madonna,2007,Action,5.2,1490180
Romania,5Gang: Un Altfel de Craciun,2019,Action,1.7,1489573
Spain,¿Para qué sirve un oso?,2011,Comedy,5.4,1489553
Norway,Skjult,2009,Horror,5.7,1489526
Philippines,Must Be... Love,2013,Comedy,6.9,1489456
Canada,Haunter,2013,Fantasy,5.9,1489366
Mexico,Fachon Models,2014,Comedy,4.7,1489112
Italy,Volesse il cielo!,2002,Comedy,5.6,1489040
Netherlands,Lepel,2005,Drama,6.4,1488939
Taiwan,Xi li ren qi: Zui zhong hui - Xing fu nan bu nan,2012,Drama,4.7,1488558
Belgium,Les barons,2009,Comedy,6.7,1487167
Germany,Labirent,2011,Action,6.8,1486738
UK,The Zero Theorem,2013,Comedy,6.1,1486506
Russia,Dikari,2006,Comedy,6.6,1484930
Sweden,Kvarteret Skatan reser till Laholm,2012,Comedy,5.2,1484924
France,John Rabe,2009,Biography,7.2,1484665
Poland,U Pana Boga za miedza,2009,Comedy,5.9,1484629
India,Singam,2010,Action,6.8,1484464
Poland,Chemia,2015,Comedy,6,1484357
Denmark,Over gaden under vandet,2009,Drama,5.5,1484128
Australia,My Pet Dinosaur,2017,Action,3.9,1483677
Japan,Pinpon,2002,Comedy,7.1,1483384
India,Ujda Chaman,2019,Comedy,6.9,1482728
USA,Patti Cake$,2017,Drama,6.8,1482356
Spain,Soldados de Salamina,2003,Drama,6.7,1481789
France,Superstar,2012,Drama,5.3,1481461
Norway,Ut og stjæle hester,2019,Drama,6.5,1480790
France,Qui m'aime me suive!,2019,Comedy,5.1,1480725
Finland,Minä ja Morrison,2001,Crime,4.8,1480538
USA,My Sassy Girl,2008,Comedy,6.3,1479544
China,Tsoi suet yuk chi ngo oi nei,2005,Drama,6,1479325
Germany,Zettl,2012,Comedy,4,1478340
UK,4.3.2.1.,2010,Crime,5.8,1477582
Spain,El nido,1980,Drama,7.2,1477487
France,Le château de ma mère,1990,Adventure,7.6,1477071
USA,Leatherface,2017,Crime,5,1476843
Japan,Digimon Adventure tri. 2: Ketsui,2016,Animation,7.5,1476624
Mexico,Morgana,2012,Horror,3.6,1476499
UK,Clockwise,1986,Comedy,6.6,1476356
France,Notre univers impitoyable,2008,Comedy,5.8,1475994
France,Le voyage du ballon rouge,2007,Drama,6.6,1475937
Italy,Notturno bus,2007,Comedy,6.8,1475695
Germany,Gut zu Vögeln,2016,Comedy,4.2,1475550
Spain,El mundo es suyo,2018,Comedy,4.9,1475452
Canada,Stan Helsing,2009,Comedy,3.6,1475003
France,Chacun cherche son chat,1996,Comedy,6.8,1474628
USA,The Miseducation of Cameron Post,2018,Drama,6.6,1474577
USA,Good Kill,2014,Drama,6.4,1474471
USA,Freeheld,2015,Biography,6.6,1474471
Italy,Il dolce e l'amaro,2007,Drama,6.6,1474257
USA,Endangered Species,1982,Drama,5.9,1474249
USA,Vehicle 19,2013,Action,4.9,1473445
India,Mausam,2011,Drama,4.7,1473341
India,De De Pyaar De,2019,Comedy,6.6,1473116
Finland,Kuutamolla,2002,Drama,5.5,1472835
UK,Final Score,2018,Action,5.7,1472770
Sweden,En duva satt på en gren och funderade på tillvaron,2014,Comedy,7,1472431
USA,The Secret: Dare to Dream,2020,Drama,6.3,1472195
Germany,Coming In,2014,Comedy,5.7,1470932
Norway,"Oslo, 31. august",2011,Drama,7.6,1470679
USA,Jimmy P.,2013,Biography,6.1,1470582
USA,Interview,2007,Drama,6.8,1469644
Brazil,Salve Geral,2009,Crime,6.3,1469181
Japan,Yurigokoro,2017,Mystery,6.6,1468983
Australia,Bad Eggs,2003,Comedy,6.4,1468982
USA,St. Agatha,2018,Horror,5.1,1468454
Turkey,Sabit Kanca,2013,Comedy,3.5,1468033
Russia,Glukhar v kino,2010,Comedy,5.2,1467643
UK,Finders Keepers,1984,Comedy,5.5,1467396
Australia,Razzle Dazzle: A Journey Into Dance,2007,Comedy,6.3,1466077
Spain,La trinchera infinita,2019,Drama,7.2,1465965
Germany,Trade,2007,Crime,7.4,1465077
Russia,Molot,2016,Action,4.6,1465048
Canada,Pinocchio 3000,2004,Animation,3.9,1464478
USA,Mister Johnson,1990,Drama,6.4,1464242
Norway,Thelma,2017,Drama,7,1463727
Hong Kong,Chung oi,2007,Horror,5.5,1462405
Mexico,Regresa,2010,Comedy,6,1461942
USA,Joshua,2002,Drama,6.7,1461635
India,Kurbaan,2009,Action,5.7,1461611
Japan,Kazokuiro,2018,Drama,6.8,1461487
USA,The Center of the World,2001,Drama,5.8,1460687
Egypt,The Money,2019,Action,5,1460493
UK,Greed,2019,Comedy,5.7,1460431
Spain,Historia de un beso,2002,Drama,6.1,1459908
Argentina,Roma,2004,Drama,7.3,1459663
Hong Kong,Wong Fei Hung IV: Wong je ji fung,1993,Action,6.1,1458013
Russia,Barmen,2015,Comedy,5.4,1457685
Belgium,Hotel op stelten,2008,Family,5.4,1457467
India,Ek Vivaah... Aisa Bhi,2008,Drama,5.3,1456886
USA,Life of Crime,2013,Comedy,5.8,1456675
India,Dosti,1964,Drama,8.4,1456155
Spain,No dormirás,2018,Horror,5.1,1456151
New Zealand,Dean Spanley,2008,Comedy,7.2,1455824
UK,National Theatre Live: All My Sons,2019,Drama,8.6,1455588
Belgium,La mécanique de l'ombre,2016,Action,6.2,1455120
USA,Birdy,1984,Drama,7.3,1455045
Belgium,De behandeling,2014,Mystery,7.2,1454682
France,Père fils thérapie!,2016,Comedy,5.1,1453270
Japan,Quiet room ni yôkoso,2007,Comedy,7.1,1453240
Turkey,Her Sey Asktan,2016,Drama,5.4,1452072
USA,Extinction,2018,Action,5.8,1451864
UK,Pascali's Island,1988,Drama,6.8,1451857
France,Les hommes du feu,2017,Drama,6.1,1451496
France,Leonie,2010,Biography,6,1451465
USA,Love and Other Impossible Pursuits,2009,Drama,6.3,1451343
France,L'ex de ma vie,2014,Comedy,4.4,1451330
Turkey,Ilk Ask,2006,Comedy,6.8,1451031
Poland,Konwój,2017,Action,5.9,1450486
Norway,Trio - Jakten på Olavsskrinet,2017,Family,4.5,1450201
Canada,Ernest Rides Again,1993,Family,5,1450029
France,Problemos,2017,Comedy,6,1450028
Egypt,Aasef ala el-iz'ag,2008,Comedy,8,1449695
France,Les enfants de la pluie,2003,Animation,6.8,1449658
UK,Closing the Ring,2007,Drama,6.5,1449091
Sweden,Varg,2008,Action,6.1,1448891
USA,The City of Your Final Destination,2009,Drama,6.3,1448788
Italy,Lo spazio bianco,2009,Drama,6.5,1448733
USA,The Disappearance of Eleanor Rigby: Them,2014,Drama,6.3,1448076
India,Bala,2019,Comedy,7.4,1447766
France,La disparue de Deauville,2007,Crime,4.9,1447065
India,Aa Dekhen Zara,2009,Action,5,1446933
France,#jesuislà,2019,Comedy,6,1446784
Czech Republic,Kozí príbeh,2008,Animation,3.5,1445506
Malaysia,Karak,2011,Horror,4.1,1445461
France,Les estivants,2018,Comedy,5.3,1445460
Turkey,4N1K,2017,Comedy,5.6,1444474
Russia,12 mesyatsev,2013,Comedy,4,1444235
Egypt,Gaalatny mogreman,2006,Comedy,6.4,1443655
India,Besharam,2013,Action,3.6,1443479
Belgium,Quand la mer monte...,2004,Comedy,6.7,1443335
Finland,Ainoat oikeat,2013,Comedy,5.7,1441699
Netherlands,Gangsterboys,2010,Comedy,4.2,1441099
Australia,Hating Alison Ashley,2005,Comedy,5.5,1441049
Germany,No Good Deed,2002,Action,5.5,1440653
Iran,Mohammad Rasoolollah,2015,Biography,7.5,1440044
Poland,Chce sie zyc,2013,Drama,7.7,1438531
Denmark,Nordvest,2013,Action,6.8,1438385
Norway,Sønner av Norge,2011,Drama,6.5,1437987
USA,Out of the Dark,2014,Horror,4.8,1437650
France,Tomboy,2011,Drama,7.4,1437501
Germany,13 Semester,2009,Comedy,6.7,1437224
USA,My Friend Dahmer,2017,Biography,6.2,1436751
Russia,Rozygrysh,2008,Drama,6,1436653
USA,Love at Large,1990,Comedy,5.7,1436308
Russia,Spiral,2014,Action,3.9,1436158
India,Kai po che!,2013,Drama,7.7,1435272
Canada,Monica la mitraille,2004,Drama,6.6,1435015
Thailand,"Nong, Pee, Teerak",2018,Comedy,6.7,1434355
France,Shadow of the Wolf,1992,Adventure,5.8,1434174
USA,Things You Can Tell Just by Looking at Her,2000,Drama,6.5,1433668
Russia,Aritmiya,2017,Drama,7.4,1433366
Italy,La rivincita di Natale,2004,Comedy,6.8,1433204
France,Savage Grace,2007,Drama,5.8,1432799
UK,A Prayer for the Dying,1987,Action,6.3,1432687
Sweden,I taket lyser stjärnorna,2009,Drama,6.1,1432476
Russia,Rusalka,2007,Comedy,7.3,1431983
USA,Timecode,2000,Drama,6,1431406
Malaysia,Evolusi: KL Drift,2008,Action,5.2,1431399
India,Jaani Dushman: Ek Anokhi Kahani,2002,Action,2.8,1431240
Spain,Taxi a Gibraltar,2019,Adventure,4.5,1431052
Czech Republic,U me dobrý,2008,Comedy,6.4,1430369
France,The Operative,2019,Action,5.6,1429422
USA,I Hope They Serve Beer in Hell,2009,Comedy,5.3,1429299
Italy,In questo mondo di ladri,2004,Comedy,5.1,1429208
France,L'idéal,2016,Drama,5.1,1429162
France,Les éblouis,2019,Drama,6.5,1428582
USA,Where the Devil Hides,2014,Horror,4.9,1428494
India,Mere Brother Ki Dulhan,2011,Comedy,5.8,1427275
Egypt,Tattah,2013,Action,4.4,1427136
France,"Telle mère, telle fille",2017,Comedy,5.1,1426900
Portugal,Filme da Treta,2006,Comedy,6.1,1426826
Hungary,BÚÉK,2018,Comedy,7.1,1426735
Spain,La vida inesperada,2013,Comedy,6.2,1426349
France,Le voyage en Arménie,2006,Drama,6.6,1425096
Italy,Torneranno i prati,2014,Drama,6.9,1424898
South Korea,Eorin uiroein,2019,Drama,7.2,1424100
Hong Kong,Fuk sau,2009,Action,6.5,1423604
Taiwan,Ni guang fei xiang,2012,Biography,7.4,1423127
China,Reborn,2018,Action,5.2,1422565
Turkey,Ay Lav Yu,2010,Comedy,5.5,1422457
Australia,Gettin' Square,2003,Comedy,6.7,1422008
Russia,Sokrovishcha O.K.,2013,Adventure,2.6,1421842
Sweden,Kommissarie Späck,2010,Comedy,4.7,1421333
Italy,N (Io e Napoleone),2006,Comedy,6.3,1420939
Poland,Thr3e,2006,Drama,5,1420418
USA,American Flyers,1985,Drama,6.5,1420355
Japan,Gekijôban Fairy Tail: Dragon Cry,2017,Animation,7.1,1420035
South Korea,Nam-gwa yeo,2016,Drama,6.8,1419313
Netherlands,Gek van Geluk,2017,Comedy,5.4,1418659
Italy,Torno indietro e cambio vita,2015,Comedy,5.4,1418274
France,Discount,2014,Comedy,6.2,1417767
France,Possessions,2011,Drama,5.9,1417706
Germany,"Bis zum Horizont, dann links!",2012,Comedy,5.4,1417455
Croatia,Svecenikova djeca,2013,Comedy,6.8,1417453
Norway,Babycall,2011,Horror,5.7,1417397
South Korea,1724 gibangnandongsageon,2008,Action,5.8,1417267
France,Monsieur Hire,1989,Crime,7.6,1417030
India,Risk,2007,Action,6.7,1416813
France,Good Luck Algeria,2015,Comedy,6,1416050
USA,100 Feet,2008,Horror,5.5,1415804
India,Chal Mera Putt,2019,Comedy,7.3,1415786
Turkey,Cumali Ceber: Allah Seni Alsin,2017,Comedy,1,1415773
Spain,La niebla y la doncella,2017,Drama,5.4,1415750
Poland,Mala wielka milosc,2008,Comedy,5.5,1415232
Australia,Turkey Shoot,1982,Drama,5.9,1414828
Mexico,La vida inmoral de la pareja ideal,2016,Comedy,7.1,1414463
China,Gao hai ba zhi lian II,2012,Drama,6.2,1414049
India,EMI: Liya Hai To Chukana Padega,2008,Comedy,4.2,1413423
Egypt,Abo Ali,2005,Comedy,6.4,1412978
Argentina,La señal,2007,Crime,6,1412974
Argentina,El perro,2004,Drama,7.1,1412753
USA,Parkland,2013,Drama,6.4,1412181
Czech Republic,Teroristka,2019,Comedy,6.8,1411402
Turkey,Kanal-i-zasyon,2009,Comedy,5,1411111
Hong Kong,Fei zhou he shang,1991,Comedy,5.5,1409834
Italy,I demoni di San Pietroburgo,2008,Biography,6.2,1409678
Germany,Bergkristall,2004,Drama,6,1408947
Argentina,Animal,2018,Drama,6.2,1408623
Canada,I've Heard the Mermaids Singing,1987,Comedy,6.7,1408491
Spain,Amantes,1991,Crime,7,1407309
Poland,Legiony,2019,Drama,5.4,1406771
USA,Lazer Team,2015,Action,5.6,1406538
France,Le temps de l'aventure,2013,Drama,6.4,1406331
Netherlands,Toen was geluk heel gewoon,2014,Comedy,5.7,1406102
Finland,Tummien perhosten koti,2008,Drama,6.9,1406016
Spain,Casual Day,2007,Drama,5.9,1405814
Thailand,Rak haeng Siam,2007,Drama,7.8,1405711
USA,El Chicano,2018,Action,5.3,1404646
India,Haider,2014,Action,8.1,1404307
South Korea,Bling,2016,Animation,4.5,1404291
UK,Where Angels Fear to Tread,1991,Drama,6.4,1403033
UK,Sahara,1983,Adventure,5,1402962
South Korea,Yoga Hakwon,2009,Fantasy,4.7,1402791
France,Leur morale... et la nôtre,2008,Comedy,5.4,1402528
Germany,Lara,2019,Drama,7.2,1402471
USA,Universal Soldier: Day of Reckoning,2012,Action,5,1402307
Turkey,Bir Ask Iki Hayat,2019,Drama,6.2,1401422
India,Vettaikaaran,2009,Action,4.7,1399911
France,L'amour flou,2018,Comedy,6.5,1399479
Thailand,Khwaam jam sun... Tae rak chan yao,2009,Drama,7,1399311
USA,Vox Lux,2018,Drama,5.9,1399272
Hong Kong,Laughing Gor - Qian Zui Fan,2011,Action,5.5,1399257
Japan,Kami no tsuki,2014,Drama,6.9,1399222
USA,10 Items or Less,2006,Comedy,6.6,1399222
France,Late Bloomers,2011,Drama,5.7,1399101
Spain,Una de zombis,2003,Action,4.5,1399096
Norway,Victoria,2013,Drama,5.6,1398631
Mexico,Inquilinos,2018,Horror,4.7,1398352
USA,Criminal,2004,Comedy,6.4,1398053
France,Les enfants,2005,Comedy,5.8,1398027
Germany,Mikro eglima,2008,Comedy,6,1397702
Egypt,Ala Gothety,2012,Comedy,6.2,1397103
Australia,Gabriel,2007,Action,5.6,1395610
France,Cherche fiancé tous frais payés,2007,Comedy,4.8,1395289
USA,Courage Mountain,1990,Adventure,5.7,1393610
UK,Give My Regards to Broad Street,1984,Drama,5.3,1393501
Lithuania,Pats Sau Milijonierius,2019,Comedy,6.4,1393328
USA,Ava,2020,Action,5.3,1393197
Turkey,Aykut Eniste,2019,Comedy,7.1,1393085
Norway,Yohan - Barnevandrer,2010,Drama,5.1,1392847
USA,Penitentiary III,1987,Crime,4.3,1392616
France,White Material,2009,Drama,6.9,1392434
France,No et moi,2010,Drama,6.6,1391946
Mexico,Me estás matando Susana,2016,Comedy,6.5,1391292
India,Holiday,2014,Action,7.2,1390054
France,Itinéraire bis,2011,Comedy,5,1389978
France,L'Apollonide (Souvenirs de la maison close),2011,Drama,6.7,1389920
France,Je vais te manquer,2009,Drama,5.3,1389837
Hong Kong,Dai cheung foo,2003,Comedy,6.8,1388974
Denmark,Arven,2003,Drama,7.3,1388297
Netherlands,Oorlogsgeheimen,2014,Drama,7.1,1387956
Australia,Housos vs. Authority,2012,Comedy,5.5,1386692
Canada,Roméo et Juliette,2006,Drama,4.8,1386582
USA,"For a Good Time, Call...",2012,Comedy,6,1386088
Netherlands,Mijn Opa de Bankrover,2011,Comedy,6,1385970
Thailand,Top Secret: Wai roon pun lan,2011,Biography,7.7,1385882
South Korea,Doo-noei-yoo-hee-peu-ro-jeg-teu-peo-jeul,2006,Crime,6.3,1385630
Japan,Doukyuusei,2016,Animation,7.7,1385351
Turkey,Iklimler,2006,Drama,7.2,1385085
India,Parched,2015,Drama,7.5,1384433
USA,Silver City,2004,Comedy,6,1384395
Canada,Snow Cake,2006,Drama,7.5,1384105
Italy,Chi m'ha visto,2017,Comedy,5.7,1384070
Japan,Renai shashin,2003,Comedy,6.4,1383874
USA,Phat Beach,1996,Comedy,4,1383553
Russia,"Nu, zdravstvuy, Oksana Sokolova!",2018,Comedy,4.8,1383204
Belgium,Smoorverliefd,2010,Comedy,5.4,1382554
USA,Repossessed,1990,Comedy,4.9,1382462
USA,Book of Love,1990,Comedy,6.2,1382259
France,Rumba,2008,Comedy,6.9,1381766
Turkey,Bal,2010,Drama,7.2,1381730
Turkey,D@bbe 2,2009,Horror,3.2,1381314
USA,Certain Fury,1985,Action,5.3,1381091
France,Le cou de la girafe,2004,Drama,6.5,1380547
Spain,Los del túnel,2016,Comedy,4.8,1380531
Turkey,Ask geliyorum demez,2009,Comedy,5.1,1379980
Netherlands,100% Coco,2017,Drama,4.5,1379738
Hong Kong,Sum seung si sing,2007,Comedy,4.4,1379416
USA,A Good Old Fashioned Orgy,2011,Comedy,6.1,1378947
USA,Can You Keep a Secret?,2019,Comedy,5.3,1378160
Mexico,Sea of Dreams,2006,Drama,6.2,1378139
UK,Sometimes Always Never,2018,Comedy,6.2,1377856
UK,Swimming with Men,2018,Comedy,6.3,1377748
Thailand,Dek hor,2006,Drama,6.9,1377730
Czech Republic,Stestí,2005,Drama,7.1,1377609
Spain,Ma ma,2015,Drama,6.4,1375709
France,Les invincibles,2013,Comedy,5.3,1375474
Spain,Vivancos 3,2002,Comedy,3.9,1374980
France,Wondrous Oblivion,2003,Comedy,7.1,1374302
South Korea,Woosang,2019,Crime,5.7,1374225
France,Pas très normales activités,2013,Comedy,3.8,1374020
USA,Daddy's Dyin'... Who's Got the Will?,1990,Comedy,5.7,1373728
India,Mankatha,2011,Action,7.6,1373444
Germany,Lippels Traum,2009,Adventure,5.5,1373327
Germany,Der ganz große Traum,2011,Drama,6.8,1373312
India,Singham,2011,Action,6.8,1373292
USA,South Central,1992,Crime,6.8,1373196
France,Le pharmacien de garde,2003,Crime,5.1,1372469
UK,Everybody Wins,1990,Drama,5.1,1372350
India,Umrao Jaan,2006,Drama,5.5,1371723
Netherlands,Nijntje de film,2013,Animation,6.1,1371484
Japan,What Is Love?,2018,Drama,7,1371101
Denmark,Max Pinlig 2 - sidste skrig,2011,Comedy,6.1,1370187
Poland,Yuma,2012,Action,6,1369780
China,Edge of Innocence,2017,Mystery,5.8,1369687
India,Jaal: The Trap,2003,Action,4.1,1369680
Spain,8 citas,2008,Comedy,6.1,1369438
Belgium,D'Ardennen,2015,Drama,6.8,1369037
Czech Republic,Probudím se vcera,2012,Comedy,6.2,1368712
Italy,Il gioiellino,2011,Drama,6.8,1368586
Mexico,Rebelión de los Godínez,2020,Comedy,3.9,1368432
France,Ami-ami,2018,Comedy,5.5,1368056
China,Five Minutes to Tomorrow,2014,Romance,5.9,1368015
Japan,Little Nemo,1989,Animation,7.2,1368000
Germany,Der kleine Ritter Trenk,2015,Animation,5.8,1367928
Italy,Una sconfinata giovinezza,2010,Drama,6.6,1367507
Norway,Tommys Inferno,2005,Comedy,5.4,1366948
India,Sarileru Neekevvaru,2020,Action,6,1366335
Italy,Quel bravo ragazzo,2016,Comedy,5.3,1365822
Venezuela,Venezzia,2009,Drama,5.6,1365805
Norway,Varg Veum - I mørket er alle ulver grå,2011,Action,6.5,1365236
Turkey,Deliler,2018,Action,5.4,1365229
France,Ça se soigne?,2008,Comedy,4.6,1364370
Japan,Kyôaku,2013,Thriller,6.4,1364339
Chile,El Bosque de Karadima,2015,Drama,7,1364263
Denmark,Dig og mig,2008,Drama,5.7,1364164
Portugal,Corrupção,2007,Crime,3.5,1364024
Denmark,The Salvation,2014,Drama,6.7,1363964
Germany,Novemberkind,2008,Drama,6.7,1363595
Russia,"O, schastlivchik!",2009,Comedy,4.6,1363316
UK,Tormented,2009,Comedy,5.1,1362653
Canada,Little Italy,2018,Comedy,5.7,1362536
USA,Strange Invaders,1983,Horror,5.5,1362303
Hong Kong,Chun tian hua hua tong xue hui,2006,Animation,5.2,1362188
USA,Gimme Shelter,2013,Drama,6.5,1362018
South Korea,Bulshinjiok,2009,Horror,6.2,1361570
India,Agent Vinod,2012,Action,5.2,1361471
Venezuela,La distancia más larga,2013,Drama,7.4,1361408
Norway,Kaptein Sabeltann,2003,Animation,5.6,1361061
Turkey,Karakomik Filmler: Emanet,2020,Comedy,5.6,1360837
Italy,La faute à Fidel!,2006,Drama,7.5,1360243
Australia,The Bank,2001,Drama,6.5,1360012
USA,Spanking the Monkey,1994,Comedy,6.2,1359736
Germany,Hell,2011,Horror,5.8,1359257
Italy,Croce e delizia,2019,Comedy,5.8,1359111
Japan,Tokyo Tribe,2014,Action,6.5,1359031
Spain,Bon appétit,2010,Drama,6.1,1358896
Thailand,Jan Dara pathommabot,2012,Drama,5.7,1358865
Belgium,Patser,2018,Crime,6.6,1358208
Japan,Toki o kakeru shôjo,2010,Adventure,6.5,1357139
France,Kansas City,1996,Crime,6.4,1356828
India,Raavan,2010,Action,5.4,1356461
Norway,Engelen,2009,Drama,6.8,1356190
Israel,Foxtrot,2017,Drama,7.3,1356159
Turkey,Hep Yek 3,2019,Comedy,3.8,1356113
USA,The Offspring,1987,Action,5.9,1355728
USA,The Secrets of Jonathan Sperry,2008,Drama,6.7,1355079
Poland,Ziarno prawdy,2015,Crime,6.7,1354957
Spain,El juego de la verdad,2004,Comedy,5.7,1354823
Japan,Kurenai no buta,1992,Animation,7.7,1354729
Dominican Republic,Nueba Yol 3: Bajo la nueva ley,1997,Comedy,5.8,1354652
Finland,Uuno Turhapuro,1973,Comedy,6.1,1354325
USA,True Love,1989,Comedy,6,1354268
Poland,E=mc2,2002,Action,5.6,1353035
Canada,Le dernier tunnel,2004,Crime,6.3,1352489
Finland,Veijarit,2010,Comedy,5.4,1351732
Italy,Compromessi sposi,2019,Comedy,4.8,1351302
France,Impardonnables,2011,Drama,5.7,1351146
China,Ping guo,2007,Drama,6.7,1350967
France,Stella,2008,Drama,7.2,1350873
Slovakia,Ucitelka,2016,Comedy,7.3,1350426
USA,Tumbleweeds,1999,Comedy,6.7,1350248
Germany,Metropolis,1927,Drama,8.3,1349711
Sweden,Populärmusik från Vittula,2004,Comedy,6.5,1349501
Australia,Snowtown,2011,Biography,6.6,1349387
Italy,Scrivilo sui muri,2007,Comedy,4.3,1349071
France,Abdel et la comtesse,2018,Comedy,4.8,1348863
USA,Platoon Leader,1988,War,5.4,1348771
USA,The Cokeville Miracle,2015,Drama,5.2,1348456
Argentina,El pasado,2007,Drama,6.2,1348323
Japan,Rain Fall,2009,Action,4.7,1348221
UK,The Prodigies,2011,Animation,5.9,1347963
UK,The Gathering,2002,Horror,5.6,1346475
Spain,Muse,2017,Fantasy,5.4,1346352
USA,At Play in the Fields of the Lord,1991,Drama,6.9,1345903
USA,City of Hope,1991,Crime,7.3,1345015
Hong Kong,Dai lo oi mei lai,2004,Action,5.6,1344920
USA,The Greatest,2009,Drama,6.6,1344544
Russia,Odessa,2019,Comedy,6.2,1344070
Turkey,Çakallarla Dans,2010,Comedy,5.6,1343905
Denmark,Til døden os skiller,2007,Comedy,5.7,1342964
USA,Gas Food Lodging,1992,Drama,6.7,1342613
Russia,"Moskva, ya lyublyu tebya!",2010,Comedy,3.9,1342584
Iceland,Nói albinói,2003,Drama,7.3,1342010
France,Party Girl,2014,Drama,6.4,1341430
Hong Kong,Choi sun hak jan,2011,Action,5.4,1341356
Spain,Altamira,2016,Biography,5.9,1341205
Italy,Game Therapy,2015,Action,2.1,1341185
France,La fabrique des sentiments,2008,Drama,6,1340927
Malaysia,Wheely,2018,Animation,4,1340799
India,Asoka,2001,Action,6.5,1340718
Spain,La chispa de la vida,2011,Drama,6.1,1340269
Japan,Magare! Supûn,2009,Comedy,6.3,1339614
Germany,Elser,2015,Biography,7,1339103
Netherlands,Nynke,2001,Biography,7,1338860
USA,Bonneville,2006,Comedy,6.2,1338570
USA,Henry Fool,1997,Comedy,7.2,1338335
USA,GoBots: Battle of the Rock Lords,1986,Animation,5.8,1338264
USA,The Whales of August,1987,Drama,7.3,1338198
Russia,Vsadnik po imeni Smert,2004,Drama,6.2,1338136
