country,original_title,year,genre,avg_vote,worlwide_gross_income
USA,Child's Play 2,1990,Horror,5.9,35763605
USA,Riding in Cars with Boys,2001,Biography,6.5,35743308
France,Robin Hood: Men in Tights,1993,Adventure,6.7,35739755
USA,Hostel: Part II,2007,Horror,5.5,35728183
Spain,Tadeo Jones 2: El secreto del Rey Midas,2017,Animation,6.2,35704046
USA,Hostiles,2017,Drama,7.2,35669017
South Korea,Deu tae-ro ra-i-beu,2013,Action,7.1,35659824
USA,Summer School,1987,Comedy,6.6,35659098
USA,The Indian in the Cupboard,1995,Drama,6,35656131
USA,Starting Over,1979,Comedy,6.5,35649012
USA,Faster,2010,Action,6.4,35626958
USA,Silkwood,1983,Biography,7.2,35615609
USA,Sharky's Machine,1981,Action,6.4,35610100
USA,A Thin Line Between Love and Hate,1996,Comedy,5.7,35599803
Japan,Gojira vs. Mosura,1992,Action,6.2,35566037
USA,My Dog Skip,2000,Comedy,7,35547761
USA,No Way Out,1987,Action,7.1,35509515
USA,Jersey Girl,2004,Comedy,6.2,35492921
France,Mia et le lion blanc,2018,Adventure,6.5,35487190
USA,Arbitrage,2012,Drama,6.6,35485056
South Korea,Sum-bakk-og-jil,2013,Action,6.4,35461505
USA,The AristoCats,1970,Animation,7.1,35459543
USA,Vacancy,2007,Horror,6.2,35442935
USA,Money Train,1995,Action,5.7,35431113
USA,Mermaids,1990,Comedy,6.7,35419397
France,Original Sin,2001,Drama,6.1,35402320
Canada,Room,2015,Drama,8.1,35401758
UK,Live and Let Die,1973,Action,6.8,35377836
China,Jie you za huo dian,2017,Drama,4.9,35351623
USA,A Goofy Movie,1995,Animation,6.8,35348597
Japan,L: Change the World,2008,Crime,6.1,35319632
USA,The Darjeeling Limited,2007,Adventure,7.2,35307949
France,Assault on Precinct 13,2005,Action,6.3,35294470
USA,Selena,1997,Biography,6.8,35281794
UK,Eye in the Sky,2015,Action,7.3,35259653
USA,Edtv,1999,Comedy,6.1,35242897
France,Les Tuche 2 - Le rêve américain,2016,Comedy,4.9,35210425
USA,Honeymoon in Vegas,1992,Comedy,5.8,35208854
USA,Courageous,2011,Drama,7,35185884
Japan,Destiny: Kamakura monogatari,2017,Crime,6.8,35166640
Germany,The Girl in the Spider's Web,2018,Action,6.1,35164920
USA,The Adventures of Rocky & Bullwinkle,2000,Animation,4.2,35134820
UK,Miss Potter,2006,Biography,6.9,35078241
UK,Alfie,2004,Comedy,6.2,35060882
UK,My Week with Marilyn,2011,Biography,6.9,35057696
China,Xin li zui: Cheng shi zhi guang,2017,Crime,5.6,35046130
USA,Flight of the Phoenix,2004,Action,6.1,35021497
UK,Midnight Express,1978,Biography,7.6,35000000
Italy,Benvenuti al nord,2012,Comedy,5.3,34995189
USA,Red Heat,1988,Action,6.1,34994648
USA,Excalibur,1981,Adventure,7.4,34971136
Hong Kong,Maang taam,2013,Comedy,6.5,34958596
Japan,Omoide no Mânî,2014,Animation,7.7,34949567
USA,The Sitter,2011,Comedy,5.7,34942188
USA,The Hate U Give,2018,Crime,7.4,34934009
China,Shi gu,2015,Drama,6.4,34930177
USA,Places in the Heart,1984,Drama,7.4,34901614
Canada,Les invasions barbares,2003,Comedy,7.6,34883010
Japan,Doraemon: Nobita and the Space Heroes,2015,Animation,6.5,34872336
USA,Freddy's Dead: The Final Nightmare,1991,Fantasy,4.9,34872033
USA,The Truth About Cats & Dogs,1996,Comedy,6.2,34861807
USA,Secret in Their Eyes,2015,Crime,6.3,34854990
USA,Disaster Movie,2008,Comedy,1.9,34816824
USA,Kidnap,2017,Action,5.9,34814102
USA,The Life Aquatic with Steve Zissou,2004,Action,7.3,34808403
UK,Sunshine,2007,Sci-Fi,7.2,34806360
Japan,Kamen Raidâ × Supâ Sentai Supâ Hîrô Taisen,2012,Action,7,34796316
USA,White Fang,1991,Adventure,6.7,34793160
China,Ji jie hao,2007,Action,7.3,34786960
USA,The Kids Are All Right,2010,Comedy,7,34758951
Japan,Doraemon: Nobita no kyôryû,2006,Animation,6.9,34740192
USA,Broken City,2013,Action,6.2,34737199
USA,Psycho II,1983,Crime,6.5,34725000
USA,Endless Love,2014,Drama,6.3,34718173
UK,Jane Eyre,2011,Drama,7.3,34710627
Japan,Eiga Doraemon: Nobita no ningyo daikaisen,2010,Animation,6.6,34702573
UK,The Killing Fields,1984,Biography,7.8,34700291
USA,October Sky,1999,Biography,7.8,34698753
Japan,Nana,2005,Drama,7.1,34673880
USA,Addicted to Love,1997,Comedy,6.1,34673095
USA,Dangerous Liaisons,1988,Drama,7.6,34670720
South Korea,Namsanui bujangdeul,2020,Drama,7,34664900
USA,Malibu's Most Wanted,2003,Comedy,5.2,34622504
USA,Alex Cross,2012,Action,5.1,34618867
USA,Gone Baby Gone,2007,Crime,7.6,34612443
France,Les aventures extraordinaires d'Adèle Blanc-Sec,2010,Action,6.3,34604339
USA,Mississippi Burning,1988,Crime,7.8,34603943
France,Raid dingue,2016,Action,5.5,34598750
Japan,Ôoku,2010,Drama,6.4,34597898
USA,That Thing You Do!,1996,Comedy,6.9,34585416
USA,The Best Man,1999,Comedy,6.8,34573780
USA,Crank: High Voltage,2009,Action,6.2,34572541
UK,Salmon Fishing in the Yemen,2011,Comedy,6.8,34564651
USA,Jack Frost,1998,Comedy,5.4,34562556
Ireland,Haywire,2011,Action,5.8,34513760
UK,Steve Jobs,2015,Biography,7.2,34441873
South Africa,Zambezia,2012,Animation,5.8,34428345
USA,The Doors,1991,Biography,7.2,34416893
USA,Swimfan,2002,Drama,5.1,34411240
USA,Like Father Like Son,1987,Comedy,5.2,34377585
USA,Adventures in Babysitting,1987,Adventure,6.9,34368475
USA,The Sandlot,1993,Comedy,7.8,34348443
Japan,Gekijouban Poketto monsutâ Adobansu jenerêshon: Rekkuu no houmonsha Deokishisu,2004,Animation,6.1,34337258
USA,Muppet Treasure Island,1996,Action,7,34327391
USA,Little Darlings,1980,Comedy,6.5,34326249
UK,Tommy,1975,Drama,6.6,34272986
Hong Kong,The Medallion,2003,Action,5.3,34268701
USA,American Psycho,2000,Comedy,7.6,34266564
USA,Bad News Bears,2005,Comedy,5.8,34252847
UK,Victor Frankenstein,2015,Drama,6,34227298
France,Che: Part One,2008,Biography,7.2,34209065
Japan,Zatôichi,2003,Action,7.5,34196922
USA,The House,2017,Comedy,5.6,34184504
USA,Cirque du Soleil: Worlds Away,2012,Fantasy,6.8,34153101
South Korea,The Battle: Roar to Victory,2019,Action,5.8,34148707
China,Pi Zi Ying Xiong 2,2014,Action,5.7,34146896
Japan,Gokusen: The Movie,2009,Comedy,6,34117482
USA,Instinct,1999,Drama,6.6,34105207
UK,In Bruges,2008,Comedy,7.9,34085749
South Korea,Nappeun nyeoseogdeul: Deo mubi,2019,Action,6,34024386
USA,Darkness,2002,Horror,5.5,33988736
USA,Dungeons & Dragons,2000,Action,3.6,33978694
USA,The Fighting Temptations,2003,Comedy,5.6,33972062
China,Wo shi zheng ren,2015,Action,6,33963557
UK,The Relic,1997,Horror,5.8,33956608
France,"Belle et Sébastien 3, le dernier chapitre",2017,Adventure,6.3,33895230
France,Arthur 3: la guerre des deux mondes,2010,Animation,5.5,33885979
UK,Hotel Rwanda,2004,Biography,8.1,33882243
France,Camping 2,2010,Comedy,4.2,33857735
UK,The Good Liar,2019,Crime,6.6,33856058
UK,The Pink Panther Strikes Again,1976,Comedy,7.2,33833201
Brazil,Minha Mãe é uma Peça 3: O Filme,2019,Comedy,7.1,33812233
Hong Kong,Daan san nam nui 2,2014,Romance,5.4,33801759
USA,Carrie,1976,Horror,7.4,33800000
USA,Jay and Silent Bob Strike Back,2001,Comedy,6.8,33788161
USA,The Art of Racing in the Rain,2019,Comedy,7.6,33766787
Canada,Porky's II: The Next Day,1983,Comedy,5.1,33759266
Japan,Bushi no ichibun,2006,Drama,7.7,33755574
Japan,Kimi no suizô o tabetai,2018,Animation,7.9,33748006
USA,Nobody's Fool,2018,Comedy,4.8,33705333
USA,Curly Sue,1991,Comedy,5.9,33691313
USA,Mr. Woodcock,2007,Comedy,5.1,33683200
Spain,La piel que habito,2011,Drama,7.6,33678406
Russia,Tri bogatyrya na dalnikh beregakh,2012,Animation,5.2,33674759
Japan,Gantz: Perfect Answer,2011,Action,6.2,33672515
Mexico,Y tu mamá también,2001,Drama,7.6,33616692
USA,Because of Winn-Dixie,2005,Comedy,6.3,33589427
South Korea,Wan-deuk-i,2011,Drama,7.1,33556725
USA,Nick and Norah's Infinite Playlist,2008,Comedy,6.6,33556631
USA,Friday After Next,2002,Comedy,5.8,33526835
USA,Heroes,1977,Comedy,6.1,33500000
Australia,Bait,2012,Action,5.2,33492566
UK,Run Fatboy Run,2007,Comedy,6.6,33478921
USA,Fireproof,2008,Drama,6.5,33473297
USA,Red Planet,2000,Action,5.7,33463969
USA,Air America,1990,Action,5.8,33461269
USA,Mystery Men,1999,Action,6.1,33461011
USA,Matilda,1996,Comedy,6.9,33459416
UK,Get on Up,2014,Biography,6.9,33448971
France,Ne le dis à personne,2006,Crime,7.5,33428799
USA,Wonder Boys,2000,Comedy,7.2,33426588
Japan,Gekijouban Poketto monsutâ Adobansu jenerêshon: Nanayo no negaiboshi Jirâchi,2003,Animation,5.8,33393751
USA,The Perks of Being a Wallflower,2012,Drama,8,33384127
USA,Reality Bites,1994,Comedy,6.6,33351557
USA,The Box,2009,Drama,5.6,33334176
China,Gui mi,2014,Comedy,5.1,33325338
USA,...and justice for all.,1979,Crime,7.4,33300000
USA,The Cave,2005,Action,5.1,33296457
South Korea,Maraton,2005,Biography,7.7,33284089
France,L'auberge espagnole,2002,Comedy,7.3,33272835
Spain,Perfectos desconocidos,2017,Comedy,6.9,33262366
Germany,Confessions of a Teenage Drama Queen,2004,Comedy,4.7,33251890
USA,Project Almanac,2015,Drama,6.4,33213241
India,Bharat,2019,Action,5.2,33185983
USA,Forget Paris,1995,Comedy,6.5,33177694
India,Baaghi 2,2018,Action,4.9,33139063
Japan,Eiga Kureyon Shinchan: Ora no hikkoshi monogatari - Saboten daishuugeki,2015,Animation,6.5,33120366
India,Aalavandhan,2001,Action,7.2,33105600
USA,Teen Wolf,1985,Comedy,6.1,33086611
Australia,The Crocodile Hunter: Collision Course,2002,Action,5.3,33082548
Belgium,Le huitième jour,1996,Comedy,7.5,33031984
UK,Girl with a Pearl Earring,2003,Biography,6.9,33030115
France,Brice de Nice,2005,Comedy,5.1,33026616
Japan,Hanamizuki,2010,Adventure,6.9,33016351
USA,Confessions of a Dangerous Mind,2002,Biography,7,33013805
USA,TRON,1982,Action,6.8,33000000
USA,Friday the 13th: The Final Chapter,1984,Horror,6,32980880
USA,Inside Llewyn Davis,2013,Comedy,7.5,32960249
France,Lockout,2012,Action,6.1,32948113
USA,Sleepless,2017,Action,5.6,32917353
USA,The Joy Luck Club,1993,Drama,7.7,32901136
Japan,Yattâman,2009,Action,6,32897214
USA,Brightburn,2019,Drama,6.1,32893421
France,Les profs,2013,Comedy,5.2,32867967
Germany,7 Zwerge - Der Wald ist nicht genug,2006,Comedy,4.1,32863752
USA,Giant,1956,Drama,7.6,32855818
India,Hindi Medium,2017,Comedy,7.8,32841493
South Korea,Train to Busan 2,2020,Action,5.6,32812873
China,The Crossing,2014,Drama,6.1,32806475
Japan,Tonde Saitama,2019,Comedy,6.4,32802347
USA,Adaptation.,2002,Comedy,7.7,32801173
China,Lao nan hai zhi Meng long guo jiang,2014,Comedy,5.2,32800000
Japan,Doraemon: Nobita no shin makai daibôken,2007,Animation,6.9,32787846
South Korea,Gangcheolbi,2017,Action,7.1,32783733
USA,Homeward Bound II: Lost in San Francisco,1996,Adventure,6,32772492
Argentina,Metegol,2013,Animation,6.5,32768940
France,LOL (Laughing Out Loud) ®,2008,Comedy,6.3,32764784
Belgium,Le sens de la fête,2017,Comedy,6.8,32764243
USA,For Richer or Poorer,1997,Comedy,5.8,32748995
USA,Awake,2007,Crime,6.5,32730062
Australia,FernGully: The Last Rainforest,1992,Animation,6.5,32710894
USA,Problem Child 2,1991,Comedy,4.9,32704700
USA,Leap Year,2010,Comedy,6.5,32686500
USA,Tommy Boy,1995,Adventure,7.1,32679899
USA,Coming Home,1978,Drama,7.3,32653905
USA,The Accidental Tourist,1988,Drama,6.8,32632093
USA,Mud,2012,Drama,7.4,32613173
USA,Planet of the Apes,1968,Adventure,8,32599045
USA,88 Minutes,2007,Crime,5.9,32593385
USA,Cry Wolf,2005,Drama,5.8,32586408
USA,Last Chance Harvey,2008,Drama,6.6,32568427
Germany,The Musketeer,2001,Action,4.9,32533802
UK,The Hurricane Heist,2018,Action,5.1,32517248
Japan,Manatsu no hôteishiki,2013,Mystery,6.6,32514549
Spain,[Rec],2007,Action,7.4,32511655
USA,Fighting,2009,Action,5.6,32482728
South Korea,Bumchoiwaui junjaeng: Nabbeunnomdeul jeonsungshidae,2012,Action,7.1,32472645
China,UglyDolls,2019,Animation,5,32450241
USA,Movie 43,2013,Comedy,4.3,32443111
USA,Black Sheep,1996,Comedy,6.3,32417995
USA,The Invention of Lying,2009,Comedy,6.4,32406507
India,Dhoom:2,2006,Action,6.5,32396427
Hong Kong,Hung fan kui,1995,Action,6.8,32392047
USA,Stuber,2019,Action,6.2,32390945
South Korea,Joseon myungtamjung: Gakshituku ggotui biil,2011,Action,6.3,32358664
Germany,Alpha Dog,2006,Biography,6.9,32351125
Germany,Die Welle,2008,Drama,7.6,32350637
Japan,Kioku ni gozaimasen!,2019,Comedy,6.3,32333512
USA,Nothing in Common,1986,Comedy,5.9,32324557
USA,The Muppet Christmas Carol,1992,Comedy,7.7,32319318
France,Potiche,2010,Comedy,6.4,32309881
Japan,Gekijouban Pokketto monsutâ Besuto uisshu: Shinsoku no Genosekuto Myûtsû kakusei,2013,Animation,5.5,32293377
USA,Hart's War,2002,Drama,6.3,32287044
USA,The Age of Innocence,1993,Drama,7.2,32255440
UK,Seven Psychopaths,2012,Comedy,7.2,32226382
USA,The Lost Boys,1987,Comedy,7.3,32222567
USA,The Bad News Bears,1976,Comedy,7.3,32211330
USA,Silverado,1985,Action,7.2,32192570
USA,Reindeer Games,2000,Action,5.8,32168970
Japan,Nazotoki wa dinâ no ato de,2013,Mystery,6.2,32160741
USA,Alien Nation,1988,Action,6.3,32155047
UK,The Kid Who Would Be King,2019,Action,6,32140970
USA,Amazing Grace,2006,Biography,7.4,32120360
Japan,Yomei 1-kagetsu no hanayome,2009,Drama,6.2,32112343
Japan,Yôgisha: Muroi Shinji,2005,Comedy,4.7,32104229
UK,The Lawnmower Man,1992,Horror,5.5,32100816
Canada,The Accused,1988,Crime,7.1,32078318
South Korea,Welkkeom tu Dongmakgol,2005,Comedy,7.7,32065527
USA,You Again,2010,Comedy,5.8,32054369
USA,Copycat,1995,Drama,6.6,32051917
France,Leaving Las Vegas,1995,Drama,7.5,32029928
USA,Psycho,1960,Horror,8.5,32008644
China,Liang zhi lao hu,2019,Comedy,5.7,32001580
USA,Metro,1997,Action,5.5,32000301
Brazil,Os Dez Mandamentos: O Filme,2016,Adventure,3.3,31998251
India,Dilwale,2015,Action,5.2,31994323
Germany,Stick It,2006,Comedy,6.4,31976848
UK,Suffragette,2015,Drama,6.9,31972096
Japan,Nobô no shiro,2012,Comedy,6.4,31967471
South Korea,I-ut saram,2012,Drama,6.5,31949315
France,"Ensemble, c'est tout",2007,Drama,6.8,31920899
Germany,Der Junge muss an die frische Luft,2018,Biography,7.4,31920159
China,Shang jin lie ren,2016,Action,5.3,31918573
USA,Lean on Me,1989,Drama,7.4,31906454
USA,Dressed to Kill,1980,Crime,7.1,31899000
USA,Bad Times at the El Royale,2018,Crime,7.1,31882724
USA,Children of a Lesser God,1986,Drama,7.2,31853080
USA,The Seeker: The Dark Is Rising,2007,Adventure,4.8,31852619
South Korea,Gamunui wigi: Gamunui yeonggwang 2,2005,Action,5.9,31835989
France,Les seigneurs,2012,Comedy,5.3,31822402
USA,Self/less,2015,Action,6.5,31807156
USA,The Outlaw Josey Wales,1976,Western,7.8,31800000
USA,Blood Work,2002,Action,6.4,31794718
France,L'ours,1988,Adventure,7.7,31753898
USA,Spring Breakers,2012,Crime,5.3,31724284
Japan,Doraemon: Nobita to midori no kyojinden,2008,Animation,6.5,31684949
Italy,Il paradiso all'improvviso,2003,Comedy,5.4,31679869
USA,History of the World: Part I,1981,Comedy,6.9,31672907
South Korea,Sinsegye,2013,Action,7.6,31672872
UK,Hunter Killer,2018,Action,6.6,31672678
USA,Rent,2005,Drama,6.9,31670620
India,Ae Dil Hai Mushkil,2016,Drama,5.8,31668920
France,Anna,2019,Action,6.6,31626978
USA,Super Troopers 2,2018,Comedy,6,31626386
USA,Can't Buy Me Love,1987,Comedy,6.8,31623833
USA,Daddy's Little Girls,2007,Drama,5.7,31609243
USA,Double Take,2001,Action,5.5,31603059
UK,Rob Roy,1995,Adventure,6.9,31596911
USA,Love in the Time of Cholera,2007,Drama,6.4,31575877
USA,Little Big Man,1970,Adventure,7.6,31559552
USA,Jennifer's Body,2009,Comedy,5.2,31556061
China,Si da ming bu 3,2014,Action,5.6,31521335
Canada,The Thing,2011,Horror,6.2,31505287
USA,Beverly Hills Ninja,1997,Action,5.6,31480418
Italy,Perfetti sconosciuti,2016,Comedy,7.8,31457978
USA,Dance Flick,2009,Action,3.5,31439140
USA,A Serious Man,2009,Comedy,7,31430334
USA,Dogma,1999,Adventure,7.3,31429330
USA,I Don't Know How She Does It,2011,Comedy,4.9,31410151
USA,Eddie,1996,Comedy,5.2,31387164
Japan,Ansatsu kyôshitsu: sotsugyô hen,2016,Action,5.7,31383050
USA,Lost Souls,2000,Drama,4.8,31355910
USA,The People Under the Stairs,1991,Comedy,6.4,31347154
France,Le prénom,2012,Comedy,7.3,31303580
China,101 ci qiu hun,2013,Romance,5.2,31283838
USA,How High,2001,Comedy,6.3,31283740
South Korea,Tajja: Sineui son,2014,Crime,6.8,31278476
USA,Bustin' Loose,1981,Comedy,6.1,31261269
China,Jie jiu Wu xian sheng,2015,Action,6.7,31222161
UK,The Great Muppet Caper,1981,Adventure,7.2,31206251
India,Welcome,2007,Comedy,6.9,31203567
USA,Pride and Glory,2008,Crime,6.6,31200557
USA,The Stepfather,2009,Crime,5.6,31198531
Spain,Contratiempo,2016,Crime,8.1,31191910
UK,The Secret Garden,1993,Drama,7.3,31181347
China,Shou yi ren,2019,Drama,6.4,31177968
USA,The New Guy,2002,Comedy,5.9,31167388
USA,Joyful Noise,2012,Comedy,5.7,31158113
USA,Death Proof,2007,Action,7,31126421
UK,Mrs. Brown's Boys D'Movie,2014,Comedy,4.3,31116264
Japan,Densha otoko,2005,Comedy,6.6,31090100
USA,Premium Rush,2012,Action,6.5,31083599
France,L'instinct de mort,2008,Action,7.5,31076533
USA,Ultraviolet,2006,Action,4.4,31070211
USA,High Anxiety,1977,Comedy,6.7,31063038
China,Nan fang che zhan de ju hui,2019,Crime,6.8,31042413
USA,Conan the Destroyer,1984,Action,5.9,31042035
USA,The Strangers: Prey at Night,2018,Horror,5.2,31039126
Russia,"Vysotskiy. Spasibo, chto zhivoy",2011,Biography,6.4,31016553
China,Xi huan ni,2017,Comedy,6.7,30996615
South Korea,Do-ga-ni,2011,Drama,8.1,30996130
China,Wu ji,2005,Action,5.6,30995924
USA,Joe Dirt,2001,Adventure,6,30987695
USA,Pathfinder,2007,Action,5.4,30984583
USA,Playing for Keeps,2012,Comedy,5.7,30962335
USA,Nuts,1987,Drama,6.6,30950002
Hong Kong,Huang feihong zhi yingxiong you meng,2014,Action,6.5,30932534
UK,Billy Lynn's Long Halftime Walk,2016,Action,6.2,30930984
USA,Dune,1984,Action,6.5,30925690
USA,Hearts in Atlantis,2001,Drama,6.9,30919415
Japan,Gintama 2: Okite wa yaburu tame ni koso aru,2018,Action,6.6,30896653
USA,Igor,2008,Animation,6,30893885
USA,The Princess Bride,1987,Adventure,8.1,30882762
USA,Murphy's Romance,1985,Comedy,7,30867525
USA,Powder,1995,Drama,6.6,30862156
USA,The Texas Chain Saw Massacre,1974,Horror,7.5,30859000
USA,Bloodshot,2020,Action,5.7,30855391
Japan,Shingeki no kyojin,2015,Action,5.1,30810658
USA,I Love Trouble,1994,Action,5.3,30806194
USA,Winter's Tale,2014,Drama,6.2,30800231
India,Monsoon Wedding,2001,Comedy,7.3,30787356
Australia,Wolf Creek,2005,Horror,6.2,30762648
USA,Exorcist II: The Heretic,1977,Horror,3.8,30749142
USA,Norm of the North,2015,Animation,3.4,30734502
France,Carnage,2011,Comedy,7.2,30722632
USA,Out to Sea,1997,Comedy,6.1,30716901
Russia,Posledniy bogatyr,2017,Action,6.5,30700192
Sweden,En man som heter Ove,2015,Comedy,7.7,30691696
USA,Young Doctors in Love,1982,Comedy,5.5,30688860
Brazil,Cidade de Deus,2002,Crime,8.6,30680793
USA,Nancy Drew,2007,Comedy,5.9,30666930
China,Fen shou he yue,2013,Drama,6.1,30665036
USA,When the Bough Breaks,2016,Crime,5.1,30658387
USA,Virus,1999,Action,5,30657854
Argentina,Relatos salvajes,2014,Comedy,8.1,30642704
USA,Superstar,1999,Comedy,5.2,30636478
USA,Major League II,1994,Comedy,5.6,30626182
UK,Be Kind Rewind,2008,Comedy,6.4,30579406
USA,Blank Check,1994,Comedy,5.3,30577969
UK,An American Werewolf in London,1981,Comedy,7.5,30565292
USA,Cabin Fever,2002,Drama,5.7,30553394
USA,Two for the Money,2005,Crime,6.3,30526509
Russia,Samyy luchshiy film,2008,Comedy,3,30525503
USA,Sleepwalkers,1992,Fantasy,5.3,30524763
UK,A Dangerous Method,2011,Biography,6.4,30519436
China,Si da ming bu,2012,Action,5.8,30505808
USA,Uncommon Valor,1983,Action,6.4,30503151
Japan,Koe no katachi,2016,Animation,8.2,30490447
Japan,Tonari no Totoro,1988,Animation,8.2,30476970
USA,The Lord of the Rings,1978,Animation,6.2,30471420
USA,The Champ,1979,Drama,6.9,30441738
Italy,Natale a New York,2006,Comedy,4.1,30437121
USA,What's Your Number?,2011,Comedy,6.1,30426096
Italy,Una moglie bellissima,2007,Comedy,5.3,30385222
USA,The Girl Next Door,2004,Comedy,6.7,30381722
Hong Kong,'S' fung bou,2016,Action,5.2,30381402
USA,A Night at the Roxbury,1998,Comedy,6.3,30331165
USA,Nocturnal Animals,2016,Drama,7.5,30311857
France,Assassins,1995,Action,6.3,30303072
USA,The Great Debaters,2007,Biography,7.5,30271556
Japan,Eiga Doraemon Shin Nobita to tetsujin heidan: Habatake tenshitachi,2011,Animation,7.3,30236973
UK,Far from the Madding Crowd,2015,Drama,7.1,30229977
USA,Weekend at Bernie's,1989,Adventure,6.4,30218387
China,Jiang Ai,2011,Romance,5.5,30186159
Japan,Mari to koinu no monogatari,2007,Drama,7.1,30183621
France,Prête-moi ta main,2006,Comedy,6.7,30178449
West Germany,Being There,1979,Comedy,8,30177511
South Korea,Baramgwa hamjje sarajida,2012,Action,6.2,30158762
USA,Blown Away,1994,Action,6.3,30156002
USA,Wild Things,1998,Crime,6.5,30147739
USA,When the Game Stands Tall,2014,Drama,6.7,30138754
USA,The Rum Diary,2011,Comedy,6.2,30134958
Canada,Godsend,2004,Action,4.8,30120671
Poland,Kler,2018,Drama,7.4,30114115
USA,Major Payne,1995,Adventure,6.3,30112050
USA,Double Impact,1991,Action,5.6,30102717
China,Wu lin wai zhuan,2011,Action,5.2,30082188
UK,Shaun of the Dead,2004,Comedy,7.9,30081497
France,Free Willy 2: The Adventure Home,1995,Adventure,5.1,30077111
USA,Revenge of the Nerds II: Nerds in Paradise,1987,Comedy,5.2,30063289
USA,The Getaway,1994,Action,5.8,30057974
USA,Road House,1989,Action,6.6,30050028
USA,Point of No Return,1993,Action,6.1,30038362
UK,Sophie's Choice,1982,Drama,7.6,30036000
Ireland,Laws of Attraction,2004,Comedy,5.9,30031874
South Africa,The Gods Must Be Crazy,1980,Adventure,7.3,30031783
USA,Solaris,2002,Drama,6.2,30002758
USA,A Nightmare on Elm Street Part 2: Freddy's Revenge,1985,Horror,5.5,29999213
Italy,Natale a Beverly Hills,2009,Comedy,3.6,29976481
France,Madeline,1998,Comedy,5.9,29967750
China,Reset,2017,Action,5.3,29966205
USA,Small Time Crooks,2000,Comedy,6.7,29934477
USA,Keeping Up with the Joneses,2016,Action,5.9,29918745
India,Rab Ne Bana Di Jodi,2008,Comedy,7.2,29914469
USA,Pulse,2006,Horror,4.8,29907685
Japan,Kurôzu zero II,2009,Action,7.3,29893636
France,Green Card,1990,Comedy,6.2,29888235
UK,The Four Feathers,2002,Action,6.5,29882645
USA,The Bye Bye Man,2017,Drama,4.2,29874280
USA,Jumpin' Jack Flash,1986,Comedy,5.9,29844101
Taiwan,"Na xie nian, wo men yi qi zhui de nu hai",2011,Comedy,7.6,29843025
Italy,Serpico,1973,Biography,7.7,29829963
USA,Draft Day,2014,Drama,6.8,29824199
USA,The Disaster Artist,2017,Biography,7.4,29820616
Russia,Lyod,2018,Drama,6.9,29806210
Spain,Torrente 4,2011,Action,5.4,29737384
Germany,Lissi und der wilde Kaiser,2007,Animation,5,29733764
USA,Battlefield Earth,2000,Action,2.5,29725663
South Korea,Kkun,2017,Action,6.5,29721916
USA,Angel Eyes,2001,Drama,5.6,29715606
USA,The World According to Garp,1982,Comedy,7.2,29712172
USA,The Raven,2012,Crime,6.4,29699345
USA,City by the Sea,2002,Crime,6.1,29676703
USA,Masterminds,2016,Biography,5.8,29674699
China,Bai she chuan shuo,2011,Action,5.8,29668475
Japan,Death Note: Desu nôto,2006,Crime,7.7,29667169
Austria,Amour,2012,Drama,7.9,29664140
USA,The Parent Trap,1961,Comedy,7.1,29650385
Australia,Maya the Bee Movie,2014,Animation,5.9,29647871
Germany,Luther,2003,Biography,6.5,29632684
USA,Across the Universe,2007,Drama,7.3,29625761
Germany,Cursed,2005,Comedy,5,29621722
UK,An American Haunting,2005,Drama,5.1,29612137
France,Le renard et l'enfant,2007,Adventure,6.9,29610210
USA,Never Cry Wolf,1983,Adventure,7.5,29600000
USA,W.,2008,Biography,6.3,29560587
USA,In the Valley of Elah,2007,Crime,7.1,29541790
Japan,20-seiki shônen: Dai 2 shô - Saigo no kibô,2009,Drama,6.5,29502213
USA,Fools Rush In,1997,Comedy,6.1,29481428
USA,Twilight Zone: The Movie,1983,Horror,6.5,29450919
USA,The Pledge,2001,Crime,6.8,29419291
France,La doublure,2006,Comedy,6.5,29414553
USA,The Losers,2010,Action,6.3,29397654
USA,A Low Down Dirty Shame,1994,Action,6,29392418
South Korea,Nae anaeui modeun geot,2012,Comedy,6.7,29382038
USA,Baby Boy,2001,Crime,6.4,29381649
France,Alibi.com,2017,Comedy,6.5,29370592
Germany,Nurse Betty,2000,Comedy,6.1,29364989
New Zealand,The Frighteners,1996,Comedy,7.1,29359216
UK,Mr. Holmes,2015,Drama,6.9,29355203
UK,Spice World,1997,Comedy,3.5,29342592
India,Rowdy Rathore,2012,Action,5.7,29342463
Japan,Gekijô-ban Sôdo Âto Onrain: Sword Art Online - Ôdinaru sukêru -,2017,Animation,7.4,29322339
Italy,Natale sul Nilo,2002,Comedy,4,29320869
China,Quan min mu ji,2013,Drama,7,29315945
USA,Easy Money,1983,Comedy,6.3,29309766
France,Entre les murs,2008,Drama,7.5,29303505
USA,Hoffa,1992,Biography,6.6,29302121
USA,Shoot to Kill,1988,Action,6.8,29300090
Russia,Legenda No. 17,2013,Biography,7.5,29295378
Hong Kong,Wu xia,2011,Action,7.1,29282887
Japan,Yu-Gi-Oh! The Movie,2004,Animation,5,29266490
USA,Big Eyes,2014,Biography,7,29253166
Japan,Tokyo Tower,2005,Drama,6.1,29249326
USA,Dad,1989,Comedy,6.3,29237250
USA,Romy and Michele's High School Reunion,1997,Comedy,6.2,29235353
USA,Chinatown,1974,Drama,8.2,29225935
