country,original_title,year,genre,votes,avg_vote
USA,The Return of Swamp Thing,1989,Action,4174,4.7
India,The Stoneman Murders,2009,Crime,2519,7.4
Finland,Sauna,2008,Horror,6717,6.3
Hong Kong,Gau ngao gau,2006,Action,2341,6.6
USA,November,2004,Drama,2981,5.5
Spain,Arrugas,2011,Animation,3750,7.6
India,Chalo Dilli,2011,Comedy,2945,6.8
USA,The Indian Runner,1991,Drama,8246,7
UK,For Queen & Country,1988,Action,2165,5.6
USA,The Romantics,2010,Comedy,11559,5.1
Finland,Imaginaerum,2012,Drama,5951,6.3
Italy,Una pura formalità,1994,Crime,9983,7.7
Indonesia,Macabre,2009,Drama,2845,6.5
Argentina,Plata quemada,2000,Crime,6009,7.2
USA,Game of Death,2011,Action,6411,4.7
India,Force 2,2016,Action,4723,6.2
Indonesia,Java Heat,2013,Action,4618,5.1
Bulgaria,Zift,2008,Crime,4651,7.4
USA,Skinwalker Ranch,2013,Horror,4145,5.1
USA,The Calling,2014,Drama,7731,5.8
Japan,Kuchisake-onna,2007,Drama,2461,5.5
Turkey,Kiskanmak,2009,Drama,2730,6.6
India,Munna Michael,2017,Action,2720,3.3
Spain,Palabras encadenadas,2003,Crime,2264,7.1
Mexico,Año bisiesto,2010,Drama,2325,5.9
Egypt,Diamond Dust,2018,Crime,2999,7.9
USA,Repo! The Genetic Opera,2008,Horror,23253,6.6
India,Qismat,2018,Drama,2086,8.4
USA,Toolbox Murders,2004,Horror,7684,5.3
USA,Music Within,2007,Biography,5517,7.3
Canada,Chapter 27,2007,Biography,10290,5.7
UK,The Last Days on Mars,2013,Adventure,34676,5.5
UK,Stoned,2005,Biography,3825,5.8
UK,The Big Tease,1999,Comedy,2309,6.2
Germany,V tumane,2012,Drama,2863,6.8
Germany,Urban Explorer,2011,Horror,2705,5.2
India,Singam 3,2017,Action,5115,6.2
China,Kekexili,2004,Action,4608,7.6
USA,The Return of the Texas Chainsaw Massacre,1995,Comedy,19522,3.3
USA,Shotgun Stories,2007,Drama,9755,7.2
UK,The Duke of Burgundy,2014,Drama,11616,6.5
India,Total Siyapaa,2014,Comedy,2806,5
USA,Manhattan Nocturne,2016,Crime,11392,6.2
USA,Dog Eat Dog,2016,Action,7601,4.7
Italy,La dolce vita,1960,Comedy,64595,8
Russia,Tesnota,2017,Drama,2377,6.7
Ireland,Sea Fever,2019,Drama,5832,5.7
India,Mardaani,2014,Action,11316,7.3
USA,Hellbent,2004,Horror,2304,5.5
UK,Offender,2012,Crime,3333,6.2
India,Agnyaathavaasi,2018,Action,2551,4.5
UK,I Am Not a Witch,2017,Comedy,2789,6.9
USA,Shock and Awe,2017,Biography,5168,6.2
USA,Lonesome Jim,2005,Comedy,7539,6.6
UK,Glorious 39,2009,Drama,5098,6.4
Germany,Jenseits der Stille,1996,Drama,4038,7.4
USA,The Baxter,2005,Comedy,4569,6.5
India,Fida,2004,Action,2343,5.5
Hong Kong,Chuen zik saat sau,2001,Action,6266,6.9
Hungary,VAN valami furcsa és megmagyarázhatatlan,2014,Comedy,3799,7.5
Canada,Giant Little Ones,2018,Drama,5281,7.2
USA,Chairman of the Board,1998,Comedy,5736,2.3
India,Kireedam,1989,Action,5359,8.9
France,Quai des Orfèvres,1947,Crime,4978,7.8
UK,Invincible,2001,Drama,4006,6.4
Greece,Hardcore,2004,Drama,2069,6.2
India,Fukrey,2013,Comedy,10240,6.9
USA,Evidence,2013,Crime,6807,5.4
India,Bangalore Days,2014,Comedy,15520,8.3
USA,Contracted: Phase II,2015,Drama,4256,5.1
India,Pink,2016,Drama,37673,8.1
UK,Unmade Beds,2009,Comedy,2402,6.6
UK,Doghouse,2009,Comedy,20877,6
USA,Lila & Eve,2015,Crime,7713,5.8
USA,Cherish,2002,Comedy,2657,6.7
USA,The Ramen Girl,2008,Comedy,9063,6.3
USA,Smiley Face,2007,Comedy,16143,5.8
UK,Ethel & Ernest,2016,Animation,2695,7.7
USA,Breakfast of Champions,1999,Comedy,7506,4.6
USA,People Places Things,2015,Comedy,7869,6.9
USA,And Soon the Darkness,2010,Drama,16186,5.2
USA,The Apartment,1960,Comedy,158999,8.3
USA,Vigilante Diaries,2016,Action,4183,5.5
Australia,Better Watch Out,2016,Comedy,28490,6.5
Germany,Girl on a Bicycle,2013,Comedy,2084,6.2
Spain,Quién te cantará,2018,Drama,2276,7
USA,Afternoon Delight,2013,Comedy,9417,5.7
USA,Butter,2011,Comedy,20125,6.2
USA,A.C.O.D.,2013,Comedy,12732,5.6
USA,Black Rock,2012,Horror,8189,4.7
USA,Into the Sun,2005,Action,6929,4.5
Australia,Romper Stomper,1992,Crime,36930,6.8
USA,My Best Friend Is a Vampire,1987,Comedy,3128,6.1
Canada,Cottage Country,2013,Comedy,3941,5.6
UK,Maybe Baby,2000,Comedy,5595,5.7
Brazil,Boi Neon,2015,Drama,2712,6.9
Bosnia and Herzegovina,Cirkus Columbia,2010,Comedy,2435,7.2
USA,My Name Is Bruce,2007,Comedy,23435,6.2
USA,Charade,1963,Comedy,66360,7.9
USA,Them That Follow,2019,Drama,2487,5.3
USA,Bellflower,2011,Action,7527,6.4
Canada,Lie with Me,2005,Drama,14179,5.3
USA,Escape from Tomorrow,2013,Drama,9064,5.1
USA,Little Woods,2018,Crime,2286,6.1
India,Shakthi: The Power,2002,Action,4516,6
France,United Passions,2014,Drama,3998,2.1
Canada,Elephant Song,2014,Drama,4009,6.6
USA,Criminal Activities,2015,Crime,8245,5.8
Egypt,Fasel wa Na'ood,2011,Drama,2208,6.5
USA,0.45,2006,Crime,7967,5.6
Canada,A Score to Settle,2019,Action,3922,4.6
Federal Republic of Yugoslavia,Underground,1995,Comedy,54206,8.1
UK,Cheerful Weather for the Wedding,2012,Comedy,2168,5.7
India,Chashme Baddoor,2013,Comedy,4847,5.4
USA,The Human Centipede II (Full Sequence),2011,Crime,34980,3.8
USA,Amusement,2008,Action,11018,4.9
Hungary,Álom.net,2009,Comedy,9187,1.8
Sweden,En kärlekshistoria,1970,Drama,5885,7.4
France,Yeo-haeng-ja,2009,Drama,2079,7.5
USA,The Fits,2015,Drama,4485,6.7
Canada,The Experts,1989,Comedy,2243,4.9
Soviet Union,Idi i smotri,1985,Drama,54237,8.3
UK,The Guvnors,2014,Thriller,2803,5.8
USA,Hangman's Curse,2003,Horror,2473,4.9
USA,An American Pickle,2020,Comedy,9886,5.8
France,Twentynine Palms,2003,Drama,4273,5.3
USA,The Clovehitch Killer,2018,Crime,15550,6.5
Ireland,Perrier's Bounty,2009,Action,6333,6.4
USA,Stark Raving Mad,2002,Action,4753,6.3
France,Le roi et l'oiseau,1980,Animation,4413,7.9
Sweden,Offret,1986,Drama,23398,8.1
USA,Man Down,2015,Drama,9025,5.9
India,8 x 10 Tasveer,2009,Action,5275,5.4
Iran,Baran,2001,Drama,7717,7.8
UK,The Hi-Lo Country,1998,Drama,4075,6.2
USA,Mom and Dad,2017,Comedy,19643,5.5
USA,Gigantic,2008,Comedy,9343,6
USA,Office Uprising,2018,Action,8023,6
India,Bhaagamathie,2018,Action,2254,7
Turkey,Uzak Ihtimal,2009,Drama,2429,7
Hong Kong,Do lok tin si,1995,Comedy,24709,7.7
USA,Christmas Eve,2015,Comedy,2250,5
India,Dear Comrade,2019,Action,4933,7.3
Denmark,Dræberne fra Nibe,2017,Comedy,2079,5.3
UK,The Neighbor,2016,Crime,6969,5.8
France,Eastern Boys,2013,Crime,3139,6.9
USA,The Loss of Sexual Innocence,1999,Drama,3053,5.4
USA,Canadian Bacon,1995,Comedy,15855,6
Germany,"Berlin, I Love You",2019,Drama,2310,4.6
Turkey,Siccin 2,2015,Horror,2436,6.5
India,Bbuddah... Hoga Terra Baap,2011,Action,2702,5.6
USA,Stolen Summer,2002,Drama,2616,6.5
USA,Future World,2018,Action,5247,3.2
Canada,Pound of Flesh,2015,Action,5903,5.1
Romania,"Politist, adjectiv",2009,Crime,4700,7
India,Tanu Weds Manu,2011,Comedy,13007,6.8
Greece,Xenia,2014,Drama,3524,6.7
USA,Walking Out,2017,Adventure,5620,5.8
UK,The Man Who Fell to Earth,1976,Drama,23551,6.7
USA,Little Fugitive,1953,Drama,2414,7.5
Hungary,A torinói ló,2011,Drama,15416,7.8
USA,Come Early Morning,2006,Drama,2561,6.1
India,Gang Leader,2019,Action,2163,7.6
Argentina,Fase 7,2010,Sci-Fi,3070,5.9
USA,The Beast of War,1988,Adventure,8600,7.3
Canada,Hunt to Kill,2010,Action,6303,5.2
India,Garv: Pride and Honour,2004,Action,3349,5.5
UK,Kis Vuk,2008,Animation,8428,2
Mexico,El Topo,1970,Drama,24798,7.4
USA,Bound to Vengeance,2015,Horror,5426,5.6
USA,The Big Bang,2010,Action,6783,5.4
USA,Sinbad: The Fifth Voyage,2014,Action,4421,5.2
Ireland,The Eclipse,2009,Drama,2724,6.1
India,Murder 3,2013,Drama,2324,4.9
Denmark,The Model,2016,Drama,3511,5.8
UK,From Time to Time,2009,Adventure,4522,6.7
USA,When Will I Be Loved,2004,Drama,3204,4.4
India,The Body,2019,Mystery,2541,5.4
Finland,Juha,1999,Comedy,2388,6.9
USA,We Are What We Are,2013,Drama,19658,5.9
Italy,Non ho sonno,2001,Horror,6245,6.2
Chile,Ema,2019,Drama,4675,6.8
India,Majili,2019,Drama,2704,7.2
USA,Hell and Back,2015,Animation,4672,5.4
Australia,Till Human Voices Wake Us,2002,Drama,2305,6.4
Russia,Dom durakov,2002,Drama,2622,7.1
France,Eden Log,2007,Horror,6374,5.3
Greece,Suntan,2016,Drama,5657,6.6
Canada,Code 8,2019,Action,30859,6.1
UK,Spike Island,2012,Comedy,3442,6.3
France,Vinyan,2008,Drama,5397,5.2
USA,Boogeyman 3,2008,Horror,4530,4.7
France,All the Invisible Children,2005,Drama,3838,7.5
USA,Undertow,2004,Drama,8378,6.6
USA,Lies & Illusions,2009,Action,2858,3.5
India,Jodi No. 1,2001,Comedy,2146,5.8
USA,Mini's First Time,2006,Comedy,7985,5.8
USA,Hatchet II,2010,Action,12155,5.5
Canada,Try Seventeen,2002,Comedy,5864,6
France,Pépé le Moko,1937,Crime,6180,7.7
India,Kyaa Super Kool Hain Hum,2012,Comedy,3647,5
USA,Relative Strangers,2006,Comedy,3789,5.3
Canada,The Barrens,2012,Horror,4168,4.6
Germany,Western,2017,Drama,3358,7
USA,Eating Out,2004,Comedy,5853,5.8
India,Anegan,2015,Action,2831,6.7
India,Dulha Mil Gaya,2010,Comedy,2415,4.2
USA,Edges of the Lord,2001,Crime,3340,6.8
Indonesia,Merantau,2009,Action,9991,6.7
France,Les anges exterminateurs,2006,Drama,2991,5.4
Portugal,Alice,2005,Drama,2155,7.4
Germany,The Wendell Baker Story,2005,Comedy,5548,5.6
Germany,Stalingrad,1993,Drama,30148,7.5
USA,Elvis Has Left the Building,2004,Comedy,2595,5.2
UK,Ladybird Ladybird,1994,Drama,3140,7.4
Taiwan,Tui shou,1991,Comedy,3584,7.3
UK,The Call Up,2016,Action,3611,4.9
India,Mayaanadhi,2017,Drama,2090,7.8
Canada,Boot Camp,2008,Crime,8425,5.8
Canada,Stuck,2007,Biography,9226,6.4
UK,Tell It to the Bees,2018,Drama,2916,6.1
Australia,Crawlspace,2012,Action,2847,4.8
Japan,Vampire Hunter D: Bloodlust,2000,Animation,28599,7.7
India,All the Best: Fun Begins,2009,Action,5437,6.1
Venezuela,Desde allá,2015,Drama,3354,6.6
USA,All About Eve,1950,Drama,117634,8.2
USA,Birds of America,2008,Comedy,5225,6.1
USA,Kicks,2016,Adventure,4081,6.4
France,Poupoupidou,2011,Comedy,2514,6.6
Australia,Razorback,1984,Horror,5641,6
Canada,The Thaw,2009,Horror,11267,5.2
UK,Becket,1964,Biography,13368,7.8
India,Ninnu Kori,2017,Comedy,2234,7.5
USA,Piercing,2018,Horror,5680,5.6
USA,Agnes Browne,1999,Comedy,2001,6.6
Canada,Tactical Force,2011,Action,5566,4.8
USA,Tigerland,2000,Drama,37549,7
USA,"Guns, Girls and Gambling",2012,Crime,4052,5.5
USA,Trial by Fire,2018,Biography,3068,6.9
Soviet Union,Voyna i mir,1966,Drama,6199,8.3
Bulgaria,Direct Contact,2009,Action,2734,4.3
Australia,Griff the Invisible,2010,Comedy,4615,6.1
India,Azhar,2016,Biography,5106,5.8
Puerto Rico,Driven,2018,Biography,4583,6.3
UK,Burning Man,2011,Drama,3619,6.4
UK,The Postcard Killings,2020,Crime,4296,5.7
Greece,Miss Violence,2013,Drama,6832,7.1
USA,Postal,2007,Action,22129,4.5
USA,Dirty Deeds,2005,Comedy,8295,5.8
USA,Touched with Fire,2015,Drama,2266,6.2
Spain,Between Worlds,2018,Drama,4292,4.2
USA,Starlet,2012,Drama,6742,6.8
India,Aisha,2010,Comedy,3808,5
USA,Love Ranch,2010,Biography,2916,5.6
USA,Six-String Samurai,1998,Action,6652,6.7
France,Les couloirs du temps: Les visiteurs II,1998,Comedy,10658,6.2
USA,The Divide,2011,Drama,34931,5.8
UK,Kind Hearts and Coronets,1949,Comedy,33789,8
India,Arjun Reddy,2017,Action,19911,8.1
Soviet Union,Andrey Rublev,1966,Biography,44814,8.1
USA,Skin,2018,Biography,11337,7
France,Deterrence,1999,Drama,2551,6.4
Japan,Kôhî jikô,2003,Drama,2747,6.9
Spain,Dagon,2001,Fantasy,16530,6.2
USA,Mr. Smith Goes to Washington,1939,Comedy,104547,8.1
Turkey,Çogunluk,2010,Drama,4888,7.4
USA,The Flyboys,2008,Action,3015,6.9
USA,I Spit on Your Grave 3: Vengeance Is Mine,2015,Horror,11380,5.2
Pakistan,Actor in Law,2016,Comedy,2278,7.7
Denmark,Gamle mænd i nye biler,2002,Action,8699,6.8
Italy,I vitelloni,1953,Comedy,15165,7.9
USA,Cold Weather,2010,Comedy,2146,6.2
Japan,Maboroshi no hikari,1995,Drama,4715,7.5
USA,Dahmer,2002,Biography,9363,5.6
Bulgaria,We Die Young,2019,Action,2998,5.3
USA,Cop Car,2015,Crime,29646,6.3
USA,Dirty Girl,2010,Comedy,10239,6.4
USA,10th & Wolf,2006,Crime,6051,6.3
Egypt,Eshtebak,2016,Drama,4769,7.5
USA,The Lost Skeleton of Cadavra,2001,Comedy,4618,7
India,Aiyaary,2018,Action,3881,5.3
China,Yi He Yuan,2006,Drama,2890,7.1
Italy,Simple Men,1992,Crime,3980,7.2
Spain,Lobos de Arga,2011,Comedy,2201,6
USA,Shelter,2007,Drama,20714,7.6
USA,John Dies at the End,2012,Comedy,35767,6.4
Ireland,Citadel,2012,Drama,6657,5.5
India,Manorama: Six Feet Under,2007,Crime,6837,7.6
Hong Kong,Shu shan zheng zhuan,2001,Action,3337,5.2
USA,Beautiful Boy,2010,Drama,6279,6.6
USA,Baghead,2008,Comedy,4234,6
UK,We Summon the Darkness,2019,Horror,5060,5.1
USA,Coherence,2013,Drama,103653,7.2
USA,Support the Girls,2018,Comedy,6160,6.4
Spain,Loreak,2014,Drama,2600,6.8
Netherlands,The Alibi,2006,Comedy,5926,6.4
Israel,Efes beyahasei enosh,2014,Comedy,3907,7.3
Italy,Intervista,1987,Comedy,2339,7
USA,Miss Stevens,2016,Comedy,5076,6.6
India,Mukkabaaz,2017,Action,6303,8
Japan,Gekijouban Psycho-Pass,2015,Animation,3038,7.2
India,Ghayal Once Again,2016,Action,4860,6.3
Germany,Styx,2018,Drama,2406,6.5
Thailand,Fah talai jone,2000,Action,2637,6.9
Poland,Plynace wiezowce,2013,Drama,2733,6.4
USA,The Hottest State,2006,Drama,2646,6.1
USA,Electrick Children,2012,Drama,5572,6.8
Italy,8½,1963,Drama,106454,8
France,Bang Gang (une histoire d'amour moderne),2015,Drama,2544,5.5
India,Iru Mugan,2016,Action,2933,6.3
New Zealand,The Dead Room,2015,Horror,2898,4.7
USA,Bananas,1971,Comedy,33355,7
India,Pulimurugan,2016,Action,6738,6.8
UK,Bedrooms and Hallways,1998,Comedy,3200,6.6
UK,Close My Eyes,1991,Drama,2906,6.3
South Korea,Swiri,1999,Action,7796,6.6
France,Madame de...,1953,Drama,8632,8
India,Sonchiriya,2019,Action,6644,7.9
India,Pather Panchali,1955,Drama,22206,8.6
USA,"Truth or Consequences, N.M.",1997,Action,4602,6.3
Soviet Union,Solyaris,1972,Drama,78200,8.1
France,Pierrot le Fou,1965,Crime,28537,7.6
Mexico,Los olvidados,1950,Crime,17864,8.3
Greece,Attenberg,2010,Drama,6062,6.2
USA,The Saint of Fort Washington,1993,Drama,2306,7.2
USA,Battle of the Damned,2013,Action,3659,4.5
Spain,Insensibles,2012,Fantasy,3233,6.2
India,Apur Sansar,1959,Drama,11428,8.5
India,Aparajito,1956,Drama,11088,8.4
Czech Republic,Sílení,2005,Animation,3411,7.3
UK,Under the Shadow,2016,Drama,22760,6.9
UK,A Shot at Glory,2000,Drama,2102,6.3
UK,You Instead,2011,Comedy,4304,6.7
Hungary,Hukkle,2002,Crime,3481,7.1
USA,100 Girls,2000,Comedy,20504,5.8
Argentina,No mires para abajo,2008,Drama,2522,6
Bulgaria,Iztochni piesi,2009,Drama,2880,7.2
USA,Sonny,2002,Crime,3960,5.6
Poland,Plagi Breslau,2018,Action,3323,5.8
UK,My Brother the Devil,2012,Crime,3022,6.6
Iceland,A Little Trip to Heaven,2005,Drama,4640,6
USA,Hounddog,2007,Drama,5891,6.3
Spain,El espíritu de la colmena,1973,Drama,16367,7.9
France,Touchez pas au grisbi,1954,Crime,6572,7.8
Italy,Divorzio all'italiana,1961,Comedy,11179,8.1
UK,Awaydays,2009,Crime,3208,5.8
USA,28 Hotel Rooms,2012,Drama,2996,5.8
Italy,Matrimonio all'italiana,1964,Comedy,8235,7.5
USA,The Wind,2018,Horror,5543,5.5
USA,The Nines,2007,Drama,32466,6.3
Switzerland,Le livre d'image,2018,Drama,2200,6.2
USA,Karla,2006,Crime,5648,5.5
Ireland,Boy Eats Girl,2005,Comedy,3702,5
India,PM Narendra Modi,2019,Biography,4951,3.1
India,Section 375,2019,Drama,10409,8.1
India,Pari,2018,Fantasy,5414,6.6
China,Reclaim,2014,Action,5836,5.2
France,La fée,2011,Comedy,2296,6.1
USA,Bunraku,2010,Action,18946,6.2
USA,Game 6,2005,Comedy,2451,5.8
USA,Rise of the Zombies,2012,Action,3174,4
India,Bareilly Ki Barfi,2017,Comedy,18115,7.5
Ireland,Handsome Devil,2016,Comedy,10302,7.1
Germany,Prozac Nation,2001,Biography,16914,6.3
USA,Repo Man,1984,Action,33119,6.9
Israel,Yossi,2012,Drama,2791,7
UK,The Adventurer: The Curse of the Midas Box,2013,Adventure,5845,5.5
Japan,Gohatto,1999,Drama,6946,6.9
India,Yeh Hai Jalwa,2002,Comedy,2162,4.7
UK,Where Hands Touch,2018,Drama,2920,6.2
Austria,Blutgletscher,2013,Horror,3384,5.4
UK,Twin Town,1997,Comedy,5484,6.8
USA,Computer Chess,2013,Comedy,4311,6.3
France,Le retour de Don Camillo,1953,Comedy,2198,7.3
France,Les quatre cents coups,1959,Crime,101911,8.1
UK,The King,2019,Biography,79237,7.2
USA,Purple Violets,2007,Comedy,3053,6.4
Portugal,O Fantasma,2000,Drama,2877,5.8
Switzerland,Campanadas a medianoche,1965,Comedy,7567,7.8
USA,Police Academy: Mission to Moscow,1994,Comedy,31329,3.6
France,Le pornographe,2001,Drama,2252,5.2
Serbia,Mamula,2014,Drama,2614,4
Czech Republic,Otesánek,2000,Animation,5904,7.3
USA,Europa Report,2013,Drama,66390,6.4
Belgium,Realive,2016,Drama,4799,5.9
USA,The Night Flier,1997,Fantasy,9353,6
France,Les amants réguliers,2005,Drama,2644,6.9
Sweden,Frostbiten,2006,Horror,3841,5.5
Canada,Goon: Last of the Enforcers,2017,Comedy,11821,5.8
USA,Newness,2017,Drama,12827,6.4
USA,Every Secret Thing,2014,Crime,6933,6.1
UK,Oleanna,1994,Drama,2948,6.6
South Korea,Naechureol siti,2003,Action,4290,5.7
USA,Riot,2015,Action,2627,5.1
India,Dedh Ishqiya,2014,Comedy,6797,7.1
Mexico,Post Tenebras Lux,2012,Drama,5041,6.6
UK,A Matter of Life and Death,1946,Comedy,18806,8.1
UK,"Rita, Sue and Bob Too",1987,Comedy,3375,6.5
UK,Will,2011,Drama,3127,6.9
South Korea,Gongdong gyeongbi guyeok JSA,2000,Action,25582,7.8
France,Bosque de sombras,2006,Drama,5281,5.7
USA,Knights of Badassdom,2013,Action,18974,5.6
Italy,...E tu vivrai nel terrore! L'aldilà,1981,Horror,19636,6.8
USA,The Magic of Belle Isle,2012,Comedy,17246,7
USA,Were the World Mine,2008,Adventure,5236,6.9
India,Haseena Maan Jaayegi,1999,Action,2781,6.2
USA,Puncture,2011,Biography,22542,6.8
UK,Appropriate Behavior,2014,Comedy,3861,6.6
UK,Eureka,1983,Drama,2891,6
USA,Roseanna's Grave,1997,Comedy,3170,7.2
USA,Easy Rider,1969,Adventure,97792,7.3
USA,Sour Grapes,1998,Comedy,2696,5.8
USA,Ashby,2015,Comedy,14554,6.4
Turkey,Kader,2006,Drama,11834,7.9
USA,Blood Fest,2018,Comedy,4154,5.3
Netherlands,The Windmill Massacre,2016,Drama,3959,4.8
USA,Tragedy Girls,2017,Comedy,8245,6
USA,Dancing at the Blue Iguana,2000,Drama,3623,5.7
UK,The Ones Below,2015,Drama,8825,6.1
Germany,All the Queen's Men,2001,Action,2439,4.8
Brazil,Casa Grande,2014,Drama,2131,6.9
Canada,Afflicted,2013,Action,21333,6.3
USA,Sunrise: A Song of Two Humans,1927,Drama,46069,8.1
Austria,Michael,2011,Drama,4487,6.9
India,Darling,2010,Comedy,2499,7.3
Turkey,Tepenin Ardi,2012,Drama,2957,7.2
UK,Better Living Through Chemistry,2014,Comedy,14029,6.3
India,Masaan,2015,Drama,22684,8.2
USA,I Am a Sex Addict,2005,Biography,3151,6
USA,Foodfight!,2011,Animation,9183,1.5
Iran,Chaharshanbe-soori,2006,Drama,9608,7.7
USA,Digging for Fire,2015,Comedy,5567,5.8
Spain,Carmina o revienta,2012,Comedy,2162,6.3
UK,The Trial,1993,Drama,2130,6
Soviet Union,Zerkalo,1975,Biography,38128,8.1
USA,12 and Holding,2005,Drama,6652,7.5
India,Simran,2017,Crime,2943,5.2
USA,Gentlemen Broncos,2009,Adventure,10778,6.2
USA,Music from Another Room,1998,Comedy,4731,6.4
UK,The Levelling,2016,Drama,2394,6.4
USA,Boo,2005,Horror,4636,4.2
USA,Search Party,2014,Adventure,6866,5.6
Italy,C'eravamo tanto amati,1974,Comedy,5260,8.1
UK,The Decoy Bride,2011,Comedy,10634,6.2
India,Baby,2015,Action,51757,8
USA,The Big Picture,1989,Comedy,4631,6.2
USA,Mudbound,2017,Drama,40622,7.4
Ireland,Come to Daddy,2019,Comedy,10816,6
USA,Gummo,1997,Comedy,31402,6.8
USA,Gimme the Loot,2012,Comedy,2393,6.6
USA,A Case of You,2013,Comedy,11151,5.6
USA,Mermaid Down,2019,Fantasy,4094,5.9
Australia,Scare Campaign,2016,Horror,2951,5.8
USA,The Grand,2007,Comedy,5382,6
USA,Autopsy,2008,Horror,6243,5
UK,Ironclad: Battle for Blood,2014,Action,2429,4.4
Aruba,Hard Cash,2002,Action,3003,4.5
Germany,Der Tunnel,2001,Drama,5939,7.7
USA,Shakes the Clown,1991,Comedy,4552,5.6
USA,Cabin Fever,2016,Horror,8889,3.7
Argentina,La antena,2007,Drama,3831,7.4
USA,Guncrazy,1992,Crime,2118,5.5
USA,Bodied,2017,Comedy,4825,7.1
Canada,Capone,2020,Biography,11640,4.7
UK,The Italian Job,1969,Action,40739,7.3
Denmark,Drømmen,2006,Drama,2487,7.3
USA,Winter Passing,2005,Comedy,8071,6.3
India,Raincoat,2004,Drama,3935,7.6
Japan,Ekusute,2007,Comedy,2728,6.3
Hong Kong,Ging chaat goo si,1985,Action,28436,7.6
USA,Notorious,1946,Drama,90400,7.9
India,Bewakoofiyaan,2014,Comedy,3781,5.5
Italy,C'era una volta il West,1968,Western,295220,8.5
Sri Lanka,A Common Man,2013,Action,2211,4.7
USA,Arizona Dream,1993,Comedy,40545,7.3
Canada,The Recall,2017,Action,6668,4.2
Russia,Kak Vitka Chesnok vyoz Lyokhu Shtyrya v dom invalidov,2017,Crime,2576,7.1
USA,Even Money,2006,Crime,4279,5.9
Denmark,Når dyrene drømmer,2014,Drama,3547,5.8
USA,Saint John of Las Vegas,2009,Comedy,2779,5.7
USA,1915,2015,Drama,4512,4.3
Germany,Love the Hard Way,2001,Drama,2360,6.4
Colombia,Running with the Devil,2019,Crime,5572,5.4
Australia,Wyrmwood,2014,Action,15429,6.2
Ireland,Strangerland,2015,Drama,8588,5.2
USA,Puccini for Beginners,2006,Comedy,2312,6
USA,Assassination Games,2011,Action,16412,6.1
USA,Irresistible,2020,Comedy,6104,6.2
India,Uttama Villain,2015,Comedy,2604,7.2
Sweden,Funhouse,2019,Horror,2962,6.3
USA,Roar,1981,Adventure,3008,6.2
France,Diva,1981,Thriller,11643,7.1
Estonia,1944,2015,Drama,4774,7.1
USA,Pocket Listing,2015,Comedy,3935,6.5
UK,The Calcium Kid,2004,Comedy,4492,5.6
USA,The Disappearance of Eleanor Rigby: Him,2013,Drama,9111,6.9
France,Arès,2016,Drama,3153,6.2
Australia,Patrick,2013,Horror,3718,4.9
Canada,One Week,2008,Adventure,11140,7
Poland,Córki dancingu,2015,Drama,6202,6.3
USA,Adult Beginners,2014,Comedy,7991,5.6
USA,The Girl in the Park,2007,Drama,3651,6.3
UK,Dust,2001,Drama,2140,6.6
India,Tumko Na Bhool Paayenge,2002,Action,2560,5.6
USA,Wanda,1970,Crime,3123,7.1
China,Hong gao liang,1988,Drama,7765,7.4
UK,Civic Duty,2006,Drama,3292,6.2
USA,Violet & Daisy,2011,Action,11892,6.1
UK,Don't Look Now,1973,Drama,47920,7.2
USA,Mad Dog Time,1996,Comedy,2665,5.5
India,Velayudham,2011,Action,10142,6
Mexico,Sleep Dealer,2008,Drama,6262,6
Hong Kong,Revenge of the Green Dragons,2014,Action,3687,5.3
UK,Brief Encounter,1945,Drama,34524,8
Iran,"No Date, No Signature",2017,Drama,3319,7.2
UK,Cockneys vs Zombies,2012,Action,18154,5.9
Japan,Marebito,2004,Drama,4868,6.1
UK,Despite the Falling Snow,2016,Drama,2407,5.8
France,Mia aioniotita kai mia mera,1998,Drama,10107,7.9
Israel,Jeruzalem,2015,Horror,8173,4.8
USA,Fear Clinic,2014,Horror,6247,4.9
Canada,In Their Skin,2012,Horror,5115,5.3
UK,The Tales of Hoffmann,1951,Fantasy,2861,7.2
Ireland,Never Grow Old,2019,Drama,2863,5.9
UK,The Secret Agent,1996,Drama,2194,5.7
USA,The Alphabet Killer,2008,Crime,7842,5.2
France,Wrong,2012,Comedy,9142,6.3
USA,The Bachelors,2017,Comedy,3749,6.8
USA,Double Identity,2009,Action,2453,4.5
France,Bande à part,1964,Comedy,22127,7.7
Malaysia,BoBoiBoy: The Movie,2016,Animation,2447,7.1
India,A Flying Jatt,2016,Action,3647,3.1
Germany,The Million Dollar Hotel,2000,Drama,20570,5.9
USA,Jesus Christ Superstar,1973,Drama,24767,7.4
USA,Crush,2013,Horror,5525,5.6
Romania,One Step Behind the Seraphim,2017,Drama,2263,8.3
UK,Fat Slags,2004,Comedy,3739,2.5
USA,Another Gay Sequel: Gays Gone Wild!,2008,Comedy,2970,4
USA,Don't Blink,2014,Fantasy,5619,4.8
India,Band Baaja Baaraat,2010,Comedy,14868,7.2
USA,Alien Trespass,2009,Comedy,3717,5.7
