country,original_title,year,genre,avg_vote,votes,budget,worlwide_gross_income
Turkey,Yabanci,2012,Drama,4.8,165,500000.0,55637.0
Portugal,A Mãe é que Sabe,2016,"Comedy, Drama, Sci-Fi",6.9,408,350000.0,55848.0
Romania,Ursul,2011,Comedy,6.6,575,550000.0,56014.0
India,Jhalle,2019,Comedy,5.9,112,6000000.0,56115.0
Malaysia,BoBoiBoy Movie 2,2019,"Animation, Action, Adventure",7.8,371,7000000.0,56245.0
Vietnam,Chung Cu Ma,2014,"Comedy, Horror",5.6,121,500000.0,56247.0
South Africa,Tess,2016,Drama,6.8,208,250000.0,56364.0
Sweden,Man tänker sitt,2009,Drama,5.9,700,250000.0,56388.0
"France, Tunisia, Belgium",Le fil,2009,"Drama, Romance",6.7,1881,2000000.0,56427.0
Iceland,Málmhaus,2013,Drama,7.1,5988,3500000.0,56439.0
Canada,Beyond the Black Rainbow,2010,"Horror, Sci-Fi, Thriller",6.1,12526,1100000.0,56491.0
"Germany, France, Mexico, USA",Soy Nero,2016,Drama,6.4,493,2500000.0,56551.0
USA,Harvard Man,2001,"Comedy, Crime, Drama",4.9,4167,5500000.0,56653.0
USA,Batman: Return of the Caped Crusaders,2016,"Animation, Action, Adventure",6.8,4566,3500000.0,56711.0
Croatia,Broj 55,2014,"Action, History, War",7.0,1338,6500000.0,56732.0
Vietnam,Áo lua Hà Dông,2006,Drama,7.4,457,1000000.0,56834.0
USA,Gumby 1,1995,"Animation, Adventure, Comedy",6.3,757,2800000.0,57100.0
"Denmark, Norway, Sweden","Ser du månen, Daniel",2019,Drama,7.9,1624,41000000.0,57263.0
Russia,Meshok bez dna,2017,"Drama, History, Mystery",6.1,158,2500000.0,57420.0
Romania,Trei frati de belea,2006,Comedy,6.4,700,500000.0,57476.0
"UK, USA, Germany",The Sleeping Dictionary,2003,"Drama, Romance",6.6,8044,12000000.0,57524.0
USA,Playback,2012,"Horror, Thriller",4.2,4595,1600000.0,57587.0
USA,The Yellow Birds,2017,"Drama, War",5.7,3113,12000000.0,57946.0
"South Korea, USA",West 32nd,2007,"Crime, Drama",6.0,454,2500000.0,57990.0
Russia,Faust,2011,"Drama, Fantasy, Mystery",6.6,5036,8000000.0,58132.0
Norway,Oskars Amerika,2017,Family,7.7,177,16000000.0,58154.0
"USA, Lithuania, Italy",War of the Dead,2011,"Action, Adventure, Horror",4.1,2499,1000000.0,58285.0
USA,The Courier,2012,"Action, Crime, Drama",4.5,4512,15500000.0,58387.0
West Germany,Alice in den Städten,1974,Drama,8.0,9677,500000.0,58388.0
Hungary,Víkend,2015,Thriller,5.9,811,1500000.0,58507.0
UK,Ray & Liz,2018,Drama,6.7,1213,700000.0,58509.0
Ukraine,Pozivniy «Banderas»,2018,"Drama, Thriller, War",7.0,719,39300000.0,58883.0
USA,Screen Door Jesus,2003,"Comedy, Drama, Fantasy",5.2,115,3000000.0,59000.0
Japan,Ringu,1998,"Horror, Mystery",7.2,62269,1200000.0,59001.0
Canada,Phobia,1980,"Drama, Horror, Thriller",4.0,486,5100000.0,59167.0
India,Arai Enn 305-il Kadavul,2008,"Comedy, Fantasy",5.5,224,40000000.0,59295.0
New Zealand,Fantail,2013,"Comedy, Drama",7.0,132,265000.0,59345.0
Malaysia,Sell Out!,2008,Musical,7.3,213,1500000.0,59358.0
USA,Cheap Thrills,2013,"Comedy, Crime, Drama",6.7,17439,200000.0,59424.0
"Denmark, UK",Rembrandt,2003,"Action, Comedy, Crime",6.3,2958,3000000.0,59466.0
Canada,Barrymore,2011,Drama,7.2,331,3000000.0,59495.0
Canada,Meditation Park,2017,Drama,7.1,452,2000000.0,59530.0
USA,The Domestics,2018,"Action, Horror, Sci-Fi",5.7,8422,10600000.0,59766.0
Spain,O Apóstolo,2012,"Animation, Horror",6.8,594,5200000.0,59810.0
Egypt,Ahlam alfata al tayesh,2007,Comedy,4.2,379,3000000.0,59869.0
USA,An Alan Smithee Film: Burn Hollywood Burn,1997,Comedy,3.5,3313,10000000.0,59921.0
USA,Down and Out with the Dolls,2001,"Comedy, Music",6.6,146,1200000.0,60000.0
USA,Decoding Annie Parker,2013,Drama,6.2,2895,2000000.0,60048.0
Ireland,Speed Dating,2007,"Comedy, Drama, Romance",5.1,216,3000000.0,60271.0
"France, Denmark, Belgium, USA",Tout en haut du monde,2015,"Animation, Adventure, Drama",7.3,2611,6000000.0,60352.0
Argentina,Papeles en el viento,2015,"Comedy, Drama, Sport",6.1,902,12000000.0,60358.0
"Spain, Argentina",Retornos,2010,Thriller,6.3,187,1500000.0,60447.0
Japan,Ôritsu uchûgun Oneamisu no tsubasa,1987,"Animation, Drama, Sci-Fi",7.3,4722,8000000.0,60634.0
"Finland, Sweden",Kerron sinulle kaiken,2013,"Drama, Romance",6.7,691,810000.0,60657.0
India,Pyaar Ke Side Effects,2006,"Comedy, Drama, Romance",6.7,2958,45000000.0,60714.0
USA,It's a Disaster,2012,"Comedy, Drama",6.4,10290,500000.0,60818.0
Brazil,Olga,2004,"Biography, Drama, History",6.6,3099,12000000.0,60820.0
USA,It's Pat: The Movie,1994,Comedy,2.7,9238,8000000.0,60822.0
USA,Chelsea Walls,2001,Drama,5.2,1995,100000.0,60902.0
India,Love U... Mr. Kalakaar!,2011,"Drama, Romance",5.4,413,50000000.0,60956.0
"USA, Thailand",The Elephant King,2006,"Drama, Romance",6.3,489,1500000.0,61122.0
USA,Amnesiac,2014,"Drama, Horror, Mystery",4.3,3458,3000000.0,61192.0
France,Un jeu d'enfants,2001,"Drama, Fantasy, Horror",5.2,707,7000000.0,61230.0
Spain,Platillos volantes,2003,"Comedy, Drama, Sci-Fi",6.0,291,2253327.0,61270.0
Bulgaria,Forecast,2008,"Adventure, Drama, Romance",6.6,308,1000000.0,61331.0
"Germany, Netherlands",Vivere,2007,"Drama, Romance",6.4,160,1100000.0,61658.0
USA,Straight A's,2013,"Comedy, Drama",5.7,4341,2000000.0,61669.0
France,The Dancer,2000,Drama,5.8,960,77000000.0,61684.0
"Canada, France",Antiviral,2012,"Horror, Mystery, Sci-Fi",5.7,11783,3200000.0,61808.0
Serbia,Ma nije on takav,2010,Thriller,6.1,403,150000.0,62358.0
India,Thoongaavanam,2015,"Action, Thriller",7.0,1858,500000000.0,62398.0
USA,The Tiger Hunter,2016,Comedy,5.9,753,1250000.0,62398.0
USA,Code Red,2013,"Action, Horror, Sci-Fi",4.2,792,3000000.0,62431.0
Spain,B,2015,"Crime, Drama",6.7,488,370000.0,62463.0
Hungary,Isteni müszak,2013,"Comedy, Drama",7.5,2333,306000000.0,62539.0
UK,The Chronicle History of King Henry the Fifth with His Battell Fought at Agincourt in France,1944,"Biography, Drama, History",7.1,5644,475000.0,62619.0
USA,Mala Noche,1986,Drama,6.6,3674,25000.0,62743.0
Chile,Mandrill,2009,"Action, Thriller",5.7,459,1000000.0,62820.0
USA,The Mudge Boy,2003,"Crime, Drama, Romance",7.1,4200,800000.0,62852.0
Colombia,La mujer del animal,2016,Drama,7.4,334,2000000.0,63010.0
"Norway, Germany, Iraq",Før snøen faller,2013,Drama,7.1,517,19000000.0,63111.0
"Austria, Switzerland, Hungary",Der Kameramörder,2010,"Romance, Thriller",5.2,182,1500000.0,63256.0
"Brazil, Portugal",Refrigerantes e Canções de Amor,2016,"Comedy, Romance",6.2,380,810580.0,63258.0
"Netherlands, Belgium, Croatia",Rafaël,2018,Drama,6.6,206,3000000.0,63320.0
USA,I Smile Back,2015,Drama,6.1,4854,495000.0,63373.0
Netherlands,6-May,2004,"Drama, Thriller",6.6,1293,2000000.0,63424.0
USA,A Plumm Summer,2007,"Adventure, Family",6.1,370,4200000.0,63521.0
Denmark,Himlen falder,2009,Drama,5.5,209,9000000.0,63629.0
"France, Burkina Faso",Wallay,2017,Drama,6.4,129,600000.0,63718.0
Georgia,Rusuli samkudhedi,2007,Thriller,6.9,159,2250000.0,63908.0
France,La jalousie,2013,Drama,6.4,1614,4000000.0,63946.0
"France, Belgium, Luxembourg, Côte d'Ivoire","Tout, tout de suite",2016,"Drama, Thriller",6.4,137,7300000.0,63970.0
USA,Night of the Demons,2009,"Action, Comedy, Fantasy",4.7,6995,10000000.0,64040.0
Australia,Girl Asleep,2015,"Comedy, Family, Fantasy",6.2,2458,1500000.0,64056.0
USA,In Enemy Hands,2004,"Drama, Thriller, War",6.0,3845,5400000.0,64236.0
"Sweden, Norway, Belgium",Breaking Surface,2020,"Action, Drama, Thriller",6.1,623,36000000.0,64241.0
Egypt,El Farah,2009,Drama,6.9,1010,10000000.0,64400.0
Spain,Son de mar,2001,"Drama, Romance",6.0,1926,2750000.0,64469.0
France,La blonde aux seins nus,2010,"Adventure, Drama, Romance",6.0,570,5220000.0,64561.0
Vietnam,Cô dâu dai chien,2011,"Action, Comedy, Romance",6.0,208,500000.0,64572.0
India,Rabb Da Radio,2017,Drama,8.2,666,50000000.0,64581.0
USA,Monsieur Verdoux,1947,"Comedy, Crime, Drama",7.9,15450,2000000.0,64636.0
UK,Accident,1967,Drama,6.9,3762,600000.0,64675.0
"Australia, United Arab Emirates",The School,2018,"Horror, Thriller",3.9,528,3000000.0,64760.0
USA,Nice Girls Don't Explode,1987,"Comedy, Romance, Sci-Fi",5.7,403,1000000.0,65000.0
India,Aks,2001,"Action, Crime, Horror",5.9,1574,2200000.0,65036.0
"UK, Sweden, Norway",Aberdeen,2000,Drama,7.1,3044,6500000.0,65090.0
New Zealand,How to Meet Girls from a Distance,2012,Comedy,6.0,329,175000000.0,65168.0
USA,Ouija House,2018,"Horror, Thriller",3.0,845,18000000.0,65208.0
USA,Reflections in a Golden Eye,1967,"Drama, Romance, Thriller",6.8,6295,4500000.0,65232.0
USA,The Minis,2007,"Comedy, Sport",3.8,707,1000000.0,65379.0
Germany,Für den unbekannten Hund,2007,Drama,6.1,120,1280000.0,65481.0
India,D-Day,2013,"Action, Thriller",7.2,9246,300000000.0,65536.0
Spain,H6: Diario de un asesino,2005,"Crime, Horror, Thriller",4.5,975,1200000.0,65550.0
Japan,Ringu 2,1999,"Horror, Mystery, Sci-Fi",5.9,12291,6000000.0,65586.0
UK,Among Giants,1998,"Romance, Comedy",6.0,887,2500000.0,65748.0
India,Puriyaadha Pudhir,2017,Thriller,6.6,789,80000000.0,65796.0
"Belgium, India, Australia",The Lovers,2015,"Action, Adventure, Romance",4.6,3043,50000000.0,66428.0
"Slovenia, Czech Republic, Republic of North Macedonia, Italy",Siska Deluxe,2015,"Comedy, Drama",6.3,410,1038380.0,66709.0
"Finland, Estonia",Rat King,2012,"Drama, Thriller",5.2,530,1690000.0,66728.0
Germany,Der Liebeswunsch,2006,"Drama, Romance",5.6,131,3000000.0,66769.0
"Canada, New Zealand, USA",Turbo Kid,2015,"Action, Adventure, Comedy",6.7,25786,60000.0,67069.0
UK,Finding Fatimah,2017,"Comedy, Romance",6.6,542,325000.0,67172.0
India,Fidaa,2017,"Drama, Romance",7.5,3268,150000000.0,67308.0
UK,Lancaster Skies,2019,"Action, Drama, War",4.6,1148,80000.0,67522.0
"Finland, Sweden, France",Kahlekuningas,2002,"Comedy, Drama, Family",6.4,508,10500000.0,67540.0
Bolivia,Los Andes no creen en Dios,2007,Drama,6.4,115,1000000.0,67562.0
USA,The Old Man and the Sea,1958,"Adventure, Drama",7.0,6939,5000000.0,67740.0
Brazil,Malu de Bicicleta,2010,Romance,6.3,225,1300000.0,67754.0
USA,Brenda Starr,1989,"Adventure, Comedy, Romance",4.8,980,16000000.0,67878.0
Sweden,New York Waiting,2006,"Drama, Romance",6.4,571,500000.0,67945.0
Canada,Maman est chez le coiffeur,2008,Drama,7.1,854,4350000.0,68130.0
USA,Bloodline,2008,Mystery,5.8,377,1500000.0,68462.0
USA,Wildflower,2014,"Drama, Thriller",5.3,785,650000.0,68577.0
Turkey,Karinca Kapani,2014,"Crime, Thriller",5.5,182,400000.0,68669.0
UK,All Things to All Men,2013,"Action, Crime, Drama",4.4,1490,3000000.0,68859.0
Russia,Monakh i bes,2016,"Comedy, Mystery",6.8,936,130000000.0,68963.0
"Slovenia, Germany, Bosnia and Herzegovina, Republic of North Macedonia",Estrellita,2007,"Drama, Music",6.3,130,1380000.0,69043.0
Egypt,Oshan 14,2016,Comedy,5.0,158,16388764.0,69089.0
China,Xue shi san,2018,"Crime, Drama, Horror",6.3,388,5000000.0,69175.0
Hong Kong,Dim dui dim,2014,Drama,6.5,267,2300000.0,69216.0
Serbia,Zaspanka za vojnike,2018,"Drama, War",7.7,729,2000000.0,69290.0
"Japan, South Korea",Boat,2009,Drama,6.0,108,2000000.0,69314.0
USA,Zeroville,2019,"Comedy, Drama, Mystery",4.5,1385,6000000.0,69396.0
Finland,Supermarsu,2018,"Family, Fantasy",4.9,123,1670000.0,69416.0
Egypt,Kashf hesab,2007,Mystery,4.8,100,10000000.0,69487.0
USA,Assassination of a High School President,2008,"Comedy, Crime, Mystery",6.2,15374,11500000.0,69564.0
Spain,La noche del hermano,2005,Drama,5.1,140,2100000.0,69626.0
Germany,"Morgen, ihr Luschen! Der Ausbilder-Schmidt-Film",2008,"Action, Comedy",3.8,403,5500000.0,69666.0
USA,Take Out,2004,Drama,6.9,504,3000.0,69816.0
"Philippines, USA",Cavite,2005,Thriller,6.2,610,7000.0,70071.0
Spain,Lejos del mar,2015,"Drama, Thriller",5.1,195,2000000.0,70126.0
"France, Belgium",La route d'Istanbul,2016,"Drama, Thriller",6.1,194,2900000.0,70525.0
USA,Seasons of Gray,2013,Drama,6.7,181,500000.0,70605.0
India,Sillunu Oru Kadhal,2006,"Drama, Romance",6.9,2333,100000000.0,70627.0
"Sweden, Germany, Norway, France",Om det oändliga,2019,Drama,6.9,2212,4558000.0,70714.0
"Denmark, Norway, Sweden, Iceland",Valhalla,2019,"Adventure, Fantasy, Thriller",5.5,2258,34300000.0,70821.0
Germany,Drei Stunden,2012,"Comedy, Romance",6.2,125,530000.0,70842.0
Mexico,Todo el poder,2000,Crime,6.6,997,2000000.0,70920.0
USA,It Runs in the Family,1994,"Comedy, Family",5.6,1413,15000000.0,70936.0
Portugal,Julgamento,2007,"Drama, Thriller",6.2,225,1000000.0,70994.0
USA,Rosencrantz and Guildenstern Are Undead,2009,Comedy,5.0,734,600000.0,71007.0
Turkey,Bulanti,2015,Drama,6.3,1786,400000.0,71022.0
Germany,Stung,2015,"Action, Adventure, Comedy",5.1,4612,2500000.0,71085.0
Canada,Extraterrestrial,2014,"Action, Horror, Mystery",5.0,14530,3000000.0,71103.0
USA,New Suit,2002,Comedy,5.8,360,1000000.0,71743.0
USA,As I Lay Dying,2013,Drama,5.4,3746,5000000.0,71759.0
India,Dev,2019,"Action, Adventure, Romance",4.8,757,550000000.0,72048.0
India,Dharti,2011,"Crime, Drama, Thriller",7.1,344,50000000.0,72174.0
USA,Dorian Blues,2004,"Comedy, Drama, Romance",6.6,2327,185000.0,72234.0
UK,Iona,2015,Drama,5.2,288,1000000.0,72241.0
USA,Rebecca,1940,"Drama, Mystery, Romance",8.1,119307,1288000.0,72275.0
USA,Eye of the Dolphin,2006,"Comedy, Drama, Family",5.7,932,2500000.0,72310.0
Poland,Korowód,2007,"Drama, Romance",5.6,166,300000.0,72497.0
Canada,Icarus,2010,"Action, Drama, Thriller",5.1,3981,5000000.0,72643.0
USA,Come Away Home,2005,"Drama, Family",6.7,383,1200000.0,72810.0
"Denmark, Norway, Hungary, Czech Republic",Vildheks,2018,"Family, Fantasy",4.8,387,33000000.0,72821.0
"Germany, Austria",Nebel im August,2016,"Drama, War",7.2,1552,8000000.0,72895.0
"UK, USA",The I Inside,2004,"Mystery, Sci-Fi, Thriller",6.1,10307,8800000.0,72962.0
USA,Primal Rage,2018,"Action, Adventure, Horror",4.9,2703,415000.0,73383.0
"UK, Netherlands, France, Croatia, United Arab Emirates",Goltzius and the Pelican Company,2012,"Biography, Comedy, History",6.5,1096,2050000.0,73393.0
USA,A Four Letter Word,2007,"Comedy, Romance",5.4,831,125000.0,73445.0
USA,North by Northwest,1959,"Adventure, Mystery, Thriller",8.3,291628,3101000.0,73446.0
"Germany, USA",How to Kill Your Neighbor's Dog,2000,"Comedy, Drama",6.9,3416,7300000.0,73510.0
"Germany, Turkey",Ask ve devrim,2011,Drama,5.5,232,1000000.0,73621.0
"Bulgaria, Sweden",The Island,2011,"Drama, Romance",5.0,739,1500000.0,73676.0
"Canada, UK",The Keeper,2004,"Crime, Thriller, Drama",4.7,1613,4000000.0,73788.0
UK,Sugarhouse,2007,"Crime, Thriller",5.9,1250,650000.0,73789.0
USA,Love N' Dancing,2009,"Drama, Romance",5.4,1695,10000000.0,73848.0
Turkey,Organik Ask,2018,"Comedy, Romance",4.0,104,50000.0,74011.0
"Iran, Lebanon",The Elephant King,2017,"Animation, Adventure, Comedy",5.0,429,2000000.0,74249.0
Finland,Kuulustelu,2009,"Drama, War",6.7,290,522600.0,74297.0
Portugal,Star Crossed,2009,"Drama, Romance, Sport",5.8,438,5000000.0,74489.0
France,Hadewijch,2009,Drama,6.7,1769,4600000.0,74586.0
Romania,Lumea e a mea,2015,Drama,6.3,768,168000.0,74664.0
Canada,The Monster,2016,"Drama, Fantasy, Horror",5.4,15314,2700000.0,74700.0
USA,August Evening,2007,Drama,6.9,265,35000.0,74759.0
USA,Double Whammy,2001,"Comedy, Crime, Drama",5.7,3429,4000000.0,74926.0
USA,An Everlasting Piece,2000,Comedy,6.3,1580,14000000.0,75228.0
"USA, France",Swim Little Fish Swim,2013,"Comedy, Drama, Music",6.5,680,70000.0,75504.0
"Romania, Germany, Czech Republic, Bulgaria, France",Touch Me Not,2018,Drama,5.9,2181,1000000.0,75507.0
UK,Rollin' with the Nines,2006,"Crime, Action, Drama",5.5,1112,1600000.0,75700.0
India,Rarandoi Veduka Chudham,2017,"Action, Romance",5.6,593,150000000.0,75705.0
Spain,Afterparty,2013,Horror,3.7,639,2800000.0,75812.0
Iceland,Foreldrar,2007,Drama,7.0,297,400000.0,75853.0
Finland,Umur,2002,"Drama, Romance",5.5,257,5500000.0,75984.0
UK,Arthur's Dyke,2001,"Comedy, Drama",6.2,293,3000000.0,76065.0
Germany,Endzeit,2018,"Fantasy, Horror",5.1,477,1800000.0,76243.0
USA,After Midnight,1989,"Horror, Thriller",5.6,1598,3000000.0,76325.0
Finland,Likainen pommi,2011,Comedy,3.8,236,700000.0,76414.0
"Canada, UK, Italy",Speaking Parts,1989,"Drama, Romance",6.7,1244,350000.0,76609.0
USA,How the West Was Won,1962,Western,7.1,18210,15000000.0,76729.0
"USA, Germany","My Son, My Son, What Have Ye Done",2009,"Drama, Thriller",6.3,9422,2000000.0,76739.0
"France, Israel, USA",Apartment #5C,2002,Thriller,6.3,114,1800000.0,77028.0
Colombia,La semilla del silencio,2015,"Crime, Drama, Thriller",6.9,100,1000000.0,77096.0
USA,Breaking Upwards,2009,Romance,6.2,1315,15000.0,77389.0
"Finland, Sweden",Kid Svensk,2007,Drama,6.0,515,1900000.0,77410.0
USA,Nightlight,2015,"Horror, Thriller",4.4,1897,2000000.0,77567.0
Russia,Chto tvoryat muzhchiny! 2,2015,Comedy,3.9,1219,2000000.0,77740.0
Australia,Summer Coda,2010,"Drama, Romance",6.3,495,1000000.0,77769.0
"Belgium, Luxembourg, France",Mobile Home,2012,"Comedy, Drama",6.5,356,2900000.0,78255.0
Turkey,Bornova Bornova,2009,Drama,7.0,1885,100.0,78497.0
"France, China, Hungary",Memory of Love,2009,"Drama, Romance",6.5,102,2000000.0,78630.0
Portugal,Linhas de Sangue,2018,"Action, Comedy, Thriller",3.3,268,500.0,78649.0
USA,Fort McCoy,2011,"Drama, History, War",5.9,357,3000000.0,78948.0
Italy,Milionari,2014,"Biography, Crime, Drama",5.8,151,2000000.0,79088.0
India,Kaavalan,2011,"Action, Drama, Romance",6.7,4371,300000000.0,79185.0
USA,The Strange Case of Dr. Jekyll and Mr. Hyde,2006,"Horror, Sci-Fi",3.8,337,750000.0,79226.0
USA,Cover,2007,"Drama, Thriller",5.5,543,3600000.0,79436.0
USA,Tesla,2020,"Biography, Drama",5.1,2277,5000000.0,79603.0
USA,Camp X-Ray,2014,"Drama, War",6.9,38766,1000000.0,79624.0
Taiwan,Zong pu shi,2013,Comedy,6.5,571,70000000.0,79643.0
UK,Cleanskin,2012,"Action, Crime, Drama",6.3,19695,2000000.0,79664.0
"UK, Portugal",That Good Night,2017,Drama,6.6,382,3000000.0,79711.0
Bulgaria,Lora ot sutrin do vecher,2011,"Adventure, Comedy, Mystery",5.9,507,5000.0,79721.0
Portugal,Assim assim,2012,"Comedy, Drama",6.4,309,5000.0,79812.0
"Canada, France",Le bonheur de Pierre,2009,Comedy,5.3,270,7000000.0,79921.0
Canada,Gerontophilia,2013,"Comedy, Romance",6.3,2249,2000000.0,80038.0
USA,Inhale,2010,"Drama, Thriller",6.6,6186,10000000.0,80112.0
India,Apna Asmaan,2007,"Drama, Sci-Fi",6.3,157,20000000.0,80563.0
India,Sarvann,2017,Thriller,5.8,134,4000000.0,80623.0
Japan,Koroshiya 1,2001,"Action, Comedy, Crime",7.0,51416,1400000.0,80631.0
"South Africa, Canada",Winnie,2011,"Biography, Drama, History",6.0,755,15000000.0,80634.0
"Tunisia, Belgium, France, Qatar, Netherlands",Noura Rêve,2019,Drama,6.5,227,50000.0,80675.0
Finland,Lärjungen,2013,"Drama, Thriller",6.5,383,1600000.0,80741.0
"Canada, USA",The Row,2018,"Horror, Thriller",3.3,1224,4000000.0,80749.0
Peru,Locos de Amor,2016,"Comedy, Musical",5.6,196,750000.0,80847.0
Jordan,Captain Abu Raed,2007,Drama,7.2,1581,2000000.0,80851.0
Denmark,Comeback,2015,Comedy,4.9,238,16300000.0,81323.0
Finland,Ja saapuu oikea yö,2012,"Drama, Thriller",4.6,264,920000.0,81578.0
USA,Inkubus,2011,Horror,3.9,1090,1500000.0,81600.0
Australia,UNindian,2015,"Comedy, Drama, Romance",5.6,638,5200000.0,81633.0
USA,Ballast,2008,Drama,6.9,2202,700000.0,81864.0
"Finland, Sweden",Drakarna över Helsingfors,2001,Drama,6.1,605,11000000.0,81968.0
Italy,La gabbianella e il gatto,1998,"Animation, Comedy, Drama",7.1,1485,6000000.0,82106.0
"Romania, France, Bulgaria, Qatar",Câini,2016,"Drama, Thriller",7.1,2590,1000000.0,82144.0
UK,Demons Never Die,2011,"Horror, Thriller",4.3,1616,900000.0,82225.0
USA,Water & Power,2013,"Crime, Drama",4.9,102,600000.0,82312.0
"Germany, Israel, USA",Adam Resurrected,2008,"Drama, War",6.3,3794,10000000.0,82349.0
Australia,Picnic at Hanging Rock,1975,"Drama, Mystery",7.5,32837,440000.0,82361.0
"Romania, France",Comoara,2015,Comedy,6.7,2644,900000.0,82392.0
"Hungary, Austria, France",Taxidermia,2006,"Comedy, Drama, Horror",6.9,16226,500000000.0,82567.0
USA,At Middleton,2013,"Comedy, Romance",6.5,7702,2500000.0,82993.0
USA,Hateship Loveship,2013,"Drama, Romance",6.1,6451,5000000.0,83008.0
UK,The Lodger: A Story of the London Fog,1927,"Crime, Drama, Mystery",7.3,10024,12000.0,83260.0
South Korea,Pyega,2010,Horror,4.0,414,300000.0,83322.0
USA,The Treatment,2006,"Comedy, Drama, Romance",5.8,1037,900000.0,83354.0
USA,ABCD,1999,Drama,5.6,274,200000.0,83372.0
USA,He Was a Quiet Man,2007,"Drama, Romance, Thriller",6.8,21795,600000.0,83440.0
UK,Fools of Fortune,1990,"Drama, Romance",5.6,201,2500000.0,83490.0
USA,Zabriskie Point,1970,Drama,7.0,14307,7000000.0,83827.0
Malaysia,Upin & Ipin: Keris Siamang Tunggal,2019,Animation,7.9,440,20000000.0,83857.0
Sweden,Till det som är vackert,2010,Drama,6.9,4165,14700000.0,84013.0
"Denmark, Germany",En kort en lang,2001,"Comedy, Romance, Drama",6.0,3152,16500000.0,84168.0
Spain,Yo,2007,Drama,6.5,254,30000.0,84310.0
USA,Mozart and the Whale,2005,"Comedy, Drama, Romance",6.9,8568,12000000.0,84447.0
Germany,Das Fremde in mir,2008,Drama,6.7,316,500000.0,84544.0
USA,Primal,2019,"Action, Thriller",4.9,4212,9000000.0,84630.0
Canada,Decoys,2004,"Horror, Sci-Fi",4.6,4485,5000000.0,84733.0
Denmark,Min bedste fjende,2010,Drama,6.6,369,8300000.0,84966.0
"USA, Bahamas, France, Switzerland",King Lear,1987,"Comedy, Drama, Sci-Fi",5.7,1185,2000000.0,85018.0
USA,Deal,2008,"Comedy, Drama, Thriller",5.4,4313,5000000.0,85076.0
Russia,Kontributsiya,2016,"Adventure, History, Mystery",6.7,164,3700000.0,85193.0
USA,Dracula,1931,"Drama, Fantasy, Horror",7.5,45054,355000.0,85204.0
USA,7 Below,2012,Horror,3.1,3856,6000000.0,85226.0
France,"Wesh wesh, qu'est-ce qui se passe?",2001,Drama,6.9,195,230000.0,85249.0
"UK, Spain",Moscow Zero,2006,"Action, Drama, Horror",3.0,1649,10000000.0,85455.0
USA,Color of the Cross,2006,Drama,2.9,304,2500000.0,85802.0
"France, Belgium",JC comme Jésus Christ,2011,Comedy,4.2,156,800000.0,86419.0
"UK, USA",Sorted,2000,Thriller,6.2,1082,9000000.0,86722.0
USA,The Zodiac,2005,"Crime, Drama, Horror",5.4,6924,1000000.0,86872.0
Ukraine,Tayemnyy shchodennyk Symona Petlyury,2018,"Biography, History",6.3,129,47200000.0,86957.0
