country,original_title,year,genre,avg_vote,votes,worlwide_gross_income
USA,Crazy Heart,2009,Drama,7.2,82908,47405566.0
USA,Hard to Kill,1990,Action,5.8,26895,47410827.0
France,La belle et la bête,2014,Drama,6.4,19308,47430624.0
UK,Man on the Moon,1999,Biography,7.4,122278,47434430.0
USA,Darkness Falls,2003,Fantasy,5.0,29811,47488536.0
USA,A Walk to Remember,2002,Drama,7.4,196585,47494916.0
China,Gui lai,2014,Drama,7.2,5262,47587984.0
USA,New Jack City,1991,Action,6.7,30780,47624353.0
USA,Man on a Ledge,2012,Action,6.6,143295,47636031.0
USA,Scott Pilgrim vs. the World,2010,Action,7.5,368833,47664559.0
USA,The Fourth Kind,2009,Horror,5.9,72823,47719794.0
USA,Book of Shadows: Blair Witch 2,2000,Adventure,3.9,35248,47737094.0
USA,Phantom Thread,2017,Drama,7.5,106231,47756590.0
USA,"To Wong Foo Thanks for Everything, Julie Newmar",1995,Comedy,6.6,27865,47774193.0
USA,Look Who's Talking Too,1990,Comedy,4.7,43854,47789074.0
USA,Queen & Slim,2019,Crime,7.1,18903,47794115.0
USA,The Nanny Diaries,2007,Comedy,6.2,55357,47817020.0
USA,Midsommar,2019,Drama,7.1,176389,47903099.0
Japan,Death Note - Desu nôto: The Last Name,2006,Adventure,7.2,15369,47919757.0
USA,The Natural,1984,Drama,7.5,43216,47951979.0
USA,Single White Female,1992,Drama,6.4,31532,48017402.0
USA,Countdown,2019,Horror,5.4,21646,48021766.0
USA,The Godfather: Part II,1974,Crime,9.0,1098714,48035783.0
Germany,Zweiohrküken,2009,Comedy,5.6,7615,48039391.0
USA,The Shadow,1994,Action,6.1,22972,48063435.0
USA,21 & Over,2013,Comedy,5.8,71322,48065672.0
USA,The Preacher's Wife,1996,Comedy,5.6,10740,48102795.0
USA,Boyhood,2014,Drama,7.9,330806,48137666.0
USA,Tightrope,1984,Crime,6.3,15463,48143579.0
USA,Arthur,2011,Comedy,5.7,50331,48147945.0
USA,G.I. Jane,1997,Action,5.9,72116,48169156.0
USA,Malcolm X,1992,Biography,7.7,83487,48169910.0
USA,Charlie St. Cloud,2010,Drama,6.4,57799,48190704.0
USA,Wayne's World 2,1993,Comedy,6.2,75833,48198564.0
USA,Mask,1985,Biography,7.2,25551,48230162.0
USA,Secondhand Lions,2003,Comedy,7.5,51433,48260279.0
USA,The Last Stand,2013,Action,6.3,131686,48330757.0
USA,Tyler Perry's Boo 2! A Madea Halloween,2017,Comedy,3.8,3950,48333932.0
USA,"Girl, Interrupted",1999,Biography,7.3,160231,48350205.0
USA,Money Talks,1997,Action,6.2,27197,48407611.0
USA,The Paper,1994,Comedy,6.7,12708,48424341.0
USA,Chef,2014,Adventure,7.3,190208,48428048.0
USA,9,2009,Animation,7.1,131029,48428063.0
USA,Mr. Brooks,2007,Crime,7.3,141465,48443734.0
USA,Homefront,2013,Action,6.5,105123,48449416.0
USA,Magnolia,1999,Drama,8.0,284687,48451803.0
USA,Logan Lucky,2017,Comedy,7.0,124465,48453605.0
USA,Her,2013,Drama,8.0,523975,48517427.0
USA,Fat Albert,2004,Animation,4.3,11114,48551322.0
USA,Shutter,2008,Horror,5.2,31960,48555306.0
UK,The Last King of Scotland,2006,Biography,7.7,172843,48618191.0
UK,Concussion,2015,Biography,7.1,84587,48623572.0
USA,How Do You Know,2010,Comedy,5.4,45573,48668907.0
USA,Mother's Day,2016,Comedy,5.7,32022,48782670.0
USA,Isn't It Romantic,2019,Comedy,5.9,60192,48791187.0
China,Ji qi zhi xue,2017,Action,5.2,8061,48825526.0
UK,The Woman in Black 2: Angel of Death,2014,Drama,4.8,26143,48854305.0
USA,Push,2009,Action,6.1,104508,48858618.0
USA,Darkman,1990,Action,6.4,57296,48878502.0
USA,Addams Family Values,1993,Comedy,6.7,77026,48919043.0
USA,Trouble with the Curve,2012,Drama,6.8,59171,48963137.0
South Korea,Bereullin,2013,Action,6.6,6399,48979656.0
USA,Whiplash,2014,Drama,8.5,690732,48983260.0
USA,Little,2019,Comedy,5.4,9887,48987096.0
USA,Cobra,1986,Action,5.8,66141,49042224.0
USA,Death at a Funeral,2010,Comedy,5.7,46189,49050886.0
UK,Florence Foster Jenkins,2016,Biography,6.8,49593,49052787.0
USA,The Deer Hunter,1978,Drama,8.1,304371,49074243.0
USA,The 'Burbs,1989,Comedy,6.9,66581,49101993.0
USA,Bugsy,1991,Biography,6.8,25628,49114016.0
USA,The Hurt Locker,2008,Drama,7.6,414225,49230772.0
USA,Entourage,2015,Comedy,6.6,75015,49263404.0
Japan,Wan pisu firumu: sutorongu warudo,2009,Animation,7.6,4397,49271461.0
USA,Capote,2005,Biography,7.3,123349,49327405.0
USA,The Black Dahlia,2006,Crime,5.6,70639,49332692.0
USA,The New World,2005,Biography,6.7,81800,49334775.0
USA,National Lampoon's European Vacation,1985,Adventure,6.2,56808,49364621.0
USA,A Nightmare on Elm Street 4: The Dream Master,1988,Horror,5.7,48709,49369899.0
USA,Shampoo,1975,Comedy,6.3,10778,49407734.0
USA,The Grudge,2020,Horror,4.2,17156,49511319.0
Hong Kong,Cheung gong 7 hou,2008,Comedy,6.4,14235,49529913.0
USA,"Planes, Trains & Automobiles",1987,Comedy,7.6,119337,49530280.0
USA,Death Wish,2018,Action,6.4,61564,49562710.0
UK,Revenge of the Pink Panther,1978,Comedy,6.7,19747,49579269.0
France,Demain tout commence,2016,Comedy,7.4,21518,49619118.0
USA,The Island of Dr. Moreau,1996,Horror,4.6,30577,49627779.0
USA,Raising Helen,2004,Comedy,6.0,35049,49718611.0
Japan,Bakemono no ko,2015,Animation,7.7,19578,49768644.0
USA,This Christmas,2007,Comedy,6.3,8102,49778552.0
USA,She's Out of My League,2010,Comedy,6.4,124762,49779728.0
USA,Major League,1989,Comedy,7.2,60804,49797148.0
USA,Pleasantville,1998,Comedy,7.5,119604,49805462.0
UK,Notes on a Scandal,2006,Crime,7.4,73731,49814392.0
USA,Popeye,1980,Adventure,5.3,28860,49823037.0
Japan,Space Battleship Yamato,2010,Action,6.1,5782,49827298.0
USA,The Switch,2010,Comedy,6.1,95518,49843011.0
South Korea,Gok-seong,2016,Horror,7.4,46987,49851770.0
USA,Winnie the Pooh,2011,Animation,7.2,21288,49871429.0
China,21 Bridges,2019,Action,6.6,37738,49939757.0
USA,Drillbit Taylor,2008,Action,5.7,57547,49944325.0
France,La ch'tite famille,2018,Comedy,5.7,3252,49954866.0
USA,Harry and the Hendersons,1987,Comedy,6.0,30666,49998613.0
USA,Dog Day Afternoon,1975,Biography,8.0,230684,50000000.0
USA,The Women,2008,Comedy,5.0,20131,50007546.0
USA,A Walk in the Clouds,1995,Drama,6.7,30986,50008143.0
USA,When a Man Loves a Woman,1994,Drama,6.6,19919,50021959.0
USA,Uncut Gems,2019,Crime,7.4,199124,50023780.0
USA,The Replacements,2000,Comedy,6.6,57265,50054511.0
USA,Absolute Power,1997,Action,6.7,49366,50068310.0
USA,Little Women,1994,Drama,7.3,50314,50083616.0
USA,National Security,2003,Action,5.6,46994,50097949.0
France,Le placard,2001,Comedy,7.0,16401,50104745.0
France,Sur la piste du Marsupilami,2012,Adventure,5.5,3507,50146474.0
USA,Breakdown,1997,Crime,6.9,48061,50159144.0
USA,Angels in the Outfield,1994,Comedy,6.2,28606,50236831.0
USA,Natural Born Killers,1994,Action,7.3,212615,50282766.0
UK,A View to a Kill,1985,Action,6.4,86238,50327960.0
Russia,Nochnoy dozor,2004,Action,6.4,51876,50336279.0
USA,Red Tails,2012,Action,5.9,33033,50365498.0
USA,Just Mercy,2019,Biography,7.6,37753,50401502.0
USA,The Four Seasons,1981,Comedy,6.9,3886,50427646.0
USA,Breakthrough,2019,Biography,6.2,7728,50444358.0
USA,About Last Night,2014,Comedy,6.1,22306,50445860.0
Germany,Kokowääh,2011,Comedy,6.3,9107,50448784.0
Japan,Dragon Ball Z: Doragon bôru Z - Kami to Kami,2013,Animation,7.2,25818,50461371.0
USA,Alpha and Omega,2010,Animation,5.2,13152,50507267.0
USA,You Got Served,2004,Drama,3.9,25698,50576805.0
South Korea,Choi-jong-byeong-gi hwal,2011,Action,7.2,10967,50587661.0
USA,Fever Pitch,2005,Comedy,6.2,41815,50605163.0
USA,Mighty Joe Young,1998,Action,5.6,27219,50632037.0
USA,Diary of a Mad Black Woman,2005,Comedy,5.8,13413,50652203.0
USA,Bride of Chucky,1998,Comedy,5.4,51234,50688658.0
USA,The Crow,1994,Action,7.6,163631,50693129.0
USA,What a Girl Wants,2003,Comedy,5.8,58492,50732139.0
USA,A Bridge Too Far,1977,Drama,7.4,50793,50750000.0
USA,The Mighty Ducks,1992,Comedy,6.5,57227,50752337.0
USA,The Skulls,2000,Action,5.6,30618,50802120.0
France,Coco avant Chanel,2009,Biography,6.7,38266,50812934.0
USA,Team America: World Police,2004,Action,7.2,157558,50826898.0
USA,Something to Talk About,1995,Comedy,5.7,12474,50865589.0
France,Unleashed,2005,Action,7.0,97546,50871113.0
USA,Bull Durham,1988,Comedy,7.1,46819,50888729.0
USA,Red Dawn,2012,Action,5.4,72610,50950296.0
Germany,Just Friends,2005,Comedy,6.2,104040,51024243.0
USA,Magic in the Moonlight,2014,Comedy,6.5,62932,51029361.0
USA,Silver Streak,1976,Action,6.9,17442,51079064.0
South Korea,Sseo-ni,2011,Comedy,7.8,4963,51116421.0
USA,Naked Gun 33 1/3: The Final Insult,1994,Comedy,6.5,95312,51132598.0
USA,Hollywood Homicide,2003,Action,5.3,35501,51142659.0
UK,Goldfinger,1964,Action,7.7,168759,51160174.0
Sweden,Hundraåringen som klev ut genom fönstret och försvann,2013,Adventure,7.1,37638,51167572.0
UK,The Living Daylights,1987,Action,6.7,86829,51185897.0
USA,Defiance,2008,Action,7.2,136013,51262751.0
USA,The Love Bug,1968,Comedy,6.5,14011,51264000.0
India,Simmba,2018,Action,5.9,15100,51329472.0
USA,Meet Dave,2008,Adventure,5.0,37879,51339567.0
USA,Mortal Kombat: Annihilation,1997,Action,3.7,45886,51376861.0
USA,Hot Pursuit,2015,Action,5.1,47616,51380201.0
USA,I Spy,2002,Action,5.4,48535,51386477.0
USA,Breaking In,2018,Action,5.4,13606,51411620.0
Australia,Daybreakers,2009,Action,6.4,120928,51417188.0
USA,The Breakfast Club,1985,Comedy,7.9,348873,51538286.0
USA,College Road Trip,2008,Adventure,4.3,15185,51549674.0
USA,Sleeping Beauty,1959,Animation,7.2,132245,51600000.0
USA,Biloxi Blues,1988,Comedy,6.6,14048,51684798.0
USA,Doubt,2008,Drama,7.5,119838,51699984.0
USA,The French Connection,1971,Action,7.7,107402,51700000.0
USA,The China Syndrome,1979,Drama,7.4,26456,51718367.0
USA,I Can Do Bad All by Myself,2009,Comedy,4.5,9448,51733921.0
USA,Slender Man,2018,Horror,3.2,27028,51738549.0
USA,The Texas Chainsaw Massacre: The Beginning,2006,Horror,5.8,66836,51764406.0
USA,Enough,2002,Crime,5.8,38833,51806184.0
USA,Blue Crush,2002,Drama,5.7,29718,51843679.0
Germany,Hanging Up,2000,Comedy,4.9,11693,51880044.0
USA,Jaws: The Revenge,1987,Adventure,3.0,40392,51881013.0
Germany,Konferenz der Tiere,2010,Animation,4.9,5845,51883642.0
China,Di renjie: Tong tian di guo,2010,Action,6.6,10382,51899269.0
USA,Amadeus,1984,Biography,8.3,361028,52066791.0
UK,Primary Colors,1998,Comedy,6.6,27014,52090187.0
USA,Teen Titans Go! To the Movies,2018,Animation,6.8,15797,52090236.0
USA,Awakenings,1990,Biography,7.8,120743,52096475.0
USA,The Finest Hours,2016,Action,6.8,60434,52099090.0
USA,Elizabethtown,2005,Comedy,6.4,66652,52164016.0
Hong Kong,Patriots Day,2016,Action,7.4,87984,52185751.0
USA,Star Trek V: The Final Frontier,1989,Action,5.5,55036,52210049.0
USA,One Hour Photo,2002,Drama,6.8,112856,52223306.0
USA,Funny Girl,1968,Biography,7.4,18998,52224263.0
USA,Stand by Me,1986,Adventure,8.1,355780,52287414.0
USA,The Color of Money,1986,Drama,7.0,72856,52293982.0
USA,Dragonfly,2002,Drama,6.1,36319,52323400.0
France,Arthur et la vengeance de Maltazard,2009,Animation,5.3,8117,52377611.0
USA,The Night Before,2015,Comedy,6.4,63398,52395996.0
USA,The Boy Next Door,2015,Horror,4.7,37341,52425855.0
South Korea,Teo-neol,2016,Action,6.9,6736,52444295.0
USA,King Ralph,1991,Comedy,5.3,14949,52487045.0
USA,Wild,2014,Biography,7.1,117835,52501541.0
USA,King Kong,1976,Adventure,5.9,29113,52614445.0
Japan,Rurôni Kenshin: Kyôto taika-hen,2014,Action,7.6,11579,52696176.0
India,Prem Ratan Dhan Payo,2015,Action,4.5,17055,52715771.0
UK,Gandhi,1982,Biography,8.0,215222,52767889.0
France,From Paris with Love,2010,Action,6.5,111044,52844496.0
USA,Pooh's Heffalump Movie,2005,Animation,6.4,6302,52858433.0
USA,Untraceable,2008,Crime,6.2,46812,52933513.0
South Korea,Beomjoidosi,2017,Action,7.2,3947,52946454.0
USA,Big Fat Liar,2002,Adventure,5.4,34583,52970014.0
USA,Delivery Man,2013,Comedy,6.4,74038,53120346.0
USA,Temptation: Confessions of a Marriage Counselor,2013,Drama,5.0,11334,53143144.0
USA,Pitch Black,2000,Action,7.1,222655,53187659.0
USA,Arachnophobia,1990,Comedy,6.4,61907,53208180.0
USA,3 Days to Kill,2014,Action,6.2,85826,53260230.0
France,Papillon,1973,Biography,8.0,119445,53267000.0
USA,Radio,2003,Biography,6.9,37674,53293628.0
France,Les petits mouchoirs,2010,Comedy,7.1,23441,53319615.0
USA,Æon Flux,2005,Action,5.5,122927,53321673.0
USA,Sinister 2,2015,Horror,5.3,46909,53329150.0
Germany,Das perfekte Geheimnis,2019,Comedy,6.7,2864,53347069.0
USA,A Madea Christmas,2013,Comedy,4.9,5734,53396635.0
USA,RoboCop,1987,Action,7.5,228279,53424681.0
France,Supercondriaque,2014,Comedy,6.0,7661,53425036.0
USA,Bounce,2000,Drama,5.7,19816,53425292.0
USA,10 Things I Hate About You,1999,Comedy,7.3,289989,53485989.0
UK,Tenet,2020,Action,7.9,60922,53600000.0
USA,Stranger Than Fiction,2006,Comedy,7.5,215310,53653224.0
Germany,Sabrina,1995,Comedy,6.3,35970,53672080.0
South Korea,1987,2017,Drama,7.7,3462,53833618.0
USA,Tin Cup,1996,Comedy,6.4,45385,53854588.0
USA,Long Shot,2019,Comedy,6.8,88321,53873809.0
Austria,The Three Musketeers,1993,Action,6.4,49711,53898845.0
Hong Kong,Peppermint,2018,Action,6.5,49016,53918723.0
UK,"I, Tonya",2017,Biography,7.5,173259,53939297.0
USA,The Verdict,1982,Drama,7.7,35076,53993738.0
UK,Nine,2009,Drama,5.8,42046,54004950.0
USA,The Five-Year Engagement,2012,Comedy,6.2,91624,54169363.0
USA,La Bamba,1987,Biography,6.9,27891,54215416.0
USA,Domestic Disturbance,2001,Crime,5.6,24178,54249294.0
UK,Mickey Blue Eyes,1999,Comedy,5.8,34502,54264342.0
USA,Varsity Blues,1999,Comedy,6.5,41256,54294169.0
USA,No Good Deed,2014,Action,5.6,17768,54323210.0
USA,No Escape,2015,Action,6.8,76481,54418872.0
South Korea,Mil-jeong,2016,Action,7.1,8059,54491162.0
Japan,Neko no ongaeshi,2002,Animation,7.2,46961,54505478.0
USA,Milk,2008,Biography,7.5,162475,54589558.0
UK,Early Man,2018,Animation,6.1,18566,54622814.0
USA,The Hot Chick,2002,Comedy,5.5,88605,54639553.0
USA,"Good Night, and Good Luck.",2005,Biography,7.4,93108,54641191.0
USA,Small Soldiers,1998,Action,6.2,90196,54682547.0
USA,Open Water,2003,Adventure,5.7,50370,54683487.0
USA,The Punisher,2004,Action,6.4,147837,54700105.0
USA,Driven,2001,Action,4.6,38891,54744738.0
USA,Ordinary People,1980,Drama,7.7,45733,54766923.0
USA,The Crazies,2010,Horror,6.5,110013,54806823.0
UK,For Your Eyes Only,1981,Action,6.8,89899,54812802.0
USA,The Three Stooges,2012,Comedy,5.1,29609,54819301.0
USA,Doc Hollywood,1991,Comedy,6.2,32494,54830779.0
USA,St. Vincent,2014,Comedy,7.2,94385,54837234.0
Japan,Yôgisha X no kenshin,2008,Crime,7.5,2747,54846110.0
USA,The Money Pit,1986,Comedy,6.4,50889,54999651.0
Japan,Ookami kodomo no Ame to Yuki,2012,Animation,8.1,37177,54999779.0
USA,Analyze That,2002,Comedy,5.9,81387,55003135.0
USA,Downsizing,2017,Drama,5.7,95518,55003890.0
Turkey,Veda,2010,Biography,7.2,6521,55024621.0
USA,Barbershop: The Next Cut,2016,Comedy,5.9,14095,55030051.0
USA,We Own the Night,2007,Crime,6.8,83790,55033767.0
USA,Halloween H20: 20 Years Later,1998,Horror,5.8,64768,55041738.0
USA,The Messengers,2007,Horror,5.4,37763,55060212.0
USA,End of Watch,2012,Action,7.6,224496,55078146.0
USA,The Ant Bully,2006,Animation,5.8,36386,55181129.0
USA,Extremely Loud & Incredibly Close,2011,Adventure,6.9,96631,55247881.0
USA,Rugrats Go Wild,2003,Animation,5.6,7546,55250496.0
UK,Waking Ned,1998,Comedy,7.3,24727,55257450.0
USA,The Mothman Prophecies,2002,Drama,6.4,74427,55305279.0
Canada,Silent Hill: Revelation,2012,Fantasy,5.0,59539,55362705.0
USA,What Dreams May Come,1998,Drama,7.1,100846,55382927.0
USA,Lawless,2012,Crime,7.3,224295,55404207.0
UK,Never Say Never Again,1983,Action,6.2,59855,55432841.0
USA,Spanglish,2004,Comedy,6.4,77478,55470154.0
USA,Great Expectations,1998,Drama,6.9,50455,55494066.0
USA,Out of Time,2003,Crime,6.5,56049,55495563.0
USA,The Lizzie McGuire Movie,2003,Adventure,5.5,35161,55534455.0
USA,Police Academy 2: Their First Assignment,1985,Comedy,5.8,50490,55600000.0
USA,Cop Out,2010,Action,5.6,84584,55611001.0
Russia,Ironiya sudby. Prodolzhenie,2007,Comedy,4.9,3283,55639741.0
USA,All Eyez on Me,2017,Biography,5.8,20641,55668698.0
USA,Pay It Forward,2000,Drama,7.2,111363,55707411.0
USA,Dragonball Evolution,2009,Action,2.5,69279,55720772.0
USA,Dallas Buyers Club,2013,Biography,8.0,430111,55736588.0
Hong Kong,Fung bou,2013,Action,6.2,2549,55754766.0
USA,Why Did I Get Married?,2007,Comedy,5.9,11974,55862886.0
South Korea,Gongjo,2017,Action,6.5,2415,55972241.0
UK,"Definitely, Maybe",2008,Comedy,7.1,152790,55990299.0
USA,The Odd Life of Timothy Green,2012,Comedy,6.6,44458,56012642.0
USA,Remember Me,2010,Drama,7.1,135572,56032889.0
USA,Kicking & Screaming,2005,Comedy,5.6,35628,56070433.0
UK,Eastern Promises,2007,Action,7.6,223914,56107312.0
Mexico,Frida,2002,Biography,7.4,79690,56298474.0
Germany,Lucky Number Slevin,2006,Crime,7.7,296787,56308881.0
USA,15 Minutes,2001,Action,6.1,47946,56359980.0
USA,The Big Chill,1983,Comedy,7.2,32192,56399659.0
USA,The Big Sick,2017,Comedy,7.5,117533,56411585.0
Germany,Wickie und die starken Männer,2009,Action,5.5,2849,56487596.0
USA,Cradle 2 the Grave,2003,Action,5.8,40829,56489558.0
USA,Rookie of the Year,1993,Comedy,6.1,24604,56500758.0
USA,Tombstone,1993,Action,7.8,123144,56505065.0
USA,Guess Who's Coming to Dinner,1967,Comedy,7.8,38349,56666667.0
USA,Into the Wild,2007,Adventure,8.1,560692,56674477.0
USA,A Civil Action,1998,Drama,6.6,27052,56709981.0
USA,Murder by Numbers,2002,Crime,6.2,52231,56714147.0
USA,Zoolander 2,2016,Action,4.7,63610,56722693.0
USA,Lake Placid,1999,Action,5.7,53857,56870414.0
Canada,Elektra,2005,Action,4.7,86112,56995646.0
USA,All the Money in the World,2017,Biography,6.8,71290,56996304.0
USA,Beaches,1988,Comedy,7.0,22834,57041866.0
USA,Annie,1982,Comedy,6.6,39050,57059003.0
USA,The 15:17 to Paris,2018,Biography,5.2,27885,57076286.0
UK,Killer Elite,2011,Action,6.4,122289,57084522.0
USA,Predator 2,1990,Action,6.3,143605,57120318.0
UK,The Descent,2005,Adventure,7.2,196964,57130027.0
Japan,Unlawful Entry,1992,Crime,6.3,14381,57138719.0
USA,She's the Man,2006,Comedy,6.3,143564,57194667.0
USA,Prom Night,2008,Horror,3.9,33369,57197876.0
USA,Walking Tall,2004,Action,6.3,69624,57223890.0
UK,Smokin' Aces,2006,Action,6.7,136130,57232879.0
USA,Willow,1988,Action,7.3,98910,57269863.0
Germany,The Physician,2013,Adventure,7.2,35784,57284237.0
USA,Sister Act 2: Back in the Habit,1993,Comedy,5.6,47959,57319029.0
USA,The Quest,1996,Action,5.6,23779,57400547.0
USA,The Beverly Hillbillies,1993,Comedy,5.0,17093,57405220.0
France,L'arnacoeur,2010,Comedy,6.7,24996,57457528.0
USA,Pet Sematary,1989,Fantasy,6.6,92050,57469467.0
USA,The Mist,2007,Horror,7.1,275928,57470220.0
USA,Derailed,2005,Crime,6.6,70124,57479076.0
USA,Commando,1985,Action,6.7,143443,57491000.0
USA,Boyz n the Hood,1991,Crime,7.8,121709,57529070.0
USA,Drumline,2002,Comedy,5.8,32583,57588485.0
USA,Ready or Not,2019,Comedy,6.8,96190,57615777.0
Argentina,Diarios de motocicleta,2004,Adventure,7.8,95403,57663224.0
USA,Cellular,2004,Action,6.5,91946,57678321.0
USA,That's My Boy,2012,Comedy,5.5,89159,57719093.0
USA,Heartbreakers,2001,Comedy,6.2,50857,57756408.0
Switzerland,Cleopatra,1963,Biography,7.0,28653,57777778.0
France,Nine Lives,2016,Comedy,5.3,20493,57814445.0
USA,Dolphin Tale 2,2014,Drama,6.4,8175,57824533.0
USA,Snitch,2013,Action,6.4,81909,57824674.0
USA,Aliens in the Attic,2009,Adventure,5.4,20448,57881056.0
USA,Throw Momma from the Train,1987,Comedy,6.3,32873,57915972.0
USA,Sky Captain and the World of Tomorrow,2004,Action,6.0,80904,57947036.0
USA,Marked for Death,1990,Action,6.0,19326,57968936.0
USA,The Eye,2008,Drama,5.4,50924,58010320.0
USA,Demolition Man,1993,Action,6.7,155477,58055768.0
UK,Doom,2005,Action,5.2,105058,58072119.0
USA,Must Love Dogs,2005,Comedy,5.9,30272,58231520.0
USA,Little Nicky,2000,Comedy,5.3,96432,58292295.0
Canada,Are We Done Yet?,2007,Comedy,4.2,19346,58388068.0
France,The Ninth Gate,1999,Mystery,6.7,164019,58401898.0
USA,The Tree of Life,2011,Drama,6.8,165385,58409247.0
USA,Monster,2003,Biography,7.3,133240,58469210.0
Germany,7 Zwerge,2004,Comedy,4.8,5468,58477595.0
USA,Invincible,2006,Biography,7.1,64773,58480828.0
USA,Jack,1996,Comedy,5.8,55279,58620973.0
USA,"Honey, I Blew Up the Kid",1992,Adventure,4.9,40421,58662452.0
USA,Agent Cody Banks,2003,Action,5.1,32493,58795814.0
Hong Kong,Chak daan juen ga,2017,Action,6.3,2436,58815633.0
USA,A Walk Among the Tombstones,2014,Action,6.5,110683,58834384.0
USA,The Blue Lagoon,1980,Adventure,5.8,61645,58853106.0
USA,Under the Tuscan Sun,2003,Comedy,6.8,46445,58878723.0
USA,The Story of Us,1999,Comedy,6.0,21313,58900031.0
South Korea,Soo-sang-han geun-yeo,2014,Comedy,7.3,2698,58940254.0
USA,The Gift,2015,Drama,7.0,135834,58980521.0
China,Molly's Game,2017,Biography,7.4,133677,59284015.0
UK,Chariots of Fire,1981,Biography,7.2,53556,59303359.0
USA,Jeepers Creepers,2001,Horror,6.2,108760,59371303.0
USA,One Day,2011,Drama,7.0,135709,59389433.0
USA,Rock of Ages,2012,Comedy,5.9,72817,59418613.0
USA,The Flintstones in Viva Rock Vegas,2000,Comedy,3.6,21224,59468275.0
USA,My Girl,1991,Comedy,6.9,70563,59489799.0
USA,The Last Boy Scout,1991,Action,7.0,91229,59509925.0
UK,Quartet,2012,Comedy,6.8,18867,59520298.0
USA,Fletch,1985,Comedy,6.9,46684,59612888.0
USA,Good Luck Chuck,2007,Comedy,5.6,84719,59768495.0
USA,Next Friday,2000,Comedy,6.2,36064,59827328.0
Canada,Bombshell,2019,Biography,6.8,69641,59863792.0
Russia,Dvizhenie vverkh,2017,Drama,6.6,4308,59884129.0
USA,Jungle 2 Jungle,1997,Comedy,5.2,22431,59927618.0
Hong Kong,Adrift,2018,Action,6.6,43834,59945012.0
USA,Keeping the Faith,2000,Comedy,6.3,49326,59945183.0
UK,Superman III,1983,Action,5.0,63179,59950623.0
USA,Son of the Mask,2005,Comedy,2.2,51673,59981548.0
USA,Morning Glory,2010,Comedy,6.5,72068,60040976.0
USA,Beautiful Creatures,2013,Drama,6.1,83008,60052138.0
USA,Spies Like Us,1985,Adventure,6.5,43314,60088980.0
France,Les rivières pourpres,2000,Crime,6.9,57008,60103680.0
USA,A Haunted House,2013,Comedy,5.0,42932,60159584.0
USA,Chain Reaction,1996,Action,5.7,47262,60209334.0
USA,The International,2009,Action,6.5,90126,60253843.0
India,3 Idiots,2009,Comedy,8.4,332217,60262836.0
USA,The Perfect Guy,2015,Crime,5.6,9645,60273173.0
USA,The Insider,1999,Biography,7.8,157061,60289912.0
USA,Secretariat,2010,Biography,7.2,26028,60321861.0
USA,Scrooged,1988,Comedy,7.0,83168,60328558.0
USA,My Little Pony: The Movie,2017,Animation,6.1,5834,60330833.0
France,The Ghost Writer,2010,Drama,7.2,154364,60331447.0
USA,21 Grams,2003,Crime,7.7,221361,60427839.0
Japan,Evangelion Shin Gekijôban: Kyu,2012,Animation,7.0,9441,60504045.0
USA,Kiss the Girls,1997,Crime,6.6,64386,60527873.0
USA,Fargo,1996,Crime,8.1,600952,60611975.0
USA,The Good Son,1993,Drama,6.4,35801,60613008.0
USA,The Fly,1986,Drama,7.6,155577,60632088.0
USA,Why Did I Get Married Too?,2010,Comedy,4.7,8960,60673972.0
USA,The Wild Thornberrys Movie,2002,Animation,5.6,13880,60694737.0
USA,(500) Days of Summer,2009,Comedy,7.7,464451,60722734.0
France,Taxi 2,2000,Action,6.5,50362,60726164.0
USA,127 Hours,2010,Biography,7.5,342311,60738797.0
Italy,Che bella giornata,2011,Comedy,6.3,4651,60756040.0
Germany,Zoolander,2001,Comedy,6.5,242549,60780981.0
UK,Kick-Ass 2,2013,Action,6.5,250881,60795985.0
USA,Snatched,2017,Action,4.5,32551,60845711.0
USA,Harlem Nights,1989,Comedy,6.1,19829,60864870.0
USA,Clueless,1995,Comedy,6.8,178118,60895179.0
USA,Marie Antoinette,2006,Biography,6.4,98715,60917189.0
UK,The Omen,1976,Horror,7.5,104815,60922980.0
USA,Ma,2019,Horror,5.6,36323,61105672.0
USA,My Super Ex-Girlfriend,2006,Comedy,5.1,61024,61108981.0
USA,Crossroads,2002,Comedy,3.5,38047,61141030.0
USA,Gorillas in the Mist: The Story of Dian Fossey,1988,Biography,7.0,23566,61149479.0
USA,The Walk,2015,Adventure,7.3,117458,61181942.0
USA,Misery,1990,Drama,7.8,179295,61276872.0
USA,The Legend of Hercules,2014,Action,4.2,52067,61279452.0
USA,In Good Company,2004,Comedy,6.4,53136,61315215.0
France,Astérix & Obélix: Au service de sa Majesté,2012,Adventure,5.3,13187,61319383.0
Canada,A History of Violence,2005,Drama,7.4,220412,61385065.0
USA,National Lampoon's Vacation,1983,Adventure,7.4,94090,61399552.0
Japan,Kokuriko-zaka kara,2011,Animation,7.4,33034,61459425.0
USA,Flatliners,1990,Drama,6.6,78722,61489265.0
USA,Krampus,2015,Comedy,6.1,60237,61548707.0
Germany,Ninja Assassin,2009,Action,6.3,67257,61601280.0
UK,Woman in Gold,2015,Biography,7.3,52634,61619773.0
USA,"Everything, Everything",2017,Drama,6.4,31590,61621140.0
China,Bai She: Yuan Qi,2019,Animation,7.0,2195,61631776.0
