country,original_title,year,genre,avg_vote,votes,worlwide_gross_income
UK,Christine,2016,Biography,6.9,13011,313465.0
UK,Beautiful Creatures,2000,Comedy,5.9,3417,313768.0
USA,The Music of Chance,1993,Drama,7.1,2078,313967.0
Ireland,Adam & Paul,2004,Comedy,7.1,2889,313973.0
USA,Time Out of Mind,2014,Drama,5.7,3859,314082.0
India,Pukar,2000,Action,6.8,2164,314701.0
India,What's Your Raashee?,2009,Comedy,4.6,2540,314881.0
UK,Message from the King,2016,Action,6.4,11778,315132.0
India,Action Jackson,2014,Action,3.3,3196,315609.0
Spain,El árbol de la sangre,2018,Drama,6.4,2200,315750.0
Sweden,Under solen,1998,Drama,6.6,2267,316020.0
India,Dil Chahta Hai,2001,Comedy,8.1,65502,316221.0
India,Jolly LLB,2013,Comedy,7.5,16951,316863.0
Georgia,5 Days of War,2011,Action,5.6,13403,316944.0
New Zealand,6 Days,2017,Action,6.2,17469,316946.0
Italy,L'uomo in più,2001,Comedy,7.2,2495,317231.0
Turkey,Günah Keçisi,2011,Action,5.6,2091,317411.0
France,Sauvage,2018,Drama,7.0,3584,317536.0
Canada,Inch'Allah,2012,Drama,6.9,2406,317656.0
Denmark,Domino,2019,Action,4.4,4137,317776.0
UK,Eliminators,2016,Action,5.5,3591,317827.0
USA,Today's Special,2009,Comedy,6.6,6239,317831.0
Russia,(M)uchenik,2016,Drama,6.8,4666,318123.0
Turkey,Baskin,2015,Horror,5.8,8680,318155.0
Japan,Kairo,2001,Horror,6.5,16076,318451.0
USA,The Yellow Handkerchief,2008,Drama,6.7,8109,318623.0
UK,Beats,2019,Comedy,7.1,2642,318710.0
USA,Telling Lies in America,1997,Drama,6.2,2079,318809.0
Spain,Dans la ville de Sylvia,2007,Drama,6.9,2317,319032.0
USA,The English Teacher,2013,Comedy,5.8,11775,320013.0
USA,TerrorVision,1986,Comedy,5.7,6264,320256.0
Hong Kong,Chun gwong cha sit,1997,Drama,7.8,21543,320319.0
India,Geetha Govindam,2018,Drama,7.7,9321,320366.0
Bulgaria,Acts of Vengeance,2017,Action,5.7,9624,320705.0
USA,The Weight of Water,2000,Crime,5.9,8852,321279.0
Canada,The Colony,2013,Action,5.3,42548,321310.0
France,L'ennemi public n°1,2008,Action,7.5,28005,321353.0
USA,The Trust,2016,Crime,5.4,17382,321650.0
France,Nocturama,2016,Drama,6.5,4199,321768.0
USA,The Hamiltons,2006,Drama,5.1,8376,321875.0
USA,Dark Ride,2006,Horror,4.6,5971,321875.0
UK,In This World,2002,Drama,7.3,4052,322097.0
USA,Tenderness,2009,Crime,5.5,7524,322189.0
South Korea,Book chon bang hyang,2011,Comedy,7.0,2109,322348.0
Japan,Shichinin no samurai,1954,Action,8.6,307958,322773.0
Italy,House of Cards,1993,Drama,6.3,2531,322871.0
France,The Cement Garden,1993,Drama,7.1,4383,322975.0
Germany,Winterschläfer,1997,Drama,7.2,4285,323041.0
USA,Damsel,2018,Comedy,5.6,3433,323235.0
Italy,The Poison Rose,2019,Thriller,4.7,5357,323754.0
Canada,10 Minutes Gone,2019,Action,3.6,2221,323989.0
France,Les enfants du marais,1999,Comedy,7.4,2738,324006.0
India,Baadshaho,2017,Action,4.9,4197,324015.0
USA,Welcome to New York,2014,Drama,5.4,3460,324253.0
Australia,Red Hill,2010,Thriller,6.4,8115,324424.0
Iraq,My Sweet Pepper Land,2013,Drama,7.0,2109,324440.0
Pakistan,Teefa in Trouble,2018,Action,7.3,3157,324633.0
Spain,Juan de los muertos,2011,Action,6.4,9693,324834.0
Netherlands,The Human Centipede (First Sequence),2009,Horror,4.4,71795,325113.0
UK,Gone,2006,Drama,5.4,3857,325630.0
USA,Lucy in the Sky,2019,Drama,4.8,4742,325950.0
India,Ko,2011,Action,7.8,4796,326238.0
France,Presque rien,2000,Drama,6.7,4720,326484.0
Denmark,Return to Sender,2004,Drama,6.4,2364,326563.0
Egypt,Welad el-Amm,2009,Action,7.3,4821,327101.0
India,Gold,2018,Drama,7.3,11028,327919.0
Turkey,Limonata,2015,Comedy,7.5,11747,328039.0
South Korea,Samaria,2004,Drama,7.1,12853,328161.0
India,Ladies vs. Ricky Bahl,2011,Comedy,6.0,8600,328870.0
Canada,Kissed,1996,Drama,6.4,3500,329211.0
Italy,Welcome Home,2018,Thriller,5.2,5517,331704.0
India,Shamitabh,2015,Drama,6.8,6803,331821.0
India,Zinda,2006,Action,4.9,3168,332491.0
UK,Redirected,2014,Action,6.6,33246,332537.0
UK,Don't Hang Up,2016,Horror,5.6,12070,332571.0
Canada,The Assignment,1997,Action,6.9,8726,332597.0
USA,Fun Mom Dinner,2017,Comedy,5.2,4607,332886.0
UK,Marriage Story,2019,Comedy,8.0,227338,333686.0
UK,Welcome to Sarajevo,1997,Drama,6.8,6820,334319.0
USA,Roger Corman's Frankenstein Unbound,1990,Drama,5.5,3481,334748.0
India,24,2016,Action,7.8,15975,336771.0
USA,Dark Horse,2011,Comedy,5.9,5572,337150.0
UK,The Brides of Dracula,1960,Horror,6.7,6554,337833.0
India,Laal Kaptaan,2019,Action,7.3,3369,338088.0
Mexico,Somos lo que hay,2010,Drama,5.7,4497,338166.0
USA,Palm Springs,2020,Comedy,7.4,44712,338427.0
USA,Chaos Theory,2008,Comedy,6.7,31317,338440.0
France,La dame dans l'auto avec des lunettes et un fusil,2015,Drama,5.5,2440,339461.0
UK,Total Eclipse,1995,Biography,6.6,13052,340139.0
Sweden,"Tsatsiki, morsan och polisen",1999,Drama,5.8,2524,340968.0
Serbia,Cetvrti covek,2007,Action,7.3,3878,341488.0
India,The Dirty Picture,2011,Biography,6.6,8537,341767.0
France,Un couteau dans le coeur,2018,Drama,6.3,3286,341847.0
USA,The Music Never Stopped,2011,Drama,7.5,7718,342202.0
USA,I Kill Giants,2017,Drama,6.1,25343,342558.0
Turkey,Çalgi Çengi,2011,Comedy,7.1,11682,342597.0
Canada,Strange But True,2019,Thriller,5.8,2220,343038.0
South Korea,Yeopgijeogin geunyeo,2001,Comedy,8.0,44669,343132.0
USA,Tapeheads,1988,Comedy,5.7,3777,343786.0
USA,The United States of Leland,2003,Drama,7.1,22501,343847.0
USA,Plane Dead,2007,Horror,5.1,8904,344039.0
Turkey,Zaman Makinesi 1973,2014,Comedy,6.4,2603,344205.0
USA,The Dying Gaul,2005,Drama,6.4,2309,345041.0
Denmark,Drabet,2005,Drama,6.7,2337,345235.0
France,Anatomie de l'enfer,2004,Drama,4.5,5038,345365.0
USA,Prison,1987,Crime,5.8,3778,345704.0
Thailand,Triple Threat,2019,Action,5.5,8945,345900.0
USA,Bill,2007,Comedy,6.2,19313,346592.0
USA,The Vault,2017,Crime,4.8,11776,346729.0
Iceland,The Good Heart,2009,Comedy,6.9,4204,346851.0
Italy,Shadow,2009,Horror,5.4,2498,346997.0
Canada,Stone of Destiny,2008,Adventure,6.8,3703,347045.0
UK,First Kill,2017,Action,5.0,9818,347295.0
USA,The Merry Gentleman,2008,Crime,6.5,2868,347977.0
USA,Serious Moonlight,2009,Comedy,5.4,7766,348327.0
USA,Satanic,2016,Horror,3.6,6244,349183.0
Spain,Stockholm,2013,Drama,6.9,3824,349188.0
Italy,Due occhi diabolici,1990,Horror,6.1,6027,349618.0
Germany,Teheran Tabu,2017,Animation,7.1,3401,349886.0
Romania,Aferim!,2015,Adventure,7.6,6229,350110.0
India,Golmaal: Fun Unlimited,2006,Action,7.4,14768,350948.0
Germany,303,2018,Comedy,7.5,5179,351216.0
UK,Skin,2008,Biography,6.9,3200,351283.0
USA,The Chumscrubber,2005,Comedy,6.9,17859,351401.0
Federal Republic of Yugoslavia,"Crna macka, beli macor",1998,Comedy,8.1,49845,351447.0
Israel,Yossi & Jagger,2002,Drama,7.1,6717,351707.0
Turkey,Kelebekler,2018,Comedy,7.4,10869,352082.0
USA,Like Dandelion Dust,2009,Drama,7.0,2724,352810.0
Tunisia,Bab'Aziz,2005,Drama,7.6,3056,353119.0
UK,This Beautiful Fantastic,2016,Comedy,6.9,9105,353808.0
UK,Love Is the Devil: Study for a Portrait of Francis Bacon,1998,Biography,6.5,3352,354004.0
UK,Filth and Wisdom,2008,Comedy,5.6,2389,354628.0
USA,The Invitation,2015,Drama,6.6,88626,354835.0
USA,Hello I Must Be Going,2012,Comedy,6.2,5753,354939.0
UK,My Name Is Joe,1998,Drama,7.5,7537,354952.0
USA,Bel Canto,2018,Drama,5.4,2684,355333.0
UK,Rise of the Footsoldier,2007,Action,6.8,18816,355345.0
Argentina,Las acacias,2011,Drama,6.8,2207,355979.0
Canada,Freaks,2018,Drama,6.7,23654,357368.0
UK,Trust,1990,Comedy,7.3,9053,357400.0
Spain,Los amantes del Círculo Polar,1998,Drama,7.7,17833,357549.0
USA,Breakfast at Tiffany's,1961,Comedy,7.6,163106,357750.0
USA,American Ninja 4: The Annihilation,1990,Action,3.9,4374,358047.0
USA,Everly,2014,Action,5.1,16850,358156.0
Australia,The Loved Ones,2009,Horror,6.6,36530,358399.0
Colombia,Rosario Tijeras,2005,Crime,6.3,2242,358534.0
UK,Revolution,1985,Adventure,5.3,6265,358574.0
USA,The Pact II,2014,Horror,4.4,3283,358981.0
USA,K-12,2019,Fantasy,6.3,2195,359377.0
India,Happy Ending,2014,Comedy,5.4,3294,359542.0
Japan,Ôdishon,1999,Drama,7.2,70627,359853.0
India,Udta Punjab,2016,Action,7.8,26309,359891.0
Australia,These Final Hours,2013,Drama,6.7,15699,360234.0
UK,The Warrior,2001,Adventure,6.7,2485,360435.0
USA,My Little Pony: Equestria Girls - Rainbow Rocks,2014,Animation,6.9,2529,360736.0
China,Xing fu shi guang,2000,Comedy,7.4,3828,361000.0
Turkey,Fakat Müzeyyen Bu Derin Bir Tutku,2014,Drama,6.6,2633,361458.0
Iceland,Hjartasteinn,2016,Drama,7.4,4383,361878.0
UK,Welcome to the Rileys,2010,Drama,7.0,23196,361960.0
Bulgaria,Bullet Head,2017,Crime,5.4,8081,361965.0
Thailand,13 game sayawng,2006,Comedy,6.7,5562,362735.0
USA,The Toxic Avenger Part III: The Last Temptation of Toxie,1989,Action,4.4,4209,363561.0
France,Nostradamus,1994,Biography,5.8,2723,364164.0
UK,Five Minutes of Heaven,2009,Drama,6.6,12083,364355.0
USA,Real Life,1979,Comedy,7.0,2538,364642.0
USA,Clemency,2019,Drama,6.5,2387,364952.0
USA,Palookaville,1995,Comedy,6.5,2348,365284.0
UK,Lords of Chaos,2018,Biography,6.5,11658,365353.0
India,7 Khoon Maaf,2011,Drama,6.1,5385,365672.0
USA,How to Get the Man's Foot Outta Your Ass,2003,Biography,7.3,4681,365727.0
Japan,Hatsukoi,2019,Action,6.8,4150,366247.0
UK,England Is Mine,2017,Biography,5.8,3052,366802.0
Denmark,Backstabbing for Beginners,2018,Drama,6.2,4185,367000.0
Italy,Tickets,2005,Comedy,7.0,2498,367072.0
Argentina,Aterrados,2017,Horror,6.5,10026,367173.0
UK,Tell-Tale,2009,Drama,5.4,4782,367586.0
Mexico,Heli,2013,Crime,6.8,4668,367872.0
Canada,The Void,2016,Horror,5.8,29609,368372.0
Spain,Vivir dos veces,2019,Comedy,7.2,4290,368430.0
Lithuania,Zero 2,2010,Comedy,7.6,5439,368432.0
USA,2001 Maniacs,2005,Comedy,5.3,11856,368976.0
USA,Scorched,2003,Comedy,6.0,6219,369194.0
UK,Me Without You,2001,Drama,6.9,4353,369226.0
Finland,The Girl King,2015,Biography,5.9,3511,369798.0
France,Me Myself I,1999,Comedy,6.5,2495,369975.0
Mexico,Tiempo compartido,2018,Drama,6.0,2210,370280.0
Australia,Dying Breed,2008,Horror,5.3,5602,370294.0
USA,The Minus Man,1999,Crime,6.1,6251,370668.0
France,Gandahar,1987,Animation,7.1,4195,370698.0
Paraguay,7 cajas,2012,Adventure,7.1,5165,370892.0
USA,Havoc,2005,Crime,5.5,18024,371000.0
Spain,Paradise Hills,2019,Fantasy,5.6,10257,371091.0
Greece,Eteros ego,2016,Crime,7.9,6948,371528.0
Italy,L'uomo delle stelle,1995,Drama,7.4,4746,371674.0
USA,Eloise,2016,Horror,4.6,3757,372137.0
USA,Army of One,2016,Biography,5.1,6464,372194.0
USA,Penthouse North,2013,Drama,5.6,4984,372209.0
Spain,The Kill Team,2019,Action,5.9,3139,372282.0
Belgium,Linkeroever,2008,Drama,6.0,2434,372486.0
India,Dasvidaniya,2008,Comedy,7.8,5944,372606.0
Spain,Krámpack,2000,Comedy,6.6,5868,372850.0
UK,The Fallen Idol,1948,Drama,7.7,7563,373185.0
USA,Waking Up in Reno,2002,Comedy,5.5,5614,374312.0
Mexico,Chronic,2015,Drama,6.6,2809,374704.0
France,Southland Tales,2006,Comedy,5.4,36783,374743.0
USA,The Producers,1967,Comedy,7.6,49059,375143.0
UK,Britannia Hospital,1982,Comedy,6.3,2351,375713.0
USA,The Whole Wide World,1996,Biography,7.0,3391,375757.0
USA,3 Ninjas: High Noon at Mega Mountain,1998,Action,2.9,10397,375805.0
Japan,Tampopo,1985,Comedy,7.9,15187,375971.0
USA,Pride and Prejudice,2003,Comedy,5.1,2404,377271.0
Japan,Sarusuberi: Miss Hokusai,2015,Animation,6.7,2805,377702.0
India,Shahid,2012,Biography,8.2,14749,377803.0
France,Urga,1991,Drama,7.7,3358,377832.0
Spain,Abre los ojos,1997,Drama,7.8,62907,377967.0
France,À bout de souffle,1960,Crime,7.9,71060,378503.0
Norway,Den brysomme mannen,2006,Comedy,7.3,16188,379331.0
India,Asuran,2019,Action,8.5,8648,379728.0
USA,Ticker,2001,Action,3.6,6516,379739.0
USA,Flower,2017,Comedy,6.0,6829,380553.0
UK,Straightheads,2007,Crime,5.6,6648,381203.0
USA,The Quiet,2005,Crime,6.2,15447,381420.0
Iraq,Fasle kargadan,2012,Drama,6.4,5866,381529.0
Iceland,Z for Zachariah,2015,Drama,6.0,27524,381839.0
Germany,The Informers,2008,Crime,5.0,15790,382174.0
USA,Bone Tomahawk,2015,Drama,7.1,82432,382579.0
USA,Swimming with Sharks,1994,Comedy,7.1,21592,382928.0
Spain,Imagining Argentina,2003,Drama,6.2,3219,383106.0
Hong Kong,Wai dor lei ah yat ho,2010,Crime,6.6,4737,383158.0
UK,The Numbers Station,2013,Action,5.6,19019,383488.0
France,Futatsume no mado,2014,Drama,6.7,2492,383948.0
USA,American Heart,1992,Crime,6.8,3004,384048.0
USA,"Scotland, PA",2001,Comedy,6.7,4151,384098.0
Italy,L'imbalsamatore,2002,Drama,7.0,2129,384336.0
Canada,Adoration,2008,Drama,6.3,3123,384659.0
USA,Samurai Cop,1991,Action,4.6,6795,384756.0
Italy,Hamam,1997,Drama,6.8,6210,384793.0
Belgium,Hostile,2017,Drama,5.4,3573,385428.0
UK,How to Talk to Girls at Parties,2017,Comedy,5.7,9291,385733.0
USA,Survival of the Dead,2009,Comedy,4.9,20063,386078.0
UK,The Wedding Guest,2018,Thriller,5.7,3513,386166.0
France,The End of Violence,1997,Drama,5.6,4586,386673.0
Canada,Acts of Violence,2018,Action,5.3,10138,386790.0
USA,Touch,1997,Comedy,5.6,2217,387069.0
Turkey,Bes Vakit,2006,Drama,7.3,3885,387396.0
UK,The Escapist,2008,Crime,6.7,16179,388174.0
USA,Keep the Lights On,2012,Drama,6.4,5256,388331.0
India,Singh Saab the Great,2013,Action,5.7,2134,388622.0
USA,The Game of Their Lives,2005,Drama,6.1,3071,388998.0
India,Once Upon a Time in Mumbai Dobaara!,2013,Action,4.6,6507,389237.0
Spain,Cachorro,2004,Comedy,7.0,3477,389486.0
USA,House of D,2004,Comedy,6.9,8834,389866.0
Germany,Black Death,2010,Action,6.4,43489,390006.0
USA,Hell Ride,2008,Action,5.1,15323,390128.0
USA,Where the Day Takes You,1992,Crime,6.6,3110,390152.0
USA,The Marc Pease Experience,2009,Comedy,4.0,2092,390584.0
France,Subway,1985,Thriller,6.6,13774,390659.0
Pakistan,Punjab Nahi Jaungi,2017,Comedy,7.3,2172,390998.0
Spain,Black Butterfly,2017,Crime,6.2,12054,391431.0
India,Te3n,2016,Drama,7.3,11194,391957.0
USA,Wicked Little Things,2006,Drama,5.1,7923,392287.0
Taiwan,Qianxi mànbo,2001,Drama,7.1,4468,393351.0
UK,The Holcroft Covenant,1985,Action,5.7,2872,393825.0
USA,God Bless America,2011,Comedy,7.2,67436,393880.0
USA,Penny Dreadful,2006,Horror,4.9,6140,394447.0
Japan,Sakebi,2006,Horror,6.4,2426,394568.0
USA,Dogfight,1991,Comedy,7.4,8058,394631.0
UK,Exam,2009,Mystery,6.8,103021,394717.0
India,Mayakkam Enna,2011,Drama,7.6,3020,395638.0
Netherlands,Phileine zegt sorry,2003,Drama,6.1,3076,395984.0
Canada,The Adjuster,1991,Comedy,6.7,3089,396573.0
Sweden,Kyss mig,2011,Drama,6.9,9241,396596.0
Canada,Lost and Delirious,2001,Drama,6.9,19708,396897.0
UK,Swept from the Sea,1997,Drama,6.8,3051,397020.0
USA,Martyrs,2015,Drama,4.0,5163,397072.0
Brazil,"O Que é Isso, Companheiro?",1997,Action,7.4,4469,397517.0
Australia,Berlin Syndrome,2017,Drama,6.3,21475,397783.0
South Africa,Space Mutiny,1988,Action,2.1,6521,397887.0
USA,Kill Theory,2009,Horror,5.4,6762,397941.0
Germany,Repli-Kate,2002,Comedy,5.7,4891,397969.0
France,Maléfique,2002,Fantasy,6.4,3635,398016.0
USA,Dumplin',2018,Comedy,6.6,27144,399198.0
Japan,Berserk: Ougon jidai-hen III - Kourin,2013,Animation,7.9,7978,399445.0
USA,The Humbling,2014,Comedy,5.6,6309,399666.0
UK,Bandit Queen,1994,Biography,7.6,4298,399748.0
Canada,Laurence Anyways,2012,Drama,7.7,17796,399784.0
Italy,Mafioso,1962,Comedy,7.7,2171,400019.0
Belgium,Le fidèle,2017,Crime,6.3,4025,400026.0
India,Jilla,2014,Action,6.0,9544,400138.0
Spain,4 latas,2019,Comedy,5.9,2308,400530.0
Italy,Il conformista,1970,Drama,8.0,26063,400747.0
Iran,Talaye sorkh,2003,Crime,7.5,4317,400768.0
USA,"Hello, Dolly!",1969,Adventure,7.1,13203,400881.0
Finland,Iron Sky: The Coming Race,2019,Action,5.0,7921,400900.0
France,Une liaison pornographique,1999,Drama,7.1,5144,401299.0
UK,Some Girls,1988,Comedy,5.7,2893,401421.0
USA,The Oath,2018,Comedy,5.4,3882,401463.0
Spain,Tu hijo,2018,Drama,6.1,3516,401899.0
USA,Drinking Buddies,2013,Comedy,6.1,55452,401914.0
France,Flandres,2006,Drama,6.5,2795,402252.0
USA,The Brown Bunny,2003,Drama,5.0,13585,402599.0
France,La Belle Noiseuse,1991,Drama,7.7,6820,403056.0
Japan,Biohazard Regeneration,2008,Animation,6.5,28496,403117.0
USA,Mother Night,1996,Drama,7.1,4848,403701.0
France,Chacun son cinéma ou Ce petit coup au coeur quand la lumière s'éteint et que le film commence,2007,Comedy,6.8,4662,403819.0
India,Wanted,2009,Action,6.6,18355,404099.0
Turkey,Pardon,2005,Comedy,8.2,18152,405002.0
UK,Tezz,2012,Action,3.9,2137,405214.0
Spain,Las leyes de la termodinámica,2018,Comedy,6.0,2338,405269.0
USA,Stake Land,2010,Drama,6.5,40150,405380.0
Netherlands,Boy 7,2015,Action,5.8,2147,405616.0
India,Har Dil Jo Pyar Karega...,2000,Comedy,5.2,3953,406235.0
USA,Please Stand By,2017,Comedy,6.7,10212,406732.0
USA,Dedication,2007,Comedy,6.7,6717,407511.0
Germany,Die Tür,2009,Drama,6.7,5077,407728.0
USA,The Taking,2014,Horror,6.0,24825,407782.0
USA,Transylmania,2009,Comedy,3.8,2541,408229.0
China,Si shi qing chun,2018,Animation,6.6,5147,408244.0
Australia,Sleeping Beauty,2011,Drama,5.3,30581,408680.0
USA,Triumph of the Spirit,1989,Biography,6.8,2169,408839.0
France,Le cercle rouge,1970,Crime,8.0,21473,408916.0
USA,Song One,2014,Drama,5.8,8991,408918.0
UK,Jude,1996,Drama,6.9,9815,409144.0
India,Badlapur,2015,Action,7.4,21181,409166.0
USA,Nothing But the Truth,2008,Crime,7.2,35653,409832.0
USA,The Den,2013,Horror,6.0,12946,410129.0
India,R... Rajkumar,2013,Action,5.2,5244,410495.0
USA,Marilyn Hotchkiss' Ballroom Dancing & Charm School,2005,Comedy,6.6,2859,410602.0
Denmark,R,2010,Crime,7.1,4465,411097.0
USA,The Philadelphia Story,1940,Comedy,7.9,62135,411442.0
Turkey,Komser Sekspir,2000,Comedy,5.8,3000,411676.0
Germany,Tuvalu,1999,Comedy,7.4,2540,411678.0
France,Sex Is Comedy,2002,Comedy,5.6,2699,411830.0
Canada,The Moth Diaries,2011,Drama,4.9,6237,413035.0
USA,The Death and Life of Bobby Z,2007,Action,5.9,13912,413454.0
USA,3 Ninjas: Knuckle Up,1993,Action,4.3,5254,413479.0
USA,God's Pocket,2014,Crime,6.1,10616,413567.0
Ireland,Vivarium,2019,Comedy,5.8,28761,413732.0
USA,Exists,2014,Action,5.2,8117,413767.0
Turkey,The Ottoman Lieutenant,2017,Drama,6.6,24058,413844.0
UK,Wonderland,1999,Drama,7.1,3900,414254.0
USA,Snow Angels,2007,Crime,6.8,12194,414404.0
Israel,Sufat Chol,2016,Drama,6.8,2920,414698.0
USA,Premature,2014,Comedy,5.8,9519,415863.0
Canada,Status Update,2018,Comedy,5.7,3870,416178.0
Germany,Manifesto,2015,Drama,6.6,5590,416389.0
USA,Tiny Furniture,2010,Comedy,6.2,13778,416498.0
Germany,Das letzte Schweigen,2010,Crime,7.0,6454,416675.0
USA,Tales of Halloween,2015,Comedy,5.5,11279,416792.0
Spain,El rey de la montaña,2007,Thriller,6.2,3173,418026.0
UK,How to Get Ahead in Advertising,1989,Comedy,6.9,5438,418053.0
Japan,Koto no ha no niwa,2013,Animation,7.5,32669,418256.0
Japan,Unagi,1997,Drama,7.4,5398,418480.0
USA,True Colors,1991,Drama,6.3,4750,418807.0
France,Killing Zoe,1993,Crime,6.5,19460,418961.0
Brazil,Madame Satã,2002,Biography,7.1,2616,419046.0
South Africa,Jerusalema,2008,Action,7.3,10249,421593.0
USA,Super,2010,Action,6.7,74019,422618.0
USA,Behaving Badly,2014,Comedy,4.4,9839,422697.0
USA,Mississippi Grind,2015,Comedy,6.4,20077,422746.0
France,Taking Sides,2001,Drama,7.1,3135,422832.0
UK,God Help the Girl,2014,Drama,6.4,8418,423306.0
France,Réalité,2014,Comedy,6.9,5118,423619.0
France,Jeune femme,2017,Comedy,6.5,2357,423747.0
USA,Sound of My Voice,2011,Drama,6.6,20346,424088.0
UK,Drowning by Numbers,1988,Comedy,7.2,7904,424773.0
India,Luck,2009,Action,4.8,2380,426221.0
Canada,Fido,2006,Comedy,6.7,27846,426224.0
India,Josh,2000,Action,6.1,9258,426318.0
USA,Go with Me,2015,Drama,5.3,8822,426491.0
Israel,Free Zone,2005,Comedy,5.7,2764,427083.0
Ireland,Grabbers,2012,Action,6.3,16695,427335.0
China,San qiang pai an jing qi,2009,Comedy,5.6,2938,428430.0
Georgia,Chemi Bednieri Ojakhi,2017,Drama,7.4,2822,428468.0
India,Aravindha Sametha Veera Raghava,2018,Action,7.7,6458,428762.0
USA,Body Snatchers,1993,Horror,6.0,16367,428868.0
Italy,Ladri di biciclette,1948,Drama,8.3,141507,428978.0
South Korea,Bamui haebyun-eoseo honja,2017,Drama,6.8,3049,429159.0
USA,Vampires: Los Muertos,2002,Action,4.5,6867,429189.0
Hong Kong,Fei Ying,2004,Action,5.1,2249,429328.0
India,Go Goa Gone,2013,Action,6.6,11133,429350.0
UK,Scenes of a Sexual Nature,2006,Comedy,6.0,4924,429931.0
India,NGK,2019,Action,5.9,3153,430902.0
India,Main Aurr Mrs Khanna,2009,Comedy,3.5,2629,431630.0
Indonesia,Pengabdi Setan,2017,Drama,6.6,6875,431730.0
France,Ascenseur pour l'échafaud,1958,Crime,8.0,21303,431784.0
Netherlands,Aanmodderfakker,2014,Comedy,6.8,2642,434675.0
USA,We the Animals,2018,Drama,6.9,3652,434743.0
France,The Search,2014,Drama,6.8,2463,434957.0
USA,The Singing Detective,2003,Comedy,5.5,8107,435625.0
India,Happy Bhag Jayegi,2016,Comedy,6.5,4862,436011.0
USA,Dorm Daze,2003,Comedy,4.6,7574,436365.0
Denmark,Dronningen,2019,Drama,7.2,6319,437005.0
UK,8 ½ Women,1999,Comedy,5.8,3768,437568.0
Egypt,Teer enta,2009,Comedy,7.2,2902,437868.0
USA,Bitch Slap,2009,Action,4.4,13328,439587.0
France,Les salauds,2013,Drama,6.2,3131,439935.0
India,Paiyaa,2010,Action,6.3,2434,440586.0
India,Aitraaz,2004,Drama,6.6,9394,440684.0
USA,"'night, Mother",1986,Drama,7.6,2079,441863.0
Spain,Sweet Home,2015,Horror,5.2,2127,441989.0
UK,Papadopoulos & Sons,2012,Comedy,6.0,2243,442287.0
USA,Prince Avalanche,2013,Comedy,6.3,18697,442313.0
Norway,Sameblod,2016,Drama,7.3,6222,442416.0
UK,A Lonely Place to Die,2011,Crime,6.2,26906,442550.0
USA,Nadja,1994,Drama,6.1,2898,443169.0
USA,The Hammer,2007,Comedy,7.2,5842,443591.0
USA,The Necessary Death of Charlie Countryman,2013,Comedy,6.4,26628,443990.0
Turkey,Cumali Ceber 2,2018,Comedy,2.6,8183,445125.0
Australia,2:37,2006,Drama,6.8,6918,446125.0
Hungary,Argo,2004,Comedy,7.1,3537,446325.0
Brazil,O Lobo Atrás da Porta,2013,Crime,7.4,3400,446436.0
Turkey,Panzehir,2014,Action,7.1,3635,446619.0
India,Action Replayy,2010,Comedy,4.2,5501,446641.0
France,Jules et Jim,1962,Drama,7.8,36583,446908.0
Sweden,Grabben i graven bredvid,2002,Romance,5.5,2842,447360.0
Australia,The Rocket,2013,Drama,7.3,2909,449064.0
Japan,Avalon,2001,Action,6.4,12737,449275.0
USA,Lockdown,2000,Drama,6.2,2376,449482.0
UK,London to Brighton,2006,Crime,6.9,8064,449681.0
USA,Hesher,2010,Comedy,7.0,50181,449702.0
UK,Kill List,2011,Action,6.4,35577,450275.0
France,Peur(s) du noir,2007,Animation,6.7,2915,450813.0
Hong Kong,Boh lei chun,1999,Action,6.1,10756,451518.0
France,17 filles,2011,Drama,6.0,3054,452024.0
Iran,Dah,2002,Drama,7.5,6696,452895.0
Japan,Tôkyô goddofâzâzu,2003,Animation,7.8,29874,453133.0
UK,The Safety of Objects,2001,Drama,6.5,4057,453292.0
USA,The Perfect Host,2010,Comedy,6.8,24441,453708.0
Japan,Akai hashi no shita no nurui mizu,2001,Comedy,6.8,2467,453754.0
USA,Wristcutters: A Love Story,2006,Comedy,7.3,53187,454026.0
Japan,Love Letter,1995,Drama,8.0,6906,454754.0
USA,Lola Versus,2012,Comedy,5.4,8225,455754.0
France,Tian bian yi duo yun,2005,Comedy,6.6,4734,456131.0
USA,Thunder Road,2018,Comedy,7.1,13073,456304.0
USA,Freelancers,2012,Action,4.7,9540,456350.0
Sweden,Sound of Noise,2010,Comedy,7.2,8784,456366.0
Austria,Paradies: Hoffnung,2013,Drama,6.7,4118,457132.0
USA,Modern Times,1936,Comedy,8.5,211250,457688.0
USA,The Promotion,2008,Comedy,5.6,17973,457690.0
USA,South Pacific,1958,Musical,6.8,7922,458000.0
USA,Brooklyn Rules,2007,Crime,6.3,5441,458232.0
USA,Shade,2003,Crime,6.3,11991,459098.0
India,Kahaani,2012,Mystery,8.1,56468,459234.0
USA,The Last Supper,1995,Comedy,6.7,13941,459749.0
USA,Five Fingers,2006,Drama,6.4,7742,459754.0
USA,Nurse 3-D,2013,Horror,4.5,9360,459815.0
USA,The House on Carroll Street,1987,Thriller,6.1,2105,459824.0
South Korea,Parang-juuibo,2005,Drama,7.2,2512,460117.0
Russia,Aleksandra,2007,Drama,6.8,2498,460139.0
