country,original_title,year,genre,avg_vote,worlwide_gross_income
USA,American Gigolo,1980,Crime,6.3,22743674.0
USA,Black and Blue,2019,Action,6.3,22741061.0
USA,The Accidental Husband,2008,Comedy,5.6,22707064.0
USA,Fading Gigolo,2013,Comedy,6.2,22706304.0
Japan,Pako to mahô no ehon,2008,Comedy,6.9,22698467.0
USA,Prelude to a Kiss,1992,Comedy,5.6,22697691.0
USA,Cassandra's Dream,2007,Crime,6.7,22687639.0
USA,Live by Night,2016,Action,6.4,22678555.0
USA,The Farewell,2019,Comedy,7.6,22671661.0
Italy,Christmas in Love,2004,Comedy,4.2,22668087.0
UK,Long Time Dead,2002,Horror,4.7,22667193.0
USA,Thunderheart,1992,Crime,6.8,22660758.0
Germany,Die weiße Massai,2005,Drama,6.5,22632255.0
UK,The Borrowers,1997,Adventure,5.9,22619589.0
Japan,Meitantei Conan: Ginyoku no kijutsushi,2004,Animation,7.1,22618511.0
USA,Bulletproof,1996,Action,5.8,22611954.0
USA,EuroTrip,2004,Comedy,6.6,22605153.0
Japan,Doraemon: Nobita to Kumo no ôkoku,1992,Animation,6.9,22598807.0
China,Ye yan,2006,Action,6.4,22598772.0
USA,Drive Me Crazy,1999,Comedy,5.8,22593409.0
Turkey,Recep Ivedik 3,2010,Comedy,4.0,22588876.0
USA,My Tutor,1983,Comedy,5.3,22587834.0
Japan,Doraemon: Nobita to Animaru puranetto,1990,Animation,6.7,22550321.0
UK,Much Ado About Nothing,1993,Comedy,7.3,22549338.0
Japan,Doraemon: Nobita to mugen sankenshi,1994,Animation,7.0,22546266.0
USA,The Chamber,1996,Crime,6.0,22540359.0
Japan,Friends: Mononokeshima no Naki,2011,Animation,6.3,22537428.0
New Zealand,Hunt for the Wilderpeople,2016,Adventure,7.9,22519390.0
USA,Captain Ron,1992,Adventure,5.8,22518097.0
USA,Looking for Mr. Goodbar,1977,Drama,6.7,22512655.0
USA,Quest for Camelot,1998,Animation,6.3,22510798.0
France,Astérix et les Vikings,2006,Animation,6.1,22501596.0
USA,The Warriors,1979,Action,7.6,22490039.0
USA,Madhouse,2004,Horror,5.5,22483630.0
USA,My Bodyguard,1980,Comedy,7.1,22482952.0
UK,Doomsday,2008,Action,6.0,22472631.0
South Korea,Seu-pa-i,2013,Action,6.3,22468512.0
Spain,Julieta,2016,Drama,7.1,22468044.0
France,Tout le monde debout,2018,Comedy,6.5,22466659.0
USA,Red Corner,1997,Crime,6.3,22459274.0
France,Swimming Pool,2003,Crime,6.7,22441497.0
Hong Kong,Ou Zhou gong lue,2018,Action,4.7,22435156.0
USA,License to Drive,1988,Comedy,6.4,22433275.0
USA,The Contender,2000,Drama,6.9,22428990.0
USA,The First Power,1990,Crime,5.7,22424195.0
Germany,Männerherzen,2009,Comedy,6.2,22420615.0
Japan,Akunin,2010,Crime,7.1,22414467.0
USA,Two Can Play That Game,2001,Comedy,6.2,22391450.0
USA,Late Night,2019,Comedy,6.5,22386555.0
USA,Dead Silence,2007,Horror,6.2,22382047.0
China,Yun nan chong gu,2018,Action,4.7,22381583.0
USA,At First Sight,1999,Drama,6.0,22365133.0
Japan,Rupan sansei,2014,Action,5.5,22361629.0
USA,Solace,2015,Crime,6.4,22354572.0
USA,Muppets from Space,1999,Adventure,6.3,22323612.0
USA,My Fellow Americans,1996,Adventure,6.5,22313201.0
Italy,Manuale d'amore,2005,Comedy,6.3,22281609.0
France,Il y a longtemps que je t'aime,2008,Drama,7.6,22274095.0
South Korea,Seumool,2015,Comedy,6.8,22271862.0
China,Fei chang xing yun,2013,Action,5.1,22259179.0
UK,Pink Floyd: The Wall,1982,Drama,8.1,22258911.0
USA,Benji the Hunted,1987,Adventure,6.3,22257624.0
France,Neuilly sa mère!,2009,Comedy,5.5,22243482.0
USA,Reign Over Me,2007,Drama,7.4,22242388.0
USA,Waitress,2007,Comedy,7.0,22240529.0
USA,Empire of the Sun,1987,Action,7.7,22238696.0
UK,Emma,1996,Comedy,6.6,22231658.0
USA,Norma Rae,1979,Drama,7.3,22228000.0
USA,Fifty Shades of Black,2016,Comedy,3.5,22227514.0
Turkey,A.R.O.G,2008,Comedy,7.3,22212369.0
Netherlands,Gooische Vrouwen,2011,Comedy,6.2,22194574.0
USA,Nowhere to Run,1993,Action,5.7,22189039.0
Canada,Upside Down,2012,Drama,6.4,22187813.0
India,Fanaa,2006,Drama,7.2,22181516.0
UK,Mr. Turner,2014,Biography,6.8,22179785.0
USA,A Nightmare on Elm Street: The Dream Child,1989,Fantasy,5.2,22168359.0
USA,The Marine,2006,Action,4.7,22165608.0
South Korea,Bu-reo-jin hwa-sal,2011,Crime,6.7,22132903.0
USA,Sabotage,2014,Action,5.7,22126842.0
Hong Kong,Yip Man,2008,Action,8.0,22108789.0
USA,Lock Up,1989,Action,6.4,22099847.0
USA,The Glass Castle,2017,Biography,7.1,22088533.0
India,Stree,2018,Comedy,7.6,22075730.0
Japan,Meitantei Conan: Konpeki no hitsugi,2007,Animation,6.4,22053994.0
Italy,Immaturi,2011,Comedy,6.0,22043584.0
Italy,"Io, loro e Lara",2009,Comedy,5.7,22039646.0
USA,Little Black Book,2004,Comedy,5.3,22035509.0
Hong Kong,Dai si hing,2018,Action,6.3,22029250.0
USA,Cousins,1989,Comedy,6.3,22026369.0
France,La cage dorée,2013,Comedy,7.2,22025731.0
USA,Reno 911!: Miami,2007,Comedy,5.9,22021262.0
China,My Blueberry Nights,2007,Drama,6.6,22007671.0
USA,Death Wish,1974,Action,7.0,22000000.0
USA,Wild Child,2008,Comedy,6.1,21972336.0
Canada,Gretel & Hansel,2020,Fantasy,5.3,21966625.0
USA,Love Don't Cost a Thing,2003,Comedy,5.2,21964072.0
USA,Unaccompanied Minors,2006,Adventure,5.3,21949234.0
USA,Bullet to the Head,2012,Action,5.7,21947209.0
Japan,Sutoroberî naito,2013,Crime,6.3,21940182.0
USA,Friday the 13th: A New Beginning,1985,Horror,4.8,21930418.0
South Korea,Iggi,2010,Crime,6.8,21925534.0
France,OSS 117: Rio ne répond plus,2009,Action,6.9,21924245.0
Japan,Dragon Ball Z: Kiken na Futari! Super Senshi wa Nemurenai,1994,Animation,6.6,21916093.0
Japan,Anfea: The Movie,2007,Action,5.0,21914005.0
Brazil,Minha Mãe é uma Peça: O Filme,2013,Comedy,6.8,21909567.0
Italy,Il postino,1994,Biography,7.7,21898920.0
USA,Dark Waters,2019,Biography,7.6,21898901.0
India,Taare Zameen Par,2007,Drama,8.4,21897373.0
Finland,Niko - lentäjän poika,2008,Animation,6.1,21897141.0
Hong Kong,Ging chaat goo si 4: Gaan dan yam mo,1996,Action,6.6,21890845.0
USA,Gus,1976,Comedy,5.9,21873000.0
Italy,"Grande, grosso e... Verdone",2008,Comedy,5.5,21860130.0
Italy,Tu la conosci Claudia?,2004,Comedy,6.3,21852972.0
USA,Mr 3000,2004,Comedy,5.5,21839377.0
Hong Kong,Bo bui gai wak,2006,Action,6.6,21836580.0
France,Papa ou maman,2015,Comedy,6.0,21835307.0
USA,Black or White,2014,Drama,6.6,21833967.0
Hong Kong,Yip Man ngoi zyun: Cheung Tin Chi,2018,Action,6.5,21832649.0
Japan,Doraemon: Nobita to fushigi kazetsukai,2003,Animation,6.9,21830340.0
USA,A Soldier's Story,1984,Crime,7.2,21821347.0
Japan,Pokemon za mûbî XY: Ringu no choumajin Fûpa,2015,Animation,6.0,21815482.0
USA,The Rebound,2009,Comedy,6.3,21791288.0
South Korea,Pon,2002,Horror,6.2,21784403.0
Spain,Torrente 3: El protector,2005,Comedy,5.6,21779366.0
India,Welcome Back,2015,Action,4.2,21775694.0
UK,Diana,2013,Biography,5.5,21766271.0
USA,Ricochet,1991,Action,6.2,21756163.0
USA,Legends of Oz: Dorothy's Return,2013,Animation,5.1,21755418.0
USA,Proud Mary,2018,Action,4.9,21753365.0
USA,The Caine Mutiny,1954,Drama,7.7,21750000.0
Mexico,Como agua para chocolate,1992,Drama,7.1,21744201.0
USA,Wicker Park,2004,Drama,7.0,21741598.0
Germany,The Jacket,2005,Drama,7.1,21733230.0
USA,Friday the 13th Part 2,1981,Horror,6.1,21722776.0
USA,Marathon Man,1976,Crime,7.4,21709020.0
USA,The Player,1992,Comedy,7.5,21706101.0
South Korea,Nae-ga sal-in-beom-i-da,2012,Action,7.1,21701525.0
USA,Thunderbolt and Lightfoot,1974,Comedy,7.1,21700000.0
France,L'immortel,2010,Action,6.7,21695883.0
USA,Against All Odds,1984,Action,5.9,21689062.0
USA,White Oleander,2002,Drama,7.1,21672284.0
USA,Buck Rogers in the 25th Century,1979,Action,6.7,21671241.0
USA,Class,1983,Comedy,6.0,21667789.0
South Korea,Pyojeok,2014,Action,6.3,21658812.0
USA,The Rookie,1990,Action,5.9,21633874.0
USA,Short Circuit 2,1988,Comedy,5.8,21630088.0
Japan,Kureyon Shinchan: Bakusui! Yumemî wârudo daitotsugeki!,2016,Animation,6.3,21611358.0
USA,Consenting Adults,1992,Crime,5.8,21591728.0
USA,Project X,1987,Comedy,6.1,21589395.0
USA,Just Wright,2010,Comedy,5.9,21584424.0
USA,Man of the House,2005,Comedy,5.4,21577624.0
Russia,Volkodav iz roda Serykh Psov,2006,Action,5.7,21573338.0
France,Épouse-moi mon pote,2017,Comedy,6.1,21571464.0
USA,He Got Game,1998,Drama,6.9,21567853.0
South Korea,Kwik,2011,Action,5.8,21561934.0
UK,The Merchant of Venice,2004,Drama,7.0,21560182.0
USA,Blackbeard's Ghost,1968,Comedy,6.9,21540050.0
USA,"Oh, God! You Devil",1984,Comedy,5.5,21538850.0
USA,It Follows,2014,Horror,6.8,21528593.0
USA,Say Anything...,1989,Comedy,7.3,21515196.0
USA,Win a Date with Tad Hamilton!,2004,Comedy,5.6,21513434.0
USA,Black Christmas,2006,Horror,4.6,21510851.0
India,Chak De! India,2007,Drama,8.2,21505244.0
USA,My Soul to Take,2010,Horror,4.8,21500813.0
USA,Married to the Mob,1988,Comedy,6.2,21486757.0
USA,The Freshman,1990,Comedy,6.4,21460601.0
USA,Tough Guys,1986,Comedy,6.3,21458229.0
USA,Over Her Dead Body,2008,Comedy,5.2,21458111.0
USA,The Fog,1980,Horror,6.8,21448782.0
Japan,K-20: Kaijin nijû mensô den,2008,Action,6.6,21443265.0
USA,A Very Brady Sequel,1996,Comedy,5.7,21440752.0
USA,Mr. Magoo,1997,Adventure,4.0,21437192.0
USA,Rhinestone,1984,Comedy,3.9,21435321.0
Japan,Eiga Keion!,2011,Animation,7.6,21434003.0
USA,The Adventures of Ford Fairlane,1990,Action,6.5,21413502.0
Australia,Quigley Down Under,1990,Action,6.9,21413105.0
USA,When a Stranger Calls,1979,Horror,6.5,21411158.0
USA,Our Family Wedding,2010,Comedy,5.0,21409028.0
Ireland,Love & Friendship,2016,Comedy,6.4,21401949.0
South Korea,Gajang Botongui Yeonae,2019,Comedy,6.1,21386368.0
Japan,Kita no zeronen,2005,Drama,6.5,21360942.0
USA,Shaft,2019,Action,6.4,21360215.0
USA,Waist Deep,2006,Action,5.9,21353303.0
USA,A Rainy Day in New York,2019,Comedy,6.6,21334794.0
USA,The Bells of St. Mary's,1945,Drama,7.3,21333333.0
Italy,La leggenda del pianista sull'oceano,1998,Drama,8.1,21320001.0
Australia,Hotel Mumbai,2018,Action,7.6,21314816.0
USA,High School High,1996,Comedy,5.6,21302121.0
Japan,Love Live! The School Idol Movie,2015,Animation,7.2,21292009.0
Hong Kong,Lian zheng feng yun,2019,Crime,5.5,21290004.0
USA,New York Minute,2004,Comedy,5.0,21289826.0
USA,The Black Cauldron,1985,Animation,6.4,21288692.0
Sweden,Arn: Tempelriddaren,2007,Action,6.6,21287566.0
USA,To Die For,1995,Comedy,6.8,21284514.0
USA,Coneheads,1993,Comedy,5.3,21274717.0
Spain,Los amantes pasajeros,2013,Comedy,5.6,21245677.0
Brazil,Nosso Lar,2010,Drama,6.4,21225527.0
South Korea,Peurizeun,2017,Action,6.5,21205329.0
USA,Fame,1980,Drama,6.6,21202829.0
USA,Straight Talk,1992,Comedy,5.8,21202099.0
USA,The Right Stuff,1983,Adventure,7.8,21192102.0
Japan,Shazai no ôsama,2013,Comedy,6.3,21188003.0
Australia,Red Dog,2011,Biography,7.4,21185162.0
USA,Unplanned,2019,Biography,5.8,21171090.0
USA,ATL,2006,Comedy,6.1,21170563.0
China,San guo zhi jian long xie jia,2008,Action,6.2,21159916.0
UK,Penelope,2006,Comedy,6.7,21156270.0
USA,Cujo,1983,Horror,6.1,21156152.0
USA,The Prodigy,2019,Horror,5.8,21150265.0
Netherlands,Mindhunters,2004,Crime,6.4,21148829.0
USA,Stir of Echoes,1999,Horror,7.0,21142914.0
USA,Kuffs,1992,Action,5.9,21142815.0
USA,Things Are Tough All Over,1982,Action,6.0,21134374.0
USA,Beasts of the Southern Wild,2012,Adventure,7.3,21107746.0
Ireland,The Magdalene Sisters,2002,Drama,7.7,21107578.0
Brazil,Minha Vida em Marte,2018,Comedy,6.4,21105636.0
USA,Night Shift,1982,Comedy,6.6,21095638.0
USA,Tales from the Crypt: Demon Knight,1995,Action,6.7,21089146.0
South Korea,Malmoi,2019,Comedy,6.3,21083522.0
USA,F/X2,1991,Action,5.9,21082165.0
USA,While We're Young,2014,Comedy,6.3,21075757.0
USA,Multiplicity,1996,Comedy,6.1,21075014.0
France,Himalaya - l'enfance d'un chef,1999,Drama,7.5,21069306.0
USA,Weekend Pass,1984,Comedy,3.9,21058033.0
South Korea,Chilgeup gongmuwon,2009,Action,6.3,21056256.0
USA,The Wiz,1978,Adventure,5.4,21049053.0
USA,Punchline,1988,Comedy,5.9,21042667.0
South Korea,Gon-ji-am,2018,Horror,6.2,21041950.0
UK,A Room with a View,1985,Drama,7.3,21040317.0
USA,Creepshow,1982,Comedy,6.9,21028755.0
France,Yves Saint Laurent,2014,Biography,6.3,21026290.0
USA,Unhinged,2020,Action,6.2,21025406.0
Japan,Boku no hîrô akademia THE MOVIE ~ 2-ri no eiyû ~,2018,Animation,7.6,21022724.0
USA,Christine,1983,Horror,6.7,21017849.0
USA,The Air Up There,1994,Comedy,5.5,21011318.0
UK,The Infiltrator,2016,Biography,7.0,21011110.0
Japan,22-nenme no kokuhaku: Watashi ga satsujinhan desu,2017,Drama,6.8,21001633.0
USA,Before Midnight,2013,Drama,7.9,20994648.0
Russia,Chyornaya Molniya,2009,Action,5.7,20984902.0
UK,The Man with the Golden Gun,1974,Action,6.8,20972000.0
South Korea,Pohwasogeuro,2010,Action,7.3,20967660.0
Canada,La guerre du feu,1981,Adventure,7.3,20962615.0
USA,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996,Comedy,6.6,20949601.0
Ireland,Once,2007,Drama,7.8,20936722.0
USA,The Apple Dumpling Gang Rides Again,1979,Comedy,6.2,20931111.0
Italy,La migliore offerta,2013,Crime,7.8,20919703.0
Spain,El Niño,2014,Action,6.4,20918976.0
UK,Super Mario Bros.,1993,Adventure,4.1,20915465.0
Mexico,Amores perros,2000,Drama,8.1,20908467.0
USA,The Devil's Rejects,2005,Horror,6.8,20901859.0
Thailand,Pee Mak Phrakanong,2013,Comedy,7.3,20896252.0
South Korea,Neo-eui kyeol-hoon-sik,2018,Comedy,6.9,20895905.0
USA,Mr. Baseball,1992,Comedy,6.0,20883046.0
Japan,Gekijô-ban poketto monsutaa: Mizu no Miyako no Mamori Gami Ratiasu to Ratiosu,2002,Animation,6.1,20867919.0
South Korea,Nae meorisokui jiwoogae,2004,Drama,8.2,20865847.0
USA,Jason's Lyric,1994,Crime,6.6,20851521.0
Turkey,G.O.R.A.,2004,Adventure,8.0,20839049.0
USA,Fear,1996,Drama,6.3,20831000.0
Germany,Wickie auf großer Fahrt,2011,Action,5.4,20796153.0
India,Love Aaj Kal,2009,Comedy,6.8,20794985.0
South Korea,Sik-gaek,2007,Comedy,6.6,20794760.0
USA,Best in Show,2000,Comedy,7.4,20789556.0
USA,Superfly,2018,Action,5.1,20780685.0
China,Wang chao de nu ren: Yang Gui Fei,2015,Drama,4.1,20778906.0
Japan,Meitantei Conan: Suiheisenjyou no sutorateeji,2005,Animation,7.1,20768817.0
USA,The Dead Zone,1983,Drama,7.2,20766616.0
UK,Life of Brian,1979,Comedy,8.1,20738770.0
USA,Bobby,2006,Biography,7.0,20718608.0
USA,Julia,1977,Drama,7.2,20714400.0
Japan,Kansen rettô,2009,Drama,5.3,20712567.0
USA,Hamlet,1990,Drama,6.7,20710451.0
USA,The Photograph,2020,Drama,5.9,20690779.0
USA,Speechless,1994,Comedy,5.8,20667959.0
Australia,The Man from Snowy River,1982,Adventure,7.3,20659423.0
USA,Keanu,2016,Action,6.2,20651333.0
Germany,Pandorum,2009,Action,6.7,20648328.0
USA,The Great Waldo Pepper,1975,Adventure,6.7,20642922.0
South Korea,Go-ji-jeon,2011,Action,7.4,20629645.0
USA,A Christmas Story,1983,Comedy,7.9,20618717.0
USA,F/X,1986,Action,6.7,20603715.0
France,Polisse,2011,Crime,7.3,20601245.0
USA,If Beale Street Could Talk,2018,Drama,7.1,20596567.0
France,Hollywoo,2011,Comedy,5.0,20587850.0
USA,Walk Hard: The Dewey Cox Story,2007,Comedy,6.8,20576198.0
USA,The Great Gatsby,1974,Drama,6.4,20563273.0
UK,Child's Play 3,1991,Horror,5.1,20560255.0
UK,The Last Station,2009,Biography,7.0,20554320.0
France,Micmacs à tire-larigot,2009,Action,7.2,20550145.0
USA,The Man with the Iron Fists,2012,Action,5.4,20546518.0
France,Les 11 commandements,2004,Comedy,4.7,20537839.0
USA,Country Strong,2010,Drama,6.3,20529194.0
USA,Porky's Revenge,1985,Comedy,4.9,20518905.0
USA,Chingu 2,2013,Action,6.2,20502243.0
China,Cats and Peachtopia,2018,Animation,4.8,20492363.0
China,Zhui xiong zhe ye,2016,Crime,6.8,20490872.0
UK,The Final Conflict,1981,Horror,5.6,20471382.0
USA,My Life in Ruins,2009,Comedy,5.9,20458873.0
UK,Top Secret!,1984,Comedy,7.2,20458340.0
USA,Duel in the Sun,1946,Drama,6.8,20428771.0
France,La cage aux folles,1978,Comedy,7.3,20424259.0
Australia,The Sapphires,2012,Biography,7.0,20423628.0
UK,Ladies in Lavender,2004,Drama,7.0,20421130.0
USA,Hello Again,1987,Comedy,5.4,20419446.0
Hong Kong,Moh ging,2014,Action,6.0,20415934.0
Japan,Mogura no uta: Sennyuu sousakan Reiji,2013,Action,6.5,20392349.0
USA,Beerfest,2006,Comedy,6.3,20387597.0
Argentina,El Clan,2015,Biography,7.0,20381995.0
USA,Sgt. Pepper's Lonely Hearts Club Band,1978,Adventure,4.2,20378470.0
USA,The Namesake,2006,Drama,7.5,20354321.0
USA,The Glimmer Man,1996,Action,5.4,20351264.0
France,Showgirls,1995,Drama,4.9,20350754.0
USA,Code of Silence,1985,Action,6.1,20345361.0
Poland,Zimna wojna,2018,Drama,7.6,20343051.0
USA,City Hall,1996,Drama,6.2,20340204.0
Japan,Sadako 3D,2012,Horror,3.8,20335408.0
France,Babysitting,2014,Comedy,6.8,20334564.0
USA,The Presidio,1988,Action,6.0,20324096.0
USA,Brahms: The Boy II,2020,Drama,4.6,20311536.0
Japan,Vampires,1998,Action,6.2,20308772.0
USA,Hot Dog ...The Movie,1984,Comedy,5.0,20307325.0
USA,Jetsons: The Movie,1990,Animation,5.6,20305841.0
USA,The People vs. Larry Flynt,1996,Biography,7.3,20300385.0
USA,The Cowboy Way,1994,Action,6.0,20280016.0
USA,Labor Day,2013,Drama,6.9,20275812.0
France,"Les trois frères, le retour",2014,Comedy,4.7,20268560.0
USA,The Incredible Shrinking Woman,1981,Comedy,5.5,20259961.0
USA,Action Jackson,1988,Action,5.5,20256975.0
Japan,Saya-zamurai,2010,Comedy,6.9,20251745.0
West Germany,Die unendliche Geschichte,1984,Adventure,7.4,20251411.0
USA,Mobsters,1991,Crime,6.0,20246790.0
USA,Critical Condition,1987,Comedy,5.4,20240502.0
USA,Stella,1990,Drama,6.2,20240128.0
Thailand,Ong-bak,2003,Action,7.2,20235426.0
USA,Six Pack,1982,Comedy,6.0,20225989.0
Japan,Beck,2010,Drama,7.0,20219060.0
USA,Another Stakeout,1993,Comedy,5.6,20208496.0
USA,"Corrina, Corrina",1994,Comedy,6.6,20164171.0
UK,Dracula,1979,Drama,6.5,20158970.0
Russia,Tri bogatyrya i Shamakhanskaya tsaritsa,2010,Animation,6.4,20157447.0
USA,Ballistic: Ecks vs. Sever,2002,Action,3.7,20154899.0
USA,Juice,1992,Action,7.1,20146880.0
Germany,Serving Sara,2002,Comedy,5.4,20146150.0
France,Mulholland Dr.,2001,Drama,8.0,20129557.0
USA,Melinda and Melinda,2004,Comedy,6.4,20129327.0
Japan,Hirugao,2017,Drama,6.0,20129230.0
USA,Love and Death,1975,Comedy,7.7,20123742.0
USA,My Favorite Year,1982,Comedy,7.4,20123620.0
Italy,Cado dalle nubi,2009,Comedy,6.4,20123466.0
Germany,Dieses bescheuerte Herz,2017,Comedy,7.0,20118769.0
UK,Tess,1979,Drama,7.3,20101247.0
UK,I Heart Huckabees,2004,Comedy,6.6,20094909.0
Japan,"Shokubutsu zukan: Unmei no koi, hiroimashita",2016,Drama,6.4,20084530.0
Mexico,¿Conoces a Tomás?,2019,Comedy,5.7,20084169.0
USA,Flipper,1996,Adventure,5.3,20080020.0
USA,Only You,1994,Comedy,6.5,20059210.0
USA,Booty Call,1997,Comedy,5.4,20050376.0
USA,An Innocent Man,1989,Action,6.5,20047604.0
USA,The Bling Ring,2013,Biography,5.6,20045576.0
USA,Evening,2007,Drama,6.5,20016753.0
USA,With Honors,1994,Comedy,6.7,20016254.0
USA,The Company You Keep,2012,Drama,6.4,20014680.0
USA,Taking Care of Business,1990,Comedy,6.5,20005435.0
USA,Escape to Witch Mountain,1975,Adventure,6.4,20000000.0
USA,Eyes of Laura Mars,1978,Mystery,6.2,20000000.0
Nepal,Seto Surya,2016,Adventure,7.1,20000000.0
South Korea,Shin-gi-jeon,2008,Adventure,6.0,19991573.0
UK,The Wife,2017,Drama,7.2,19978189.0
Japan,Kaiji 2: Jinsei dakkai gêmu,2011,Drama,6.5,19971259.0
Japan,Otôto,2010,Drama,7.0,19969473.0
USA,Crazy/Beautiful,2001,Drama,6.5,19937988.0
USA,The Babe,1992,Biography,5.9,19930973.0
USA,Unfaithfully Yours,1984,Comedy,6.0,19928200.0
USA,Breathless,1983,Action,5.9,19910002.0
USA,Nighthawks,1981,Action,6.4,19905359.0
USA,Get Over It,2001,Comedy,5.7,19900366.0
USA,Jane Austen's Mafia!,1998,Comedy,5.7,19889299.0
USA,Fire in the Sky,1993,Biography,6.6,19885552.0
USA,Volunteers,1985,Adventure,5.5,19875740.0
USA,Hard Rain,1998,Action,5.9,19870567.0
USA,The Apostle,1997,Drama,7.2,19868354.0
USA,Altered States,1980,Horror,6.9,19853892.0
India,Jaane Tu... Ya Jaane Na,2008,Comedy,7.5,19852786.0
Brazil,Blindness,2008,Drama,6.6,19844979.0
Japan,Kirin no tsubasa: Gekijouban Shinzanmono,2011,Crime,6.6,19835053.0
Taiwan,Tian tai ai qing,2013,Action,5.9,19833152.0
West Germany,Cruising,1980,Crime,6.5,19814523.0
Japan,Lorelei,2005,Action,5.3,19806585.0
France,Adieu l'ami,1968,Action,6.9,19800000.0
Spain,Justin and the Knights of Valour,2013,Animation,6.0,19799759.0
Japan,Gekijouban Trick: Reinouryokusha batoru roiyaru,2010,Mystery,5.9,19795115.0
France,Le scaphandre et le papillon,2007,Biography,8.0,19780116.0
France,2 Days in Paris,2007,Comedy,6.8,19776159.0
South Korea,Gamgi,2013,Action,6.7,19775853.0
South Korea,Hellowoo goseuteu,2010,Comedy,7.6,19774455.0
USA,Summer Catch,2001,Comedy,5.1,19772447.0
USA,The Perfect Man,2005,Comedy,5.5,19770475.0
USA,Gone,2012,Action,5.9,19767535.0
USA,Vampire in Brooklyn,1995,Comedy,4.6,19751736.0
UK,Thomas and the Magic Railroad,2000,Adventure,4.1,19748009.0
USA,Gone Fishin',1997,Comedy,4.9,19745922.0
USA,Betsy's Wedding,1990,Comedy,5.6,19740070.0
USA,Young Sherlock Holmes,1985,Adventure,6.8,19739575.0
USA,It Comes at Night,2017,Horror,6.2,19735344.0
USA,The Principal,1987,Action,6.3,19734940.0
Japan,Pokemon za mubi XY& Z 'borukenion to kiko (karakuri) no magiana,2016,Animation,6.0,19727392.0
USA,Color of Night,1994,Mystery,5.2,19726050.0
UK,Another Year,2010,Comedy,7.3,19722766.0
USA,Wes Craven's New Nightmare,1994,Fantasy,6.4,19721741.0
South Korea,Jigeum Mannareo Gabmida,2018,Drama,7.7,19711640.0
Russia,O chyom eshchyo govoryat muzhchiny,2011,Comedy,6.5,19705392.0
USA,"Same Time, Next Year",1978,Comedy,7.2,19703082.0
India,Brothers,2015,Action,6.5,19695610.0
China,Duck Duck Goose,2018,Animation,5.7,19676514.0
USA,Skin Deep,1989,Comedy,6.2,19674852.0
USA,Tucker: The Man and His Dream,1988,Biography,6.9,19652638.0
Czech Republic,Solomon Kane,2009,Action,6.1,19652185.0
USA,Blackhat,2015,Action,5.4,19652057.0
USA,Youth in Revolt,2009,Comedy,6.4,19651093.0
USA,Amelia,2009,Adventure,5.8,19643086.0
India,Don,2006,Action,7.2,19640129.0
USA,The Thing,1982,Horror,8.1,19629760.0
USA,8 Seconds,1994,Biography,6.6,19623396.0
Japan,Doroppu,2009,Comedy,6.6,19611028.0
Indonesia,Warkop DKI Reborn: Jangkrik Boss Part 1,2016,Adventure,6.5,19608000.0
South Korea,Gamunui buhwal: Gamunui yeonggwang 3,2006,Comedy,5.1,19606487.0
USA,The Astronaut's Wife,1999,Drama,5.4,19598588.0
USA,The Seduction of Joe Tynan,1979,Drama,6.0,19595168.0
USA,The Serpent and the Rainbow,1988,Fantasy,6.5,19595031.0
Japan,Tsunagu,2012,Drama,6.5,19585809.0
Japan,Gekijouban Mahou shojo Madoka magika Shinpen: Hangyaku no monogatari,2013,Animation,7.8,19582747.0
Japan,Dragon Ball Z: Gekitotsu!! 100-oku Power no Senshi-tachi,1992,Animation,7.1,19581369.0
USA,S1m0ne,2002,Comedy,6.1,19576023.0
Hong Kong,Chuen sing yit luen - yit lat lat,2010,Comedy,6.0,19573451.0
Ireland,The Guard,2011,Comedy,7.3,19561904.0
France,Léon,1994,Action,8.5,19552639.0
