imdb_title_id,original_title,year,genre,country,production_company,duration,votes,budget,usa_gross_income,worldwide_gross_income,rating,metascore
tt1547234,Rush,2012,Thriller,USA,Pictures,91,108903,35000000,20275446,31083599,6.5,66
tt0252503,Heist,2001,Drama,USA,Entertainment,109,32860,39000000,23510841,28510652,6.5,66
tt0385267,Company,2004,Romance,USA,Pictures,109,53136,26000000,45806659,61315215,6.4,66
tt0085255,Thunder,1983,Drama,USA,Pictures,109,16857,22000000,42313354,42313354,6.4,66
tt1130080,Informant!,2009,Crime,USA,Bros.,108,62333,22000000,33316821,41771168,6.4,66
tt0086525,Girl,1983,Romance,USA,Group,99,12965,350000,17343596,17343596,6.4,66
tt0083678,Border,1982,Drama,USA,Productions,108,5793,22000000,6118683,6118683,6.4,66
tt0303714,Barbershop,2002,Drama,USA,(MGM),102,29018,12000000,75782105,77063924,6.3,66
tt0976222,Bandslam,2009,Family,USA,Entertainment,111,13652,20000000,5210988,12225023,6.3,66
tt0110099,I.Q.,1994,Romance,USA,Pictures,100,23273,25000000,26381221,26381221,6.2,66
tt1976000,January,2014,Thriller,USA,Films,96,29097,31000000,507463,13551951,6.2,66
tt0080472,Billy,1980,Comedy,USA,Bros.,116,10653,6500000,24265659,24265659,6.1,66
tt6811018,King,2019,Family,USA,Productions,120,14010,59000000,16790790,32140970,6,66
tt0469641,Center,2006,Thriller,USA,Pictures,129,76697,65000000,70278893,163247198,5.9,66
tt1017460,Splice,2009,Sci-Fi,USA,Gaumont,104,92256,30000000,17010170,27127620,5.7,66
tt0243585,2,2002,Comedy,USA,Pictures,77,49301,120000000,64956806,169956806,5.5,66
tt0287717,Dreams,2002,Comedy,USA,Films,100,59287,38000000,85846429,119723358,5.2,66
tt0114369,Se7en,1995,Mystery,USA,Pictures,127,1402015,33000000,100125643,327333559,8.6,65
tt0086250,Scarface,1983,Drama,USA,Pictures,170,721343,25000000,45408703,66023585,8.3,65
tt0097576,Crusade,1989,Adventure,USA,Pictures,127,676976,48000000,197171806,474310887,8.2,65
tt1431045,Deadpool,2016,Comedy,USA,Fox,108,882037,58000000,363070709,782612155,8,65
tt0095953,Man,1988,Drama,USA,Artists,133,465105,25000000,172825435,354825435,8,65
tt0106519,Way,1993,Thriller,USA,Pictures,144,196564,30000000,36948322,63851527,7.9,65
tt3748528,One,2016,Sci-Fi,USA,Lucasfilm,133,538641,200000000,532177324,1056057720,7.8,65
tt0095647,Burning,1988,History,USA,Pictures,128,85805,15000000,34603943,34603943,7.8,65
tt0926084,1,2010,Fantasy,USA,Bros.,146,463108,150000000,296347721,976952911,7.7,65
tt0061852,Book,1967,Family,USA,Studios,78,162375,4000000,141843612,210310084,7.6,65
tt0080120,Warriors,1979,Thriller,USA,Pictures,92,91839,4000000,22490039,22490039,7.6,65
tt0427309,Debaters,2007,Romance,USA,Films,126,55222,15000000,30236407,30271556,7.5,65
tt1453405,University,2013,Comedy,USA,Pictures,104,313986,200000000,268492764,743559607,7.3,65
tt0162661,Hollow,1999,Mystery,USA,Pictures,105,323190,100000000,101071502,206071502,7.3,65
tt0082406,Hound,1981,Drama,USA,Studios,83,82812,12000000,63456988,63456988,7.3,65
tt0424345,II,2006,Comedy,USA,Company,97,128887,5000000,24148068,26986174,7.3,65
tt0480249,Legend,2007,Drama,USA,Bros.,101,674397,150000000,256393010,585410052,7.2,65
tt0113189,GoldenEye,1995,Thriller,USA,Productions,130,234604,60000000,106429941,352194034,7.2,65
tt1327773,Butler,2013,Drama,USA,Productions,132,106839,30000000,116632095,177313795,7.2,65
tt0117571,Scream,1996,Mystery,USA,Films,111,278908,14000000,103046663,173046663,7.2,65
tt0102975,Country,1991,Sci-Fi,USA,Pictures,110,68998,30000000,74888996,96888996,7.2,65
tt0137363,Road,1999,Thriller,USA,Gems,117,80028,31000000,24756177,41067311,7.2,65
tt5478478,Hostiles,2017,Western,USA,Le,134,67184,39000000,29819114,35669017,7.2,65
tt2771200,Beast,2017,Musical,USA,Films,129,263977,160000000,504481165,1264064380,7.1,65
tt0105435,Sneakers,1992,Drama,USA,productions,126,51281,35000000,51432691,105232691,7.1,65
tt0094608,Accused,1988,Drama,USA,Pictures,111,31000,6000000,32078318,32078318,7.1,65
tt0100814,Tremors,1990,Horror,USA,Pictures,96,117345,11000000,16667084,16667084,7.1,65
tt0172396,Affair,1999,Romance,USA,Pictures,102,21025,23000000,10827816,10827816,7.1,65
tt0086617,Dangerously,1982,War,USA,Productions,115,19000,13000000,10278575,10278575,7.1,65
tt0092890,Dancing,1987,Romance,USA,Partnership,100,197346,6000000,64577242,217856315,7,65
tt0109504,Crooklyn,1994,Drama,USA,Pictures,115,9064,14000000,13642861,13642861,7,65
tt1042877,Records,2008,Music,USA,Entertainment,109,19765,12000000,8195551,8883644,7,65
tt1596345,Sacrifice,2014,Sport,USA,Productions,115,38809,19000000,2436633,5578519,7,65
tt1663662,Rim,2013,Sci-Fi,USA,Bros.,131,459808,190000000,101802906,411002906,6.9,65
tt0102510,Fear,1991,Crime,USA,Pictures,85,103270,23000000,86930411,86930411,6.9,65
tt0093378,Bamba,1987,Music,USA,Pictures,108,27891,6500000,54215416,54215416,6.9,65
tt1655420,Marilyn,2011,Drama,USA,Company,99,82396,6400000,14600347,35057696,6.9,65
tt0105327,Ties,1992,Drama,USA,Pictures,106,21876,18000000,14715067,14715067,6.9,65
tt0258000,Room,2002,Thriller,USA,Pictures,112,253016,48000000,96397334,197079546,6.8,65
tt0109446,Client,1994,Mystery,USA,Bros.,119,58793,45000000,92115211,117615211,6.8,65
tt0248667,Ali,2001,Sport,USA,Pictures,157,92433,107000000,58203105,87812729,6.8,65
tt0090357,Holmes,1985,Mystery,USA,Entertainment,109,18801,18000000,19739575,19739575,6.8,65
tt3387266,Kingdom,2016,History,USA,Pictures,111,13649,14000000,3902185,14459330,6.8,65
tt0072226,Express,1974,Drama,USA,Pictures,110,15027,3000000,7500000,7504841,6.8,65
tt0088933,Cocoon,1985,Sci-Fi,USA,Fox,117,56333,17500000,76113124,85313124,6.7,65
tt0102713,Tides,1991,Romance,USA,Pictures,132,15808,30000000,74787599,74787599,6.7,65
tt0480242,Life,2007,Romance,USA,Pictures,98,96790,25000000,47642963,68474305,6.7,65
tt0078163,Panther,1978,Mystery,USA,Productions,99,19747,12000000,49579269,49579269,6.7,65
tt0365485,Matador,2005,Thriller,USA,Co.,96,43501,12500000,12594698,17356268,6.7,65
tt0448694,Boots,2011,Comedy,USA,Animation,90,141547,130000000,149260504,554987477,6.6,65
tt3513498,Part,2019,Adventure,USA,Bros.,107,51436,99000000,105806508,192306508,6.6,65
tt0119314,Whisperer,1998,Western,USA,Pictures,169,38447,60000000,75383563,186883563,6.6,65
tt1045772,Morris,2009,Crime,USA,EuropaCorp,102,90564,13000000,2037459,39408227,6.6,65
tt0102951,Soapdish,1991,Romance,USA,Pictures,97,14227,25000000,36489888,36489888,6.6,65
tt0139668,Crime,1999,Mystery,USA,Bros.,127,31451,55000000,16649768,16649768,6.6,65
tt0289408,Movie,2002,Adventure,USA,Studios,73,9102,11000000,11412414,16426471,6.6,65
tt0944835,Salt,2010,Thriller,USA,Pictures,100,291354,110000000,118311368,293503354,6.4,65
tt1226229,Greek,2010,Music,USA,Pictures,109,168032,40000000,60974475,91720255,6.4,65
tt0099365,Darkman,1990,Thriller,USA,Pictures,96,57296,16000000,33878502,48878502,6.4,65
tt0085862,McQuade,1983,Drama,USA,Productions,107,10666,5000000,12232628,12232628,6.4,65
tt0073692,Shampoo,1975,Drama,USA,Vista,110,10778,4000000,49407734,49407734,6.3,65
tt0307479,Solaris,2002,Romance,USA,Fox,99,78140,47000000,14973382,30002758,6.2,65
tt0367882,Skull,2008,Adventure,USA,Pictures,122,417120,185000000,317101119,790653942,6.1,65
tt4361050,Evil,2016,Mystery,USA,Pictures,99,52290,9000000,35144505,81705746,6.1,65
tt0132347,Men,1999,Fantasy,USA,Pictures,121,61124,68000000,29762011,33461011,6.1,65
tt0430357,Vice,2006,Thriller,USA,Pictures,132,108511,135000000,63450470,164231296,6,65
tt0268397,Genius,2001,Adventure,USA,Pictures,82,30154,30000000,80936232,102992536,6,65
tt0408524,Bears,2005,Sport,USA,Pictures,113,20343,35000000,32868349,34252847,5.8,65
tt0110413,Léon,1994,Drama,USA,Gaumont,110,1007598,115000000,19501238,19552639,8.5,64
tt0167404,Sense,1999,Thriller,USA,Pictures,107,894385,40000000,293506292,672806292,8.1,64
tt0454921,Happyness,2006,Drama,USA,Pictures,117,437433,55000000,163566459,307127625,8,64
tt0119177,Gattaca,1997,Thriller,USA,Pictures,106,275738,36000000,12532777,12532777,7.8,64
tt0101921,Tomatoes,1991,Drama,USA,Pictures,130,65481,11000000,82418501,119418501,7.7,64
tt0241527,Stone,2001,Fantasy,USA,Bros.,152,625097,125000000,318087620,1001985848,7.6,64
tt0463998,Writers,2007,Drama,USA,Pictures,123,67569,21000000,36605602,43095175,7.5,64
tt0119396,Brown,1997,Thriller,USA,Miramax,154,309422,12000000,39673162,39673162,7.5,64
tt0120903,X-Men,2000,Sci-Fi,USA,Fox,104,562022,75000000,157299718,296339528,7.4,64
tt6398184,Abbey,2019,Romance,USA,Television,122,35846,13000000,96854135,194294327,7.4,64
tt0074860,Man,1976,Thriller,USA,Company,125,56855,6500000,21709020,21709020,7.4,64
tt0478970,Ant-Man,2015,Comedy,USA,Productions,117,553758,130000000,180202163,519311965,7.3,64
tt0397313,Below,2006,Family,USA,Pictures,120,59899,40000000,81612565,120455994,7.3,64
tt0309698,Identity,2003,Thriller,USA,Pictures,90,222620,28000000,52159536,90259536,7.3,64
tt0962736,Victoria,2009,History,USA,Films,105,56756,35000000,11001272,29196409,7.3,64
tt0241303,Chocolat,2000,Romance,USA,Miramax,121,175310,25000000,71509363,152699946,7.2,64
tt2170593,Vincent,2014,Drama,USA,Entertainment,102,94385,13000000,44137712,54837234,7.2,64
tt0086312,Silkwood,1983,History,USA,Pictures,131,17878,10000000,35615609,35615609,7.2,64
tt0448134,Sunshine,2007,Thriller,USA,Films,107,229813,26000000,3675753,34806360,7.2,64
tt0090022,Silverado,1985,Drama,USA,Pictures,133,37166,26000000,32192570,32192570,7.2,64
tt0898367,Road,2009,Drama,USA,Films,111,219723,25000000,8117000,27639579,7.2,64
tt0120794,Egypt,1998,Drama,USA,Animation,99,115737,70000000,101413188,218613188,7.1,64
tt1060277,Cloverfield,2008,Horror,USA,Pictures,85,367611,25000000,80048433,172394180,7,64
tt0081071,Riders,1980,Western,USA,Artists,100,9601,10000000,15795189,15795189,7,64
tt4520988,II,2019,Comedy,USA,Studios,103,122760,150000000,477373578,1450026933,6.9,64
tt0396269,Crashers,2005,Romance,USA,Cinema,119,327881,40000000,209255921,288467645,6.9,64
tt0319343,Elf,2003,Fantasy,USA,Cinema,97,211602,33000000,174626840,221671773,6.9,64
tt0105112,Games,1992,Thriller,USA,Productions,117,100936,45000000,83351587,178051587,6.9,64
tt0910936,Express,2008,Crime,USA,Pictures,111,310971,27000000,87341380,101624843,6.9,64
tt1564349,Tale,2011,Family,USA,Entertainment,113,22043,37000000,72286779,95943453,6.9,64
tt0374900,Dynamite,2004,Comedy,USA,Pictures,96,194951,400000,44540956,46138887,6.9,64
tt0118887,Land,1997,Thriller,USA,Miramax,105,84547,15000000,44862187,44862187,6.9,64
tt0081974,Malice,1981,Thriller,USA,Pictures,116,11650,12000000,40716963,40716963,6.9,64
tt0124718,Game,1998,Sport,USA,Pictures,136,43631,25000000,21567853,21567853,6.9,64
tt0091059,Navigator,1986,Family,USA,Pictures,90,43387,9000000,18564613,18564613,6.9,64
tt0374569,Two,2008,History,USA,Bunch,135,31850,40000000,748555,8638162,6.9,64
tt0450385,1408,2007,Mystery,USA,Films,104,252014,25000000,71985628,132963417,6.8,64
tt1601913,Grey,2011,Drama,USA,(II),117,237555,25000000,51580236,79781695,6.8,64
tt0115641,America,1996,Comedy,USA,Pictures,81,50696,12000000,63118386,63118386,6.8,64
tt6394270,Bombshell,2019,Drama,USA,Finance,109,69641,32000000,31762808,59863792,6.8,64
tt0265459,Photo,2002,Thriller,USA,Pictures,96,112856,12000000,31597131,52223306,6.8,64
tt1034415,Suspiria,2018,Mystery,USA,Company,152,57122,20000000,2483472,7942093,6.8,64
tt0111127,Mom,1994,Thriller,USA,Pictures,95,26389,13000000,7820688,7820688,6.8,64
tt0423294,Up,2007,Family,USA,Pictures,85,67541,100000000,58867694,152005713,6.7,64
tt0800308,Appaloosa,2008,Drama,USA,Cinema,115,57677,20000000,20211394,27712362,6.7,64
tt0076451,York,1977,Musical,USA,Productions,155,17883,14000000,16400000,16400000,6.7,64
tt0377107,Proof,2005,Mystery,USA,Miramax,100,42614,20000000,7535331,14189860,6.7,64
tt0412536,Revisited,2008,Romance,USA,Films,134,11990,20000000,6432256,13451186,6.7,64
tt0114069,Outbreak,1995,Thriller,USA,Bros.,127,117364,50000000,67659560,189859560,6.6,64
tt1386588,Guys,2010,Crime,USA,Pictures,107,238059,100000000,119219978,170458922,6.6,64
tt0104389,Cradle,1992,Thriller,USA,Pictures,110,37217,11700000,88036683,88036683,6.6,64
tt4513674,Society,2016,Romance,USA,Productions,96,69058,30000000,11103205,43763247,6.6,64
tt0981227,Playlist,2008,Music,USA,Gems,90,87587,10000000,31487293,33556631,6.6,64
tt0096071,Rainbow,1988,Horror,USA,Pictures,98,21560,7000000,19595031,19595031,6.5,64
tt0120722,Loud,1998,Romance,USA,Films,100,4488,20000000,12905901,15610299,6.5,64
tt0082894,Heaven,1981,Romance,USA,(MGM),108,5122,22000000,9171289,9171289,6.5,64
tt0120844,Insurrection,1998,Sci-Fi,USA,Pictures,103,69370,58000000,70187658,112587658,6.4,64
tt0407121,Movie,2005,Family,USA,Pictures,68,6302,20000000,18098433,52858433,6.4,64
tt0110167,You,1994,Romance,USA,Pictures,101,34760,20000000,37939757,37939757,6.4,64
tt0309377,Work,2002,Drama,USA,Productions,110,41405,50000000,26235081,31794718,6.4,64
tt0111686,Nightmare,1994,Mystery,USA,Cinema,112,49852,8000000,18090181,19721741,6.4,64
tt0367027,Shortbus,2006,Drama,USA,THINKFilm,101,31577,2000000,1985292,5526675,6.4,64
tt0358082,Robots,2005,Comedy,USA,Animation,91,130168,75000000,128200012,262511490,6.3,64
tt0445934,Glory,2007,Sport,USA,DreamWorks,93,155529,61000000,118594548,145710347,6.3,64
tt1438176,Night,2011,Horror,USA,DreamWorks,106,98172,30000000,18302607,41002607,6.3,64
tt0083336,Wolfen,1981,Thriller,USA,Pictures,115,8873,17000000,10626725,10626725,6.3,64
tt1764234,Softly,2012,Thriller,USA,Entertainment,97,131250,15000000,15026056,37930465,6.2,64
tt0088936,Silence,1985,Drama,USA,Pictures,101,6741,7000000,20345361,20345361,6.1,64
tt0087718,Maude,1984,Romance,USA,BBE,118,2656,15100000,26080861,26080861,6,64
tt0081184,Hell,1980,Thriller,USA,Hill,101,9561,3000000,6342668,6342668,6,64
tt0318155,Action,2003,Comedy,USA,Bros.,93,32441,80000000,20991364,68514844,5.7,64
tt0089730,Bitten,1985,Fantasy,USA,Inc.,94,13099,3200000,10000000,10000000,5.5,64
tt0081353,Popeye,1980,Family,USA,Pictures,114,28860,20000000,49823037,49823037,5.3,64
tt1130884,Island,2010,Thriller,USA,Pictures,138,1096024,80000000,128012934,294804195,8.2,63
tt0325980,Pearl,2003,Fantasy,USA,Pictures,143,1001260,140000000,305413918,654264015,8,63
tt0059742,Music,1965,Family,USA,Productions,172,198561,8200000,159287539,159413574,8,63
tt0061735,Dinner,1967,Drama,USA,Pictures,108,38349,4000000,56666667,56666667,7.8,63
tt0824747,Changeling,2008,Drama,USA,Entertainment,141,233510,55000000,35739802,113398237,7.7,63
tt0046816,Mutiny,1954,War,USA,Pictures,124,23931,2000000,21750000,21750000,7.7,63
tt0099785,Alone,1990,Family,USA,Entertainment,103,451566,18000000,285761243,477063114,7.6,63
tt1707386,Misérables,2012,Musical,USA,Pictures,158,302721,61000000,148809770,441809770,7.6,63
tt0065988,Man,1970,Drama,USA,Films,139,32221,15000000,31559552,31559552,7.6,63
tt0073802,Condor,1975,Thriller,USA,Enterprises,117,46853,20000000,27476252,27476252,7.4,63
tt1189340,Lawyer,2011,Thriller,USA,Lionsgate,118,209759,40000000,58009200,86752352,7.3,63
tt0118607,Amistad,1997,History,USA,DreamWorks,155,69827,36000000,44229441,44229441,7.3,63
tt0071877,Express,1974,Mystery,USA,Distributors,128,54112,1500000,27634716,27658612,7.3,63
tt0111503,Lies,1994,Thriller,USA,Fox,141,232830,115000000,146282411,378882411,7.2,63
tt1001526,Megamind,2010,Comedy,USA,Animation,95,222974,130000000,148415853,321885765,7.2,63
tt0357413,Burgundy,2004,Comedy,USA,DreamWorks,94,324712,26000000,85288303,90649730,7.2,63
tt0084917,Garp,1982,Drama,USA,Arts,136,24527,17000000,29712172,29712172,7.2,63
tt0479143,Balboa,2006,Sport,USA,(MGM),102,200694,24000000,70270943,155929020,7.1,63
tt0445990,Invincible,2006,Sport,USA,Pictures,105,64773,40000000,57806952,58480828,7.1,63
tt0113540,Kids,1995,Drama,USA,Upstairs,91,71729,1500000,7412216,7412216,7.1,63
tt0804497,Story,2010,Romance,USA,Features,101,132502,8000000,6363628,6491240,7.1,63
tt0181984,Room,2000,Thriller,USA,Cinema,120,48459,7000000,16970581,28780255,7,63
tt0120776,Thing,1998,Drama,USA,Pictures,127,11149,30000000,23245840,26616840,7,63
tt0379889,Venice,2004,Romance,USA,Movision,131,34545,30000000,3765585,21560182,7,63
tt0274812,Secretary,2002,Romance,USA,Pond,107,81824,4000000,4059680,9304609,7,63
tt0088011,Stone,1984,Comedy,USA,Fox,106,80975,10000000,76572238,86572238,6.9,63
tt0947810,Zone,2010,Thriller,USA,Pictures,115,127645,100000000,35053660,154711438,6.8,63
tt0371724,Galaxy,2005,Sci-Fi,USA,Pictures,109,184355,50000000,51085416,104478416,6.8,63
tt0123964,Life,1999,Drama,USA,Entertainment,108,44729,80000000,64016268,73475268,6.8,63
tt0841046,Story,2007,Music,USA,Productions,96,66276,35000000,18317151,20576198,6.8,63
tt1206543,Furnace,2013,Drama,USA,Way,116,104635,22000000,11330849,15661554,6.8,63
tt0250797,Unfaithful,2002,Thriller,USA,Pictures,124,78388,50000000,52775765,119137784,6.7,63
tt0112883,DeMarco,1994,Romance,USA,Cinema,97,47408,25000000,22150451,68792531,6.7,63
tt4645330,Denial,2016,Drama,USA,Films,109,18734,10000000,4073489,7994527,6.7,63
tt3766394,Doris,2015,Romance,USA,Productions,90,18458,1000000,14444999,14659448,6.6,63
tt1632708,Benefits,2011,Romance,USA,Gems,109,334204,35000000,55802754,149542245,6.5,63
tt0313443,Time,2003,Mystery,USA,(MGM),105,56049,50000000,41088845,55495563,6.5,63
tt0110622,Insult,1994,Crime,USA,Pictures,83,95312,30000000,51132598,51132598,6.5,63
tt0971209,Getaway,2009,Thriller,USA,Rogue,98,66624,14000000,15515460,22955544,6.5,63
tt0099329,Cry-Baby,1990,Musical,USA,Pictures,85,53825,11000000,8266343,8266343,6.5,63
tt2848292,2,2015,Music,USA,(II),115,139566,29000000,184296230,287144079,6.4,63
tt1231587,Machine,2010,Sci-Fi,USA,(MGM),101,160018,36000000,50287556,64780213,6.4,63
tt0105414,Female,1992,Thriller,USA,Pictures,107,31532,16000000,48017402,48017402,6.4,63
tt0403702,Revolt,2009,Romance,USA,Films,90,71895,18000000,15281286,19651093,6.4,63
tt7153766,Unsane,2018,Mystery,USA,Releasing,98,38858,1500000,7732899,14293601,6.4,63
tt0937375,Christmas,2007,Romance,USA,Films,117,8102,13000000,49121934,49778552,6.3,63
tt0120082,2,1997,Mystery,USA,Films,120,153698,24000000,101363301,172363301,6.2,63
tt0118583,Resurrection,1997,Sci-Fi,USA,Productions,109,224408,75000000,47795658,161376069,6.2,63
tt1018785,2,2008,Romance,USA,Entertainment,119,26655,27000000,44089964,44352417,6.2,63
tt4139124,Keanu,2016,Crime,USA,First,100,44843,15000000,20591853,20651333,6.2,63
tt0466856,ATL,2006,Drama,USA,LLC,105,10578,20000000,21170563,21170563,6.1,63
tt4663548,Saints,2017,Drama,USA,Films,108,1484,2000000,5802208,5942565,6.1,63
tt0110213,Book,1994,Romance,USA,Europe,111,16093,27000000,43229904,43229904,6,63
tt0303933,Drumline,2002,Romance,USA,Pictures,118,32583,20000000,56399184,57588485,5.8,63
tt0374102,Water,2003,Horror,USA,LLC,79,50370,500000,30610863,54683487,5.7,63
tt1320244,Exorcism,2010,Thriller,USA,Entertainment,87,47426,1800000,41034350,69432527,5.6,63
tt0120586,X,1998,Drama,USA,Cinema,119,1014218,20000000,6719864,23875127,8.5,62
tt1454029,Help,2011,Drama,USA,DreamWorks,146,419566,25000000,169708112,216639112,8,62
tt0089218,Goonies,1985,Family,USA,Bros.,114,237191,19000000,63192596,63849520,7.8,62
tt0104257,Men,1992,Thriller,USA,Pictures,138,229444,41000000,141340178,243240178,7.7,62
tt0092965,Sun,1987,History,USA,Entertainment,153,113212,35000000,22238696,22238696,7.7,62
tt0096754,Abyss,1989,Mystery,USA,Fox,171,159766,70000000,54461047,90000098,7.6,62
tt0453562,42,2013,Sport,USA,Bros.,128,83372,40000000,95020213,97470701,7.5,62
tt0075005,Omen,1976,Horror,USA,Fox,111,104815,2800000,60922980,60922980,7.5,62
tt0099871,Ladder,1990,Mystery,USA,Pictures,113,96738,25000000,26118851,26118851,7.5,62
tt0118884,Contact,1997,Sci-Fi,USA,Bros.,150,249088,90000000,100920329,171120329,7.4,62
tt1980929,Again,2013,Music,USA,Group,104,139728,8000000,16170632,63464861,7.4,62
tt0217869,Unbreakable,2000,Sci-Fi,USA,Pictures,106,380103,75000000,95011339,248118121,7.3,62
tt0181536,Forrester,2000,Drama,USA,Pictures,136,81537,43000000,51804714,80049764,7.3,62
tt0120768,Negotiator,1998,Drama,USA,Enterprises,140,128210,50000000,44547681,44547681,7.3,62
tt0362270,Zissou,2004,Comedy,USA,Pictures,119,175733,50000000,24020403,34808403,7.3,62
tt0120655,Dogma,1999,Drama,USA,Productions,130,205657,10000000,30652890,31429330,7.3,62
tt0168786,Fisher,2002,Drama,USA,Pictures,120,32331,12500000,21078145,23367586,7.3,62
tt1226837,Boy,2018,Drama,USA,Studios,120,48357,25000000,7649973,16636604,7.3,62
tt1300854,Three,2013,Sci-Fi,USA,Studios,130,739816,200000000,409013994,1214811252,7.2,62
tt0234215,Reloaded,2003,Sci-Fi,USA,Bros.,138,506036,150000000,281576461,741847890,7.2,62
tt0097815,League,1989,Sport,USA,Enterprises,107,60804,11000000,49797148,49797148,7.2,62
tt0309987,Dreamers,2003,Romance,USA,Pictures,115,108573,15000000,2532228,15121165,7.2,62
tt0089175,Night,1985,Thriller,USA,Pictures,106,58258,9000000,24922237,24922237,7.1,62
tt0072288,Lightfoot,1974,Drama,USA,Company,115,21840,2200000,21700000,21700000,7.1,62
tt0110478,Maverick,1994,Comedy,USA,Productions,127,99869,75000000,101631272,183031272,7,62
tt0061747,High,1968,Western,USA,Production,114,34306,1600000,11000000,11000000,7,62
tt1637725,Ted,2012,Comedy,USA,Pictures,106,562136,50000000,218815487,549368315,6.9,62
tt3778644,Story,2018,Sci-Fi,USA,Lucasfilm,135,278319,275000000,213767512,392924807,6.9,62
tt0496806,Thirteen,2007,Thriller,USA,Bros.,122,315076,85000000,117154724,311312624,6.9,62
tt0864761,Duchess,2008,History,USA,Vantage,110,77106,13500000,13848978,43343384,6.9,62
tt0339291,Events,2004,Family,USA,Pictures,108,193135,140000000,118634549,211468235,6.8,62
tt0486822,Disturbia,2007,Mystery,USA,DreamWorks,105,217146,20000000,80209692,118114220,6.8,62
tt1620935,This,2016,Sport,USA,Productions,117,24418,6000000,5083906,6698679,6.8,62
tt0106220,Values,1993,Fantasy,USA,Pictures,94,77026,47000000,48919043,48919043,6.7,62
tt0103247,Fang,1991,Drama,USA,Pictures,107,19198,14000000,34793160,34793160,6.7,62
tt0437232,Fire,2006,History,USA,Features,101,9910,14000000,4299773,5710236,6.7,62
tt0219699,Gift,2000,Horror,USA,Entertainment,112,62370,10000000,12008642,44567606,6.6,62
tt0259446,Wedding,2002,Romance,USA,Films,95,118082,5000000,241438208,368744044,6.5,62
tt5140878,Creation,2017,Thriller,USA,Monster,109,108128,15000000,102092201,306515884,6.5,62
tt0416236,Chronicles,2008,Drama,USA,Pictures,96,86673,90000000,71195053,164170327,6.5,62
tt0427969,Hollywoodland,2006,Drama,USA,Features,126,32493,28000000,14426251,16800438,6.5,62
tt0097044,Are,1989,Romance,USA,Pictures,108,10417,16000000,16278590,16278590,6.5,62
tt0373926,Interpreter,2005,Thriller,USA,Pictures,128,96245,80000000,72708161,162944923,6.4,62
tt0116253,Decision,1996,Thriller,USA,Bros.,133,49772,55000000,56569216,121969216,6.4,62
tt0087365,Apes,1984,Drama,USA,Bros.,143,17424,30000000,45858563,45858563,6.4,62
tt0119115,Creatures,1997,Comedy,USA,Pictures,93,23020,25000000,9381260,9381260,6.4,62
tt0125971,Providence,1999,Romance,USA,Miramax,96,8432,7000000,7302522,7302522,6.4,62
tt1020558,Centurion,2010,History,USA,International,97,76988,12000000,123570,6890432,6.4,62
tt0227005,Made,2001,Drama,USA,Entertainment,95,17026,5000000,5313300,5480653,6.4,62
tt0400525,Harvest,2005,Drama,USA,Features,92,22962,16000000,9016782,10156968,6.3,62
tt0295178,Goldmember,2002,Comedy,USA,Cinema,94,192760,63000000,213307889,296938801,6.2,62
tt0405325,High,2005,Family,USA,Pictures,100,77336,35000000,63946815,86369815,6.2,62
tt0083722,People,1982,Thriller,USA,Pictures,118,18878,18000000,7000000,7000000,6.2,62
tt7137380,Destroyer,2018,Drama,USA,Pictures,121,23655,9000000,1533324,5580940,6.2,62
tt0213203,II,2000,Comedy,USA,Pictures,78,10997,30000000,76507756,103291131,6.1,62
tt1826590,Night,2014,Romance,USA,Gems,100,22306,12500000,48637684,50445860,6.1,62
tt0096244,Sunrise,1988,Romance,USA,Films,115,28237,23000000,41292551,41292551,6.1,62
tt0092925,Dragnet,1987,Crime,USA,Action,106,31238,20000000,57387516,66673516,6,62
tt0085154,Moves,1983,Sport,USA,Productions,91,15312,5600000,17233166,17233166,5.9,62
tt0338466,You,2003,Comedy,USA,Fox,118,50580,55000000,33832741,65784503,5.7,62
tt0092226,Guys,1986,Crime,USA,(MGM),100,5243,13000000,8475466,8475466,5.7,62
tt0117218,Professor,1996,Sci-Fi,USA,Entertainment,95,107928,54000000,128814019,273961019,5.6,62
tt0120689,Mile,1999,Fantasy,USA,Entertainment,189,1112336,60000000,136801374,286801374,8.6,61
tt0119174,Game,1997,Mystery,USA,Entertainment,129,336705,50000000,48323648,109423648,7.8,61
tt0091042,Off,1986,Comedy,USA,Pictures,103,313852,6000000,70136369,70712677,7.8,61
tt0083944,Blood,1982,Adventure,USA,N.V.,93,221509,15000000,47212904,125212904,7.7,61
tt0361862,Machinist,2004,Thriller,USA,Group,101,351032,5000000,1082715,8203235,7.7,61
tt0087781,Natural,1984,Sport,USA,Pictures,138,43216,28000000,47951979,47951979,7.5,61
tt0101889,King,1991,Fantasy,USA,Pictures,137,77764,24000000,41895491,41895491,7.5,61
tt0490204,Me,2007,Drama,USA,Media,124,92247,20000000,19661987,22242388,7.4,61
tt0118954,Harry,1997,Comedy,USA,Films,96,41748,20000000,10686841,10686841,7.4,61
tt0079817,II,1979,Sport,USA,Productions,119,187094,7000000,85182160,85182160,7.3,61
tt0089767,Rider,1985,Western,USA,Company,115,51377,6900000,41410568,41410568,7.3,61
tt0077362,Home,1978,War,USA,Productions,127,12100,3000000,32653905,32653905,7.3,61
tt0092563,Heart,1987,Thriller,USA,N.V.,113,78672,17000000,17185632,17185632,7.3,61
